ღ,ʁ
ვაშლი,vaʃli
ვაცი,vat͡sʰi
ვაჭარი,vat͡ʃʼaɾi
ვაჭრობა,vat͡ʃʼɾoba
ვახ,vaχ
ვახო,vaχo
ვახტანგ,vaχtʼanɡ
ვახტანგი,vaχtʼanɡi
ვახტანგური,vaχtʼanɡuɾi
ვახშამი,vaχʃami
ვახში,vaχʃi
ვგრძნობ,vɡɾd͡znob
ვგრძნობთ,vɡɾd͡znobtʰ
ვედრებით,vedɾebitʰ
ვედრო,vedɾo
ვეება,veeba
ვეებერთელა,veebeɾtʰeɫa
ვეზირი,veziɾi
ველვეტი,velʷetʼi
ველი,veli
ველოსიპედი,veɫosipʼedi
ველურად,veɫuɾad
ველური,veɫuɾi
ველურობა,veɫuɾoba
ვენა,vena
ვენახი,venaχi
ვენერა,veneɾa
ვენერიული,veneɾiuli
ვენესუელა,venesueɫa
ვენეცია,venet͡sʰia
ვენეციური,venet͡sʰiuɾi
ვენტილაცია,ventʼiɫat͡sʰia
ვენური,venuɾi
ვერ,veɾ
ვერა,veɾa
ვერაგად,veɾaɡad
ვერაგი,veɾaɡi
ვერაგობა,veɾaɡoba
ვერანა,veɾana
ვერანდა,veɾanda
ვერასგზით,veɾasɡzitʰ
ვერასდროს,veɾasdɾos
ვერასოდეს,veɾasodes
ვერაფერი,veɾapʰeɾi
ვერბენა,veɾbena
ვერდიქტი,veɾdikʰtʼi
ვერმიშელი,veɾmiʃeli
ვერმონტი,veɾmontʼi
ვერნონი,veɾnoni
ვერონიკა,veɾonikʼa
ვერსია,veɾsia
ვერტიკალურად,veɾtʼikʼaɫuɾad
ვერტიკალური,veɾtʼikʼaɫuɾi
ვერტმფრენი,veɾtʼmpʰɾeni
ვერფი,veɾpʰi
ვერცხლად,veɾt͡sʰχɫad
ვერცხლი,veɾt͡sʰχli
ვერცხლით,veɾt͡sʰχlitʰ
ვერცხლის,veɾt͡sʰχlis
ვერცხლისფერი,veɾt͡sʰχlispʰeɾi
ვერცხლისწყალი,veɾt͡sʰχlist͡sʼχʼali
ვერცხლმა,veɾt͡sʰχlma
ვერცხლს,veɾt͡sʰχls
ვერძი,veɾd͡zi
ვერხვი,veɾχʷi
ვესტერნი,vestʼeɾni
ვესტიბიული,vestʼibiuli
ვეტერანი,vetʼeɾani
ვეტერინალური,vetʼeɾinaɫuɾi
ვეტერინარი,vetʼeɾinaɾi
ვეტო,vetʼo
ვეფხვი,vepʰχʷi
ვეფხისტყაოსანი,vepʰχistʼχʼaosani
ვექტორი,vekʰtʼoɾi
ვეშაპი,veʃapʼi
ვეწევი,vet͡sʼevi
ვთქვა,ftʰkʰʷa
ვთქვათ,ftʰkʰʷatʰ
ვთქვი,ftʰkʰʷi
ვიადუკი,viadukʼi
ვიაროთ,viaɾotʰ
ვიბრატორი,vibɾatʼoɾi
ვიგინდარა,viɡindaɾa
ვიდეო,video
ვიდრე,vidɾe
ვიეტნამი,vietʼnami
ვივიენი,vivieni
ვივისექცია,vivisekʰt͡sʰia
ვიზა,viza
ვიზიტი,vizitʼi
ვიზუალურად,vizuaɫuɾad
ვიზუალური,vizuaɫuɾi
ვითარება,vitʰaɾeba
ვითარებითი,vitʰaɾebitʰi
ვითომ,vitʰom
ვიკიმედია,vikʼimedia
ვიკინგი,vikʼinɡi
ვიკიპედია,vikʼipʼedia
ვიკიპედიად,vikʼipʼediad
ვიკიპედიამ,vikʼipʼediam
ვიკიპედიას,vikʼipʼedias
ვიკიპედიით,vikʼipʼediitʰ
ვიკიპედიის,vikʼipʼediis
ვიკიჰოლიკი,vikʼiholikʼi
ვიკონტი,vikʼontʼi
ვილა,viɫa
ვილნიუსი,vilniusi
ვიმპელი,vimpʼeli
ვინ,vin
ვინები,vinebi
ვინეგრეტი,vineɡɾetʼi
ვინიეტი,vinietʼi
ვინმე,vinme
ვინმესგან,vinmesɡan
ვინსენტი,vinsentʼi
ვიოლა,vioɫa
ვიოლეტა,violetʼa
ვიოლინო,violino
ვირთაგვა,viɾtʰaɡʷa
ვირთევზა,viɾtʰevza
ვირთხა,viɾtʰχa
ვირი,viɾi
ვიროლოგია,viɾoɫoɡia
ვირტუალურად,viɾtʼuaɫuɾad
ვირტუალური,viɾtʼuaɫuɾi
ვირტუოზი,viɾtʼuozi
ვირტუოზობა,viɾtʼuozoba
ვირული,viɾuli
ვირუსი,viɾusi
ვირუსოლოგია,viɾusoɫoɡia
ვირჯინია,viɾd͡ʒinia
ვის,vis
ვისვენებ,visʷeneb
ვისი,visi
ვისკონსინი,viskʼonsini
ვისტი,vistʼi
ვისურვებდით,visuɾʷebditʰ
ვისწავლო,vist͡sʼavɫo
ვიტალიზმი,vitʼalizmi
ვიტალისტი,vitʼalistʼi
ვიტამინი,vitʼamini
ვიტრინა,vitʼɾina
ვიქეიფოთ,vikʰeipʰotʰ
ვიქნები,vikʰnebi
ვიქსიკონი,vikʰsikʼoni
ვიქტორი,vikʰtʼoɾi
ვიქტორია,vikʰtʼoɾia
ვიღაც,viʁat͡sʰ
ვიყავი,viχʼavi
ვიჩინა,vit͡ʃʰina
ვიცი,vit͡sʰi
ვიწრო,vit͡sʼɾo
ვიწროდ,vit͡sʼɾod
ვიხდი,viχdi
ვიხდიდი,viχdidi
ვლაპარაკობ,vɫapʼaɾakʼob
ვმუშაობ,vmuʃaob
ვნახე,vnaχe
ვნახოთ,vnaχotʰ
ვნება,vneba
ვნებიანად,vnebianad
ვნებიანი,vnebiani
ვნებითი,vnebitʰi
ვოდევილი,vodevili
ვოკალი,vokʼali
ვოკალისტი,vokʼalistʼi
ვოკალური,vokʼaɫuɾi
ვოლგოგრადი,volɡoɡɾadi
ვოლტი,voltʼi
ვოლფრამი,volpʰɾami
ვორონეჟი,voɾoneʒi
ვრჩები,vɾt͡ʃʰebi
ვრცელი,vɾt͡sʰeli
ვრცლად,vɾt͡sʰɫad
ვსაუბრობ,fsaubɾob
ვსვავ,fsʷav
ვსვამ,fsʷam
ვსიო,fsio
ვუალი,vuali
ვუბნობ,vubnob
ვუთხრა,vutʰχɾa
ვულგარიზაცია,vulɡaɾizat͡sʰia
ვულგარიზმი,vulɡaɾizmi
ვულგარულად,vulɡaɾuɫad
ვულგარული,vulɡaɾuli
ვულგარულობა,vulɡaɾuɫoba
ვულკანი,vulkʼani
ვულკანიზაცია,vulkʼanizat͡sʰia
ვულკანური,vulkʼanuɾi
ვუყურებ,vuχʼuɾeb
ვფლობთ,fpʰɫobtʰ
ვწუხვარ,ft͡sʼuχʷaɾ
ვჭამ,ft͡ʃʼam
ვხოცავდი,fχot͡sʰavdi
ზ,z
ზაარლანდი,zaaɾɫandi
ზაგარი,zaɡaɾi
ზაგრები,zaɡɾebi
ზადენი,zadeni
ზადი,zadi
ზადიკი,zadikʼi
ზადიკობა,zadikʼoba
ზავთი,zaftʰi
ზავთიანი,zaftʰiani
ზავთობა,zaftʰoba
ზავი,zavi
ზაზანი,zazani
ზაზუნა,zazuna
ზაზუნი,zazuni
ზათქი,zatʰkʰi
ზათქიანი,zatʰkʰiani
ზაირი,zaiɾi
ზაკვა,zakʼʷa
ზალა,zaɫa
ზალაყინი,zaɫaχʼini
ზალვანა,zalʷana
ზალპი,zalpʼi
ზალცბურგი,zalt͡sʰbuɾɡi
ზამბაკი,zambakʼi
ზამბარა,zambaɾa
ზამბარაკი,zambaɾakʼi
ზამბარაკიანი,zambaɾakʼiani
ზამბახი,zambaχi
ზამბახიანი,zambaχiani
ზამბახიძე,zambaχid͡ze
ზამბია,zambia
ზამბურაკი,zambuɾakʼi
ზამთარი,zamtʰaɾi
ზამთრის,zamtʰɾis
ზამში,zamʃi
ზანგი,zanɡi
ზანგურაშვილი,zanɡuɾaʃʷili
ზანზარით,zanzaɾitʰ
ზანური,zanuɾi
ზაპოროჟიე,zapʼoɾoʒie
ზარალი,zaɾali
ზარაფხანა,zaɾapʰχana
ზარბაზანი,zaɾbazani
ზარდახშა,zaɾdaχʃa
ზარდლი,zaɾdli
ზარი,zaɾi
ზარმაცად,zaɾmat͡sʰad
ზარმაცი,zaɾmat͡sʰi
ზატიკი,zatʼikʼi
ზაფრანა,zapʰɾana
ზაფხულად,zapʰχuɫad
ზაფხული,zapʰχuli
ზაფხულით,zapʰχulitʰ
ზაფხულის,zapʰχulis
ზაფხულმა,zapʰχulma
ზაფხულს,zapʰχuls
ზაქარო,zakʰaɾo
ზაყენი,zaχʼeni
ზდაროვა,zdaɾova
ზე,ze
ზეადამიანი,zeadamiani
ზეადამიანურად,zeadamianuɾad
ზეადამიანური,zeadamianuɾi
ზებგერითი,zebɡeɾitʰi
ზებრა,zebɾa
ზებუნებრივად,zebunebɾivad
ზებუნებრივი,zebunebɾivi
ზეგ,zeɡ
ზეგავლენა,zeɡavlena
ზეგანაკვეთურად,zeɡanakʼʷetʰuɾad
ზეგანი,zeɡani
ზედ,zed
ზედა,zeda
ზედადგარი,zedadɡaɾi
ზედამხედველი,zedamχedʷeli
ზედამხედველობა,zedamχedʷeɫoba
ზედაპირი,zedapʼiɾi
ზედაპირულად,zedapʼiɾuɫad
ზედაპირული,zedapʼiɾuli
ზედაპირულობა,zedapʼiɾuɫoba
ზედაწელი,zedat͡sʼeli
ზედახორა,zedaχoɾa
ზედიზედ,zedized
ზედმეტად,zedmetʼad
ზედმეტი,zedmetʼi
ზევით,zevitʰ
ზევსი,zefsi
ზეთავს,zetʰafs
ზეთანამედროვე,zetʰanamedɾove
ზეთი,zetʰi
ზეთისცხება,zetʰist͡sʰχeba
ზეთისხილი,zetʰisχili
ზეთოვანი,zetʰovani
ზეითუნი,zeitʰuni
ზეითუნის,zeitʰunis
ზეიმი,zeimi
ზეინკალი,zeinkʼali
ზელანდია,zeɫandia
ზელანდიური,zeɫandiuɾi
ზემო,zemo
ზემოდან,zemodan
ზემოთ,zemotʰ
ზემოქმედება,zemokʰmedeba
ზენიტი,zenitʼi
ზენიტური,zenitʼuɾi
ზეობა,zeoba
ზეპირად,zepʼiɾad
ზეპირი,zepʼiɾi
ზეჟანგი,zeʒanɡi
ზერელე,zeɾele
ზერელედ,zeɾeled
ზერელობა,zeɾeɫoba
ზესახელმწიფო,zesaχelmt͡sʼipʰo
ზეფირი,zepʰiɾi
ზეფიროსი,zepʰiɾosi
ზეციერი,zet͡sʰieɾi
ზეციური,zet͡sʰiuɾi
ზეძალა,zed͡zaɫa
ზეწარი,zet͡sʼaɾi
ზვავი,zʷavi
ზვარა,zʷaɾa
ზვარაკი,zʷaɾakʼi
ზვარი,zʷaɾi
ზვერავს,zʷeɾafs
ზვიგენი,zʷiɡeni
ზვინი,zʷini
ზვირთი,zʷiɾtʰi
ზვირთცემა,zʷiɾtʰt͡sʰema
ზიანი,ziani
ზიარება,ziaɾeba
ზიგზაგი,ziɡzaɡi
ზიგზაგურად,ziɡzaɡuɾad
ზიდვა,zidʷa
ზიზილა,ziziɫa
ზიზღი,zizʁi
ზიზღიანად,zizʁianad
ზიზღიანი,zizʁiani
ზიზღით,zizʁitʰ
ზიმბაბვე,zimbabʷe
ზირაქაშვილი,ziɾakʰaʃʷili
ზლოტი,zɫotʼi
ზმნა,zmna
ზმნიზედა,zmnizeda
ზმნიზედური,zmnizeduɾi
ზმნისწინი,zmnist͡sʼini
ზოგადად,zoɡadad
ზოგადი,zoɡadi
ზოგავს,zoɡafs
ზოგი,zoɡi
ზოგიერთი,zoɡieɾtʰi
ზოგჯერ,zoɡd͡ʒeɾ
ზოდიაქო,zodiakʰo
ზოზინა,zozina
ზოლებიანი,zolebiani
ზოლიანი,zoliani
ზომა,zoma
ზომვა,zomʷa
ზომვადი,zomʷadi
ზომიერად,zomieɾad
ზომიერება,zomieɾeba
ზომიერი,zomieɾi
ზონა,zona
ზონარი,zonaɾi
ზონდი,zondi
ზონტიკი,zontʼikʼi
ზოოლოგი,zooɫoɡi
ზოოლოგია,zooɫoɡia
ზოოლოგიური,zooɫoɡiuɾi
ზოოფილია,zoopʰilia
ზორბა,zoɾba
ზორვა,zoɾʷa
ზორვარი,zoɾʷaɾi
ზრდა,zɾda
ზრდასრული,zɾdasɾuli
ზრდილობა,zɾdiɫoba
ზრდილობიანად,zɾdiɫobianad
ზრდილობიანი,zɾdiɫobiani
ზრდის,zɾdis
ზუგდიდი,zuɡdidi
ზუთხი,zutʰχi
ზუმბა,zumba
ზუმფარა,zumpʰaɾa
ზურაბი,zuɾabi
ზურაბიშვილი,zuɾabiʃʷili
ზურგზე,zuɾɡze
ზურგი,zuɾɡi
ზურგჩანთა,zuɾɡt͡ʃʰantʰa
ზურმუხტი,zuɾmuχtʼi
ზურმუხტისფერი,zuɾmuχtʼispʰeɾi
ზურნა,zuɾna
ზუსტად,zustʼad
ზუსტი,zustʼi
ზღაპარი,zʁapʼaɾi
ზღარბი,zʁaɾbi
ზღვა,zʁʷa
ზღვაოსნობა,zʁʷaosnoba
ზღვარი,zʁʷaɾi
ზღვის,zʁʷis
ზღვისიქითა,zʁʷisikʰitʰa
ზღვისიქითური,zʁʷisikʰitʰuɾi
ზღვისკენ,zʁʷiskʼen
ზღვისფერი,zʁʷispʰeɾi
ზღმარტლი,zʁmaɾtʼli
ზღურბლი,zʁuɾbli
თ,tʰ
თაბაშირი,tʰabaʃiɾi
თაგვი,tʰaɡʷi
თაგვისფერი,tʰaɡʷispʰeɾi
თავად,tʰavad
თავადი,tʰavadi
თავაზიანად,tʰavazianad
თავაზიანი,tʰavaziani
თავაზიანობა,tʰavazianoba
თავანი,tʰavani
თავაშვებული,tʰavaʃʷebuli
თავაწყვეტილი,tʰavat͡sʼχʼʷetʼili
თავბრუ,tʰavbɾu
თავბრუდამხვევად,tʰavbɾudamχʷevad
თავგადასავალი,tʰavɡadasavali
თავგადსავალთა,tʰavɡadsavaltʰa
თავგანწირვა,tʰavɡant͡sʼiɾʷa
თავგანწირული,tʰavɡant͡sʼiɾuli
თავგზააბნეულად,tʰavɡzaabneuɫad
თავდამსხმელი,tʰavdamsχmeli
თავდაპირველად,tʰavdapʼiɾʷeɫad
თავდაპირველი,tʰavdapʼiɾʷeli
თავდასხმა,tʰavdasχma
თავდაუზოგავად,tʰavdauzoɡavad
თავდაყირა,tʰavdaχʼiɾa
თავდაცვა,tʰavdat͡sʰʷa
თავდაცვითი,tʰavdat͡sʰʷitʰi
თავდაჭერილი,tʰavdat͡ʃʼeɾili
თავდაჯერებულად,tʰavdad͡ʒeɾebuɫad
თავდები,tʰavdebi
თავდებობა,tʰavdeboba
თავზარი,tʰavzaɾi
თავი,tʰavi
თავიდან,tʰavidan
თავით,tʰavitʰ
თავისებურება,tʰavisebuɾeba
