はっ	h a̠ ʔ
きほう	kʲ i h o̞ː
きほう	kʲ i h o̞ː
きぼう	kʲ i b o̞ː
ぎほう	ɡʲ i h o̞ː
きぼうほう	kʲ i b o̞ː h o̞ː
きほん	kʲ i h õ̞ ɴ
きほんてき	kʲ i h õ̞ n t e̞ kʲ i
ぎまい	ɡʲ i m a̠ i
キマイラ	kʲ i m a̠ i ɾ a̠
きまえ	kʲ i m a̠ e̞
きまえ	kʲ i m a̠ e̞
きまぐれ	kʲ i m a̠ ɡ ɯ̟ᵝ ɾ e̞
きまぐれ	kʲ i m a̠ ɡ ɯ̟ᵝ ɾ e̞
きまじめ	kʲ i m a̠ ʑ i m e̞
きまずい	kʲ i m a̠ z ɨᵝ i
きまって	kʲ i m a̠ t̚ t e̞
きまつ	kʲ i m a̠ t͡s ɨᵝ
きまま	kʲ i m a̠ m a̠
きまり	kʲ i m a̠ ɾʲ i
きまりじ	kʲ i m a̠ ɾʲ i ʑ i
きまりわるい	kʲ i m a̠ ɾʲ i ɰᵝ a̠ ɾ ɯ̟ᵝ i
きまる	kʲ i m a̠ ɾ ɯ̟ᵝ
ぎまん	ɡʲ i m ã̠ ɴ
きみ	kʲ i mʲ i
きみ	kʲ i mʲ i
きみ	kʲ i mʲ i
きみ	kʲ i mʲ i
きみいろ	kʲ i mʲ i i ɾ o̞
きみすい	kʲ i mʲ i s ɨᵝ i
きみたち	kʲ i mʲ i t a̠ t͡ɕ i
きみつ	kʲ i mʲ i t͡s ɨᵝ
きみつ	kʲ i mʲ i t͡s ɨᵝ
きみどり	kʲ i mʲ i d o̞ ɾʲ i
きみょう	kʲ i mʲ o̞ː
かな	k a̠ n a̠
きむずかしい	kʲ i m ɯ̟ᵝ z ɨᵝ k a̠ ɕ iː
きむすこ	kʲ i m ɯ̟ᵝ s ɨᵝ k o̞
きむすめ	kʲ i m ɯ̟ᵝ s ɨᵝ m e̞
キムチ	kʲ i m ɯ̟ᵝ t͡ɕ i
ぎむづける	ɡʲ i m ɯ̟ᵝ z ɨᵝ k e̞ ɾ ɯ̟ᵝ
キムパ	kʲ i m ɯ̟ᵝ p a̠
キムパプ	kʲ i m ɯ̟ᵝ p a̠ p ɯ̟ᵝ
きむら	kʲ i m ɯ̟ᵝ ɾ a̠
キムリック	kʲ i m ɯ̟ᵝ ɾʲ i k̚ k ɯ̟ᵝ
もくめ	m o̞ k ɯ̟ᵝ m e̞
きめい	kʲ i m e̞ː
ぎめい	ɡʲ i m e̞ː
ぎめい	ɡʲ i m e̞ː
きめいとうひょう	kʲ i m e̞ː t o̞ː ç o̞ː
キメセク	kʲ i m e̞ s e̞ k ɯ̟ᵝ
きめぜりふ	kʲ i m e̞ z e̞ ɾʲ i ɸ ɯ̟ᵝ
きめて	kʲ i m e̞ t e̞
キメラ	kʲ i m e̞ ɾ a̠
きめる	kʲ i m e̞ ɾ ɯ̟ᵝ
キモオタ	kʲ i m o̞ o̞ t a̠
キモい	kʲ i m o̞ i
きもう	kʲ i m o̞ː
きもう	kʲ i m o̞ː
きもうきん	kʲ i m o̞ː kʲ ĩ ɴ
キモカワイイ	kʲ i m o̞ k a̠ ɰᵝ a̠ iː
キモス	kʲ i m o̞ s ɨ̥ᵝ
きもだめし	kʲ i m o̞ d a̠ m e̞ ɕ i
きもち	kʲ i m o̞ t͡ɕ i
きもの	kʲ i m o̞ n o̞
きもん	kʲ i m õ̞ ɴ
ぎもん	ɡʲ i m õ̞ ɴ
ぎもんふ	ɡʲ i m õ̞ ɰ̃ ɸ ɯ̟ᵝ
ぎもんぶん	ɡʲ i m õ̞ m b ɯ̟̃ᵝ ɴ
きゃ	kʲ a̠
キャ	kʲ a̠
ぎゃ	ɡʲ a̠
ギャ	ɡʲ a̠
き゚ゃ	ŋʲ a̠
キ゚ャ	ŋʲ a̠
ぎゃあぎゃあ	ɡʲ a̠ː ɡʲ a̠ː
きゃいきゃい	kʲ a̠ i kʲ a̠ i
きゃく	kʲ a̠ k ɯ̟ᵝ
きゃく	kʲ a̠ k ɯ̟ᵝ
あし	kʲ a̠ k ɯ̟ᵝ
ぎゃく	ɡʲ a̠ k ɯ̟ᵝ
きゃくあし	kʲ a̠ k ɯ̟ᵝ a̠ ɕ i
きゃくあしらい	kʲ a̠ k ɯ̟ᵝ a̠ ɕ i ɾ a̠ i
きゃくあつかい	kʲ a̠ k ɯ̟ᵝ a̠ t͡s ɨᵝ k a̠ i
きゃくえん	kʲ a̠ k ɯ̟ᵝ ẽ̞ ɴ
ぎゃくおうて	ɡʲ a̠ k ɯ̟ᵝ o̞ː t e̞
かっき	k a̠ k̚ʲ kʲ i
ぎゃっこうか	ɡʲ a̠ k̚ k o̞ː k a̠
ぎゃくさいせい	ɡʲ a̠ k ɯ̟ᵝ s a̠ i s e̞ː
ぎゃくさつ	ɡʲ a̠ k ɯ̟ᵝ s a̠ t͡s ɨᵝ
かくし	k a̠ k ɯ̟ᵝ ɕ i
かくしき	k a̠ k ɯ̟ᵝ ɕ i kʲ i
きゃくしつ	kʲ a̠ k ɯ̟ᵝ ɕ i̥ t͡s ɨᵝ
ぎゃくしゃせん	ɡʲ a̠ k ɯ̟ᵝ ɕ a̠ s ẽ̞ ɴ
きゃくしょく	kʲ a̠ k ɯ̟ᵝ ɕ o̞ k ɯ̟ᵝ
きゃくじん	kʲ a̠ k ɯ̟ᵝ ʑ ĩ ɴ
ぎゃくしん	ɡʲ a̠ k ɯ̟ᵝ ɕ ĩ ɴ
ぎゃくすう	ɡʲ a̠ k ɯ̟ᵝ s ɨᵝː
ギャグセン	ɡʲ a̠ ɡ ɯ̟ᵝ s ẽ̞ ɴ
ぎゃくそう	ɡʲ a̠ k ɯ̟ᵝ s o̞ː
ぎゃくぞく	ɡʲ a̠ k ɯ̟ᵝ z o̞ k ɯ̟ᵝ
ぎゃくたい	ɡʲ a̠ k ɯ̟ᵝ t a̠ i
きゃくちゅう	kʲ a̠ k ɯ̟ᵝ t͡ɕ ɨᵝː
ぎゃくばり	ɡʲ a̠ k ɯ̟ᵝ b a̠ ɾʲ i
きゃくひき	kʲ a̠ k ɯ̟ᵝ ç i kʲ i
ぎゃくびき	ɡʲ a̠ k ɯ̟ᵝ bʲ i kʲ i
きゃくほん	kʲ a̠ k ɯ̟̊ᵝ h õ̞ ɴ
きゃくほんか	kʲ a̠ k ɯ̟ᵝ h õ̞ ŋ k a̠
きゃくま	kʲ a̠ k ɯ̟ᵝ m a̠
ぎゃくレイプ	ɡʲ a̠ k ɯ̟ᵝ ɾ e̞ː p ɯ̟ᵝ
キャサリン	kʲ a̠ s a̠ ɾʲ ĩ ɴ
きゃしゃ	kʲ a̠ ɕ a̠
キャスケット	kʲ a̠ s ɨᵝ k e̞ t̚ t o̞
キャスター	kʲ a̠ s ɨ̥ᵝ t a̠ː
キャスト	kʲ a̠ s ɨ̥ᵝ t o̞
きゃたつ	kʲ a̠ t a̠ t͡s ɨᵝ
きゃっか	kʲ a̠ k̚ k a̠
きゃっか	kʲ a̠ k̚ k a̠
きゃっかんてき	kʲ a̠ k̚ k ã̠ n t e̞ kʲ i
ぎゃっこう	ɡʲ a̠ k̚ k o̞ː
キャッシュ	kʲ a̠ ɕː ɯ̟ᵝ
キャッシュカード	kʲ a̠ ɕː ɯ̟ᵝ k a̠ː d o̞
キャッチ	kʲ a̠ t̚ t͡ɕ i
キャッチフレーズ	kʲ a̠ t̚ t͡ɕ i ɸ ɯ̟ᵝ ɾ e̞ː z ɨᵝ
キャッチボール	kʲ a̠ t̚ t͡ɕ i b o̞ː ɾ ɯ̟ᵝ
キャッチホン	kʲ a̠ t̚ t͡ɕ i̥ h õ̞ ɴ
キャッチャー	kʲ a̠ t̚ t͡ɕ a̠ː
キャット	kʲ a̠ t̚ t o̞
キャットウォーク	kʲ a̠ t̚ t o̞ ɰᵝ o̞ː k ɯ̟ᵝ
ギャップ	ɡʲ a̠ p̚ p ɯ̟ᵝ
キャップ	kʲ a̠ p̚ p ɯ̟ᵝ
キャディー	kʲ a̠ dʲ iː
キャド	kʲ a̠ d o̞
キャノン	kʲ a̠ n õ̞ ɴ
キャパ	kʲ a̠ p a̠
ギャバ	ɡʲ a̠ b a̠
キャパオーバー	kʲ a̠ p a̠ o̞ː b a̠ː
キャバクラ	kʲ a̠ b a̠ k ɯ̟ᵝ ɾ a̠
キャパシタ	kʲ a̠ p a̠ ɕ i t a̠
キャパシティー	kʲ a̠ p a̠ ɕ i tʲ iː
キャバじょう	kʲ a̠ b a̠ ʑ o̞ː
ギャバジン	ɡʲ a̠ b a̠ ʑ ĩ ɴ
キャバレー	kʲ a̠ b a̠ ɾ e̞ː
きゃぴ	kʲ a̠ pʲ i
キャビア	kʲ a̠ bʲ i a̠
きゃぴきゃぴ	kʲ a̠ pʲ i kʲ a̠ pʲ i
キャピタル	kʲ a̠ pʲ i t a̠ ɾ ɯ̟ᵝ
ぎゃふ	ɡʲ a̠ ɸ ɯ̟ᵝ
ギャフ	ɡʲ a̠ ɸ ɯ̟ᵝ
キャプション	kʲ a̠ p ɯ̟ᵝ ɕ õ̞ ɴ
キャプチャー	kʲ a̠ p ɯ̟ᵝ t͡ɕ a̠ː
キャプテン	kʲ a̠ p ɯ̟̊ᵝ t ẽ̞ ɴ
キャプる	kʲ a̠ p ɯ̟ᵝ ɾ ɯ̟ᵝ
ぎゃふん	ɡʲ a̠ ɸ ɯ̟̃ᵝ ɴ
キャベツ	kʲ a̠ b e̞ t͡s ɨᵝ
キャミ	kʲ a̠ mʲ i
キャミソール	kʲ a̠ mʲ i s o̞ː ɾ ɯ̟ᵝ
キャラ	kʲ a̠ ɾ a̠
から	k a̠ ɾ a̠
ギャラ	ɡʲ a̠ ɾ a̠
キャラクター	kʲ a̠ ɾ a̠ k ɯ̟̊ᵝ t a̠ː
キャラクリ	kʲ a̠ ɾ a̠ k ɯ̟ᵝ ɾʲ i
キャラコス	kʲ a̠ ɾ a̠ k o̞ s ɨᵝ
キャラソン	kʲ a̠ ɾ a̠ s õ̞ ɴ
キャラデザ	kʲ a̠ ɾ a̠ d e̞ z a̠
キャラバン	kʲ a̠ ɾ a̠ b ã̠ ɴ
キャラへん	kʲ a̠ ɾ a̠ h ẽ̞ ɴ
キャラメル	kʲ a̠ ɾ a̠ m e̞ ɾ ɯ̟ᵝ
ギャラリー	ɡʲ a̠ ɾ a̠ ɾʲ iː
ギャランティ	ɡʲ a̠ ɾ ã̠ n tʲ i
キャリア	kʲ a̠ ɾʲ i a̠
キャリアウーマン	kʲ a̠ ɾʲ i a̠ ɯ̟ᵝː m ã̠ ɴ
ギャル	ɡʲ a̠ ɾ ɯ̟ᵝ
ギャルゲー	ɡʲ a̠ ɾ ɯ̟ᵝ ɡ e̞ː
ギャルゲーム	ɡʲ a̠ ɾ ɯ̟ᵝ ɡ e̞ː m ɯ̟ᵝ
キャロル	kʲ a̠ ɾ o̞ ɾ ɯ̟ᵝ
ギャロンご	ɡʲ a̠ ɾ õ̞ ŋ ɡ o̞
きゃわいい	kʲ a̠ ɰᵝ a̠ iː
キャン	kʲ ã̠ ɴ
きょう	kʲ o̞ː
きょう	kʲ o̞ː
キャンセル	kʲ ã̠ ɰ̃ s e̞ ɾ ɯ̟ᵝ
キャンセルまち	kʲ ã̠ ɰ̃ s e̞ ɾ ɯ̟ᵝ m a̠ t͡ɕ i
キャンディ	kʲ ã̠ n dʲ i
キャンデー	kʲ ã̠ n d e̞ː
ぎゃんなき	ɡʲ ã̠ nː a̠ kʲ i
キャンバス	kʲ ã̠ m b a̠ s ɨᵝ
キャンパス	kʲ ã̠ m p a̠ s ɨᵝ
キャンピング	kʲ ã̠ m pʲ ĩ ŋ ɡ ɯ̟ᵝ
キャンプ	kʲ ã̠ m p ɯ̟ᵝ
キャンプサイト	kʲ ã̠ m p ɯ̟ᵝ s å̠ i t o̞
キャンプファイア	kʲ ã̠ m p ɯ̟̊ᵝ ɸ a̠ i a̠
ギャンブラー	ɡʲ ã̠ m b ɯ̟ᵝ ɾ a̠ː
ギャンブル	ɡʲ ã̠ m b ɯ̟ᵝ ɾ ɯ̟ᵝ
キャンペーン	kʲ ã̠ m p ẽ̞ː ɴ
キャンベラ	kʲ ã̠ m b e̞ ɾ a̠
ぎやく	ɡʲ i j a̠ k ɯ̟ᵝ
きやすめ	kʲ i j a̠ s ɨᵝ m e̞
きやせ	kʲ i j a̠ s e̞
きやまち	kʲ i j a̠ m a̠ t͡ɕ i
きゅ	kʲ ɨᵝ
キュ	kʲ ɨᵝ
ぎゅ	ɡʲ ɨᵝ
ギュ	ɡʲ ɨᵝ
き゚ゅ	ŋʲ ɨᵝ
キュー	kʲ ɨᵝː
みや	mʲ i j a̠
ゆ	j ɯ̟ᵝ
きゅう	kʲ ɨᵝː
おい	o̞ i
きゅう	k j uː
うし	ɯ̟ᵝ ɕ i
キューアールコード	kʲ ɨᵝː a̠ː ɾ ɯ̟ᵝ k o̞ː d o̞
きゅうい	kʲ ɨᵝː i
きゅういん	kʲ ɨᵝː ĩ ɴ
みみず	mʲ i mʲ i z ɨᵝ
くおん	k ɯ̟ᵝ õ̞ ɴ
きゅうえん	kʲ ɨᵝː ẽ̞ ɴ
きゅうおん	kʲ ɨᵝː õ̞ ɴ
きゅうおんざい	kʲ ɨᵝː õ̞ n d͡z a̠ i
きゅうか	kʲ ɨᵝː k a̠
きゅうかく	kʲ ɨᵝː k a̠ k ɯ̟ᵝ
きゅうかくど	kʲ ɨᵝː k a̠ k ɯ̟ᵝ d o̞
きゅうかざん	kʲ ɨᵝː k a̠ z ã̠ ɴ
きゅうかな	kʲ ɨᵝː k a̠ n a̠
きゅうかん	kʲ ɨᵝː k ã̠ ɴ
きゅうかん	kʲ ɨᵝː k ã̠ ɴ
きゅうき	kʲ ɨᵝː kʲ i
ぎゅうき	ɡʲ ɨᵝː kʲ i
きゅうぎ	kʲ ɨᵝː ɡʲ i
きゅうきゅう	kʲ ɨᵝː kʲ ɨᵝː
きゅうきゅう	kʲ ɨᵝː kʲ ɨᵝː
ぎゅうぎゅう	ɡʲ ɨᵝː ɡʲ ɨᵝː
きゅうきゅうしゃ	kʲ ɨᵝː kʲ ɨᵝː ɕ a̠
きゅうきゅうにょりつりょう	kʲ ɨᵝː kʲ ɨᵝː ɲ̟ o̞ ɾʲ i t͡s ɨᵝ ɾʲ o̞ː
きゅうきょ	kʲ ɨᵝː kʲ o̞
きゅうきょう	kʲ ɨᵝː kʲ o̞ː
きゅうきょく	kʲ ɨᵝː kʲ o̞ k ɯ̟ᵝ
きゅうきん	kʲ ɨᵝː kʲ ĩ ɴ
きゅうくつ	kʲ ɨᵝː k ɯ̟ᵝ t͡s ɨᵝ
きゅうけい	kʲ ɨᵝː k e̞ː
きゅうけい	kʲ ɨᵝː k e̞ː
きゅうけいしつ	kʲ ɨᵝː k e̞ː ɕ i t͡s ɨᵝ
きゅうげき	kʲ ɨᵝː ɡ e̞ kʲ i
きゅうけつ	kʲ ɨᵝː k e̞ t͡s ɨᵝ
きゅうけつき	kʲ ɨᵝː k e̞ t͡s ɨ̥ᵝ kʲ i
きゅうげん	kʲ ɨᵝː ɡ ẽ̞ ɴ
きゅうご	kʲ ɨᵝː ɡ o̞
きゅうごう	kʲ ɨᵝː ɡ o̞ː
きゅうこうか	kʲ ɨᵝː k o̞ː k a̠
ぎゅうこうしき	ɡʲ ɨᵝː k o̞ː ɕ i kʲ i
きゅうこく	kʲ ɨᵝː k o̞ k ɯ̟ᵝ
きゅうごしらえ	kʲ ɨᵝː ɡ o̞ ɕ i ɾ a̠ e̞
きゅうごはん	kʲ ɨᵝː ɡ o̞ h ã̠ ɴ
きゅうこん	k j ɯᵝː k o̞ ɴ
きゅうさい	kʲ ɨᵝː s a̠ i
きゅうさい	kʲ ɨᵝː s a̠ i
きゅうさいぼう	kʲ ɨᵝː s a̠ i b o̞ː
ゆみや	j ɯ̟ᵝ mʲ i j a̠
きゅうし	kʲ ɨᵝː ɕ i
きゅうじ	kʲ ɨᵝː ʑ i
ぎゅうし	ɡʲ ɨᵝː ɕ i
きゅうじ	kʲ ɨᵝː ʑ i
きゅうじ	kʲ ɨᵝː ʑ i
きゅうじ	kʲ ɨᵝː ʑ i
きゅうしき	kʲ ɨᵝː ɕ i kʲ i
きゅうしき	kʲ ɨᵝː ɕ i kʲ i
きゅうしふ	kʲ ɨᵝː ɕ i ɸ ɯ̟ᵝ
ぎゅうしゃ	ɡʲ ɨᵝː ɕ a̠
きゅうしゅう	kʲ ɨᵝː ɕ ɨᵝː
きゅうしゅう	kʲ ɨᵝː ɕ ɨᵝː
きゅうしゅう	kʲ ɨᵝː ɕ ɨᵝː
きゅうじゅつ	kʲ ɨᵝː ʑ ɨᵝ t͡s ɨᵝ
きゅうしょ	kʲ ɨᵝː ɕ o̞
きゅうしょう	kʲ ɨᵝː ɕ o̞ː
みやぎ	mʲ i j a̠ ɡʲ i
きゅうじょう	kʲ ɨᵝː ʑ o̞ː
きゅうじょう	kʲ ɨᵝː ʑ o̞ː
きゅうじょう	kʲ ɨᵝː ʑ o̞ː
きゅうしょうがつ	kʲ ɨᵝː ɕ o̞ː ɡ a̠ t͡s ɨᵝ
きゅうじょうしょう	kʲ ɨᵝː ʑ o̞ː ɕ o̞ː
きゅうじょうそく	kʲ ɨᵝː ʑ o̞ː s o̞ k ɯ̟ᵝ
きゅうしょく	kʲ ɨᵝː ɕ o̞ k ɯ̟ᵝ
きゅうしょく	kʲ ɨᵝː ɕ o̞ k ɯ̟ᵝ
ぎゅうじる	ɡʲ ɨᵝː ʑ i ɾ ɯ̟ᵝ
きゅうしん	kʲ ɨᵝː ɕ ĩ ɴ
きゅうしんがお	kʲ ɨᵝː ɕ ĩ ŋ ɡ a̠ o̞
きゅうしんけい	kʲ ɨᵝː ɕ ĩ ŋ k e̞ː
きゅうしんしゅぎ	kʲ ɨᵝː ɕ ĩ ɰ̃ ɕ ɨᵝ ɡʲ i
きゅうす	kʲ ɨᵝː s ɨᵝ
きゅうす	kʲ ɨᵝː s ɨᵝ
きゅうすい	kʲ ɨᵝː s ɨᵝ i
きゅうする	kʲ ɨᵝː s ɨᵝ ɾ ɯ̟ᵝ
きゅうせい	kʲ ɨᵝː s e̞ː
きゅうせい	kʲ ɨᵝː s e̞ː
きゅうせいぐん	kʲ ɨᵝː s e̞ː ɡ ɯ̟̃ᵝ ɴ
きゅうせいしゅ	kʲ ɨᵝː s e̞ː ɕ ɨᵝ
きゅうせかい	kʲ ɨᵝː s e̞ k a̠ i
きゅうせかいざる	kʲ ɨᵝː s e̞ k a̠ i z a̠ ɾ ɯ̟ᵝ
きゅうせき	kʲ ɨᵝː s e̞ kʲ i
きゅうそう	kʲ ɨᵝː s o̞ː
きゅうそう	kʲ ɨᵝː s o̞ː
きゅうぞう	kʲ ɨᵝː z o̞ː
きゅうぞう	kʲ ɨᵝː z o̞ː
きゅうそく	kʲ ɨᵝː s o̞ k ɯ̟ᵝ
きゅうそく	kʲ ɨᵝː s o̞ k ɯ̟ᵝ
きゅうだい	kʲ ɨᵝː d a̠ i
きゅうたいりく	kʲ ɨᵝː t a̠ i ɾʲ i k ɯ̟ᵝ
ぎゅうタン	ɡʲ ɨᵝː t ã̠ ɴ
きゅうち	kʲ ɨᵝː t͡ɕ i
きゅうち	kʲ ɨᵝː t͡ɕ i
きゅうち	kʲ ɨᵝː t͡ɕ i
きゅうちき	kʲ ɨᵝː t͡ɕ i kʲ i
きゅうちゃく	kʲ ɨᵝː t͡ɕ a̠ k ɯ̟ᵝ
きゅうちゃくおん	kʲ ɨᵝː t͡ɕ a̠ k ɯ̟ᵝ õ̞ ɴ
きゅうちゅう	kʲ ɨᵝː t͡ɕ ɨᵝː
きゅうちゅう	kʲ ɨᵝː t͡ɕ ɨᵝː
きゅうちゅうかん	kʲ ɨᵝː t͡ɕ ɨᵝː k ã̠ ɴ
きゅうてい	kʲ ɨᵝː t e̞ː
きゅうでん	kʲ ɨᵝː d ẽ̞ ɴ
きゅうでん	kʲ ɨᵝː d ẽ̞ ɴ
きゅうてんちょっか	kʲ ɨᵝː t ẽ̞ ɲ̟ t͡ɕ o̞ k̚ k a̠
きゅうとう	kʲ ɨᵝː t o̞ː
きゅうとう	kʲ ɨᵝː t o̞ː
きゅうとう	kʲ ɨᵝː t o̞ː
きゅうどう	kʲ ɨᵝː d o̞ː
きゅうどう	kʲ ɨᵝː d o̞ː
きゅうとうしつ	kʲ ɨᵝː t o̞ː ɕ i t͡s ɨᵝ
ぎゅうどん	ɡʲ ɨᵝː d õ̞ ɴ
ぎゅうにゅう	ɡʲ ɨᵝː ɲ̟ ɯ̟ᵝː
きゅうにゅうき	kʲ ɨᵝː ɲ̟ ɯ̟ᵝː kʲ i
ぎゅうにゅうや	ɡʲ ɨᵝː ɲ̟ ɯ̟ᵝː j a̠
きゅうねん	kʲ ɨᵝː n ẽ̞ ɴ
きゅうのう	kʲ ɨᵝː n o̞ː
キューバ	kʲ ɨᵝː b a̠
きゅうはん	kʲ ɨᵝː h ã̠ ɴ
きゅうはん	kʲ ɨᵝː h ã̠ ɴ
きゅうはん	kʲ ɨᵝː h ã̠ ɴ
きゅうか	kʲ ɨᵝː k a̠
きゅうびこ	kʲ ɨᵝː bʲ i k o̞
キュービズム	kʲ ɨᵝː bʲ i z ɨᵝ m ɯ̟ᵝ
きゅうピッチ	kʲ ɨᵝː pʲ i t̚ t͡ɕ i
キューピッド	kʲ ɨᵝː pʲ i d̚ d̥ o̞
きゅうびょう	kʲ ɨᵝː bʲ o̞ː
きゅうふ	kʲ ɨᵝː ɸ ɯ̟ᵝ
きゅうふ	kʲ ɨᵝː ɸ ɯ̟ᵝ
きゅうふきん	kʲ ɨᵝː ɸ ɯ̟ᵝ kʲ ĩ ɴ
きゅうへい	kʲ ɨᵝː h e̞ː
きゅうへん	kʲ ɨᵝː h ẽ̞ ɴ
きゅうぼ	kʲ ɨᵝː b o̞
ぎゅうほ	ɡʲ ɨᵝː h o̞
きゅうほう	kʲ ɨᵝː h o̞ː
キューポラ	kʲ ɨᵝː p o̞ ɾ a̠
きゅうむ	kʲ ɨᵝː m ɯ̟ᵝ
きゅうめい	kʲ ɨᵝː m e̞ː
きゅうめい	kʲ ɨᵝː m e̞ː
きゅうめん	kʲ ɨᵝː m ẽ̞ ɴ
きゅうめんかく	kʲ ɨᵝː m ẽ̞ ŋ k a̠ k ɯ̟ᵝ
きゅうめんきょう	kʲ ɨᵝː m ẽ̞ ŋʲ kʲ o̞ː
きゅうやく	kʲ ɨᵝː j a̠ k ɯ̟ᵝ
きゅうゆ	kʲ ɨᵝː j ɯ̟ᵝ
きゅうゆう	kʲ ɨᵝː j ɯ̟ᵝː
きゅうゆう	kʲ ɨᵝː j ɯ̟ᵝː
きゅうよ	kʲ ɨᵝː j o̞
きゅうよう	kʲ ɨᵝː j o̞ː
きゅうらい	kʲ ɨᵝː ɾ a̠ i
きゅうらく	kʲ ɨᵝː ɾ a̠ k ɯ̟ᵝ
ぎゅうらく	ɡʲ ɨᵝː ɾ a̠ k ɯ̟ᵝ
きゅうり	kʲ ɨᵝː ɾʲ i
きゅうりょう	kʲ ɨᵝː ɾʲ o̞ː
きゅうりょう	kʲ ɨᵝː ɾʲ o̞ː
きゅうりょう	kʲ ɨᵝː ɾʲ o̞ː
キュクロープス	kʲ ɨᵝ k ɯ̟ᵝ ɾ o̞ː p ɯ̟ᵝ s ɨᵝ
キュクロプス	kʲ ɨᵝ k ɯ̟ᵝ ɾ o̞ p ɯ̟ᵝ s ɨ̥ᵝ
ぎゅっと	ɡʲ ɨᵝ t̚ t o̞
キュビスム	kʲ ɨᵝ bʲ i s ɨᵝ m ɯ̟ᵝ
キュポラ	kʲ ɨᵝ p o̞ ɾ a̠
キュリー	kʲ ɨᵝ ɾʲ iː
キュリウム	kʲ ɨᵝ ɾʲ i ɯ̟ᵝ m ɯ̟ᵝ
キュロット	kʲ ɨᵝ ɾ o̞ t̚ t o̞
ぎゅんと	ɡʲ ɨ̃ᵝ n t o̞
きゆう	kʲ i j ɯ̟ᵝː
きゆう	kʲ i j ɯ̟ᵝː
ぎゆうぐん	ɡʲ i j ɯ̟ᵝː ɡ ɯ̟̃ᵝ ɴ
きょ	kʲ o̞
キョ	kʲ o̞
きょ	kʲ o̞
ぎょ	ɡʲ o̞
ギョ	ɡʲ o̞
うお	ɯ̟ᵝ o̞
き゚ょ	ŋʲ o̞
ぎょい	ɡʲ o̞ i
きょう	kʲ o̞ː
きょう	kʲ o̞ː
きょう	kʲ o̞ː
はさみ	h a̠ s a̠ mʲ i
かがみ	k a̠ ɡ a̠ mʲ i
きょうあい	kʲ o̞ː a̠ i
きょうあく	kʲ o̞ː a̠ k ɯ̟ᵝ
きょうあくはん	kʲ o̞ː a̠ k ɯ̟ᵝ h ã̠ ɴ
きょうい	kʲ o̞ː i
きょうい	kʲ o̞ː i
きょういく	kʲ o̞ː i k ɯ̟ᵝ
きょういくがく	kʲ o̞ː i k ɯ̟ᵝ ɡ a̠ k ɯ̟ᵝ
きょういくしゃ	kʲ o̞ː i k ɯ̟ᵝ ɕ a̠
きょういてき	kʲ o̞ː i t e̞ kʲ i
きょういん	kʲ o̞ː ĩ ɴ
きょううん	kʲ o̞ː ɯ̟̃ᵝ ɴ
きょうえいもじ	kʲ o̞ː e̞ː m o̞ ʑ i
きょうえん	kʲ o̞ː ẽ̞ ɴ
きょうおう	kʲ o̞ː o̞ː
きょうおう	kʲ o̞ː o̞ː
きょうこう	kʲ o̞ː k o̞ː
きょうおん	kʲ o̞ː õ̞ ɴ
きょうか	kʲ o̞ː k a̠
きょうか	kʲ o̞ː k a̠
ぎょうが	ɡʲ o̞ː ɡ a̠
きょうかい	kʲ o̞ː k a̠ i
きょうかい	kʲ o̞ː k a̠ i
きょうかい	kʲ o̞ː k a̠ i
ぎょうかいがん	ɡʲ o̞ː k a̠ i ɡ ã̠ ɴ
きょうかいソナタ	kʲ o̞ː k a̠ i s o̞ n a̠ t a̠
きょうかく	kʲ o̞ː k a̠ k ɯ̟ᵝ
きょうかしょ	kʲ o̞ː k a̠ ɕ o̞
きょうかしょたい	kʲ o̞ː k a̠ ɕ o̞ t a̠ i
きょうかつ	kʲ o̞ː k a̠ t͡s ɨᵝ
きょうかん	kʲ o̞ː k ã̠ ɴ
ぎょうかん	ɡʲ o̞ː k ã̠ ɴ
きょうかんかく	kʲ o̞ː k ã̠ ŋ k a̠ k ɯ̟ᵝ
きょうき	kʲ o̞ː kʲ i
きょうき	kʲ o̞ː kʲ i
くぎ	k ɯ̟ᵝ ɡʲ i
きょうぎ	kʲ o̞ː ɡʲ i
きょうぎ	kʲ o̞ː ɡʲ i
きょうぎ	kʲ o̞ː ɡʲ i
きょうぎ	kʲ o̞ː ɡʲ i
きょうぎ	kʲ o̞ː ɡʲ i
ぎょうぎ	ɡʲ o̞ː ɡʲ i
きょうぎかい	kʲ o̞ː ɡʲ i k a̠ i
きょうぎがく	kʲ o̞ː ɡʲ i ɡ a̠ k ɯ̟ᵝ
きょうぎじょう	kʲ o̞ː ɡʲ i ʑ o̞ː
きょうキャラ	kʲ o̞ː kʲ a̠ ɾ a̠
きょうきゅう	kʲ o̞ː kʲ ɨᵝː
きょうきゅう	kʲ o̞ː kʲ ɨᵝː
きょうきゅうげん	kʲ o̞ː kʲ ɨᵝː ɡ ẽ̞ ɴ
きょうきゅうしゃ	kʲ o̞ː kʲ ɨᵝː ɕ a̠
きょうぎゅうびょう	kʲ o̞ː ɡʲ ɨᵝː bʲ o̞ː
ぎょうぎょうしい	ɡʲ o̞ː ɡʲ o̞ː ɕ iː
きょうきん	kʲ o̞ː kʲ ĩ ɴ
きょうきん	kʲ o̞ː kʲ ĩ ɴ
