ya	ja
ataharibu	atahaɾiɓu
atahisi	atahisi
atahitajika	atahitaʄika
atahri	atahɾi
atahudumu	atahuɗumu
atahutubia	atahutuɓia
atahuzunika	atahuzunika
ataibuka	ataiɓuka
ataidhinishwa	ataiðiniʃwa
ataifuatilia	ataifuatilia
ataihodhi	ataihoði
ataimalizia	ataimalizia
ataimba	ataimba
ataionea	ataionea
ataiongoza	ataionɡoza
ataipa	ataipa
ataisaidia	ataisaiɗia
ataisimamia	ataisimamia
ataitajika	ataitaʄika
ataitekeleza	ataitekeleza
ataitendea	ataitendea
ataitwa	ataitwa
ataiwakilisha	ataiwakiliʃa
ataizodoa	ataizoɗoa
atajaza	ataʄaza
atajenga	ataʄenɡa
atajifunza	ataʄifunza
atajihakikishia	ataʄihakikiʃia
atajikubali	ataʄikuɓali
atajikuta	ataʄikuta
atajinyakulia	ataʄiɲakulia
atajiondoaje	ataʄiondoaʄe
atajipanga	ataʄipanɡa
atajisaidia	ataʄisaiɗia
atajiua	ataʄiua
atajiumiza	ataʄiumiza
atajulikana	ataʄulikana
atakabainika	atakaɓainika
atakabiliana	atakaɓiliana
atakabliwa	atakaɓliwa
atakachokutajia	atakat͡ʃokutaʄia
atakachotanguliza	atakat͡ʃotanɡuliza
atakachoulizwa	atakat͡ʃoulizwa
atakae	atakae
atakaepona	atakaepona
atakafanya	atakafaɲa
atakakikisha	atakakikiʃa
atakaloanza	atakaloanza
atakalozikwa	atakalozikwa
atakamilisha	atakamiliʃa
atakaohitaji	atakaohitaʄi
atakaokuwa	atakaokuwa
atakaouacha	atakaouat͡ʃa
atakaouchukua	atakaout͡ʃukua
atakaowachagua	atakaowat͡ʃaɠua
atakaowatema	atakaowatema
atakaowateua	atakaowateua
atakapo	atakapo
atakapoapishwa	atakapoapiʃwa
atakapochukua	atakapot͡ʃukua
atakapoheshimu	atakapoheʃimu
atakapohitajika	atakapohitaʄika
atakapoingia	atakapoinɡia
atakapoitisha	atakapoitiʃa
atakapojisalimisha	atakapoʄisalimiʃa
atakapojitetea	atakapoʄitetea
atakapojulishwa	atakapoʄuliʃwa
atakapokutana	atakapokutana
atakapokwenda	atakapokwenda
atakapoliamsha	atakapoliamʃa
atakapolifuatilia	atakapolifuatilia
atakapolipwa	atakapolipwa
atakapomaliza	atakapomaliza
atakapopata	atakapopata
atakapopita	atakapopita
atakaporidhika	atakapoɾiðika
atakaposomewa	atakaposomewa
atakapotoka	atakapotoka
atakaribia	atakaɾiɓia
atakaribishwa	atakaɾiɓiʃwa
atakataa	atakataa
atakataka	atakataka
atakatisha	atakatiʃa
atakavyoibuka	atakavjoiɓuka
atakavyolipa	atakavjolipa
atakavyopiga	atakavjopiɠa
atakavyovipa	atakavjovipa
atakavyowajalia	atakavjowaʄalia
atakayakwepa	atakajakwepa
atakayeamua	atakajeamua
atakayeapishwa	atakajeapiʃwa
atakayechaguliwa	atakajet͡ʃaɠuliwa
atakayecheza	atakajet͡ʃeza
atakayechuana	atakajet͡ʃuana
atakayechukua	atakajet͡ʃukua
atakayechukuwa	atakajet͡ʃukuwa
atakayeenda	atakajeenda
atakayeendesha	atakajeendeʃa
atakayefaulu	atakajefaulu
atakayeguswa	atakajeɠuswa
atakayehamishwa	atakajehamiʃwa
atakayeharibu	atakajehaɾiɓu
atakayeibuka	atakajeiɓuka
atakayeingia	atakajeinɡia
atakayeiongoza	atakajeionɡoza
atakayejaribu	atakajeʄaɾiɓu
atakayejenga	atakajeʄenɡa
atakayejeruhiwa	atakajeʄeɾuhiwa
atakayejiona	atakajeʄiona
atakayekaa	atakajekaa
atakayekaidi	atakajekaiɗi
atakayekaimu	atakajekaimu
atakayekamatwa	atakajekamatwa
atakayekutwa	atakajekutwa
atakayekuuliza	atakajekuuliza
atakayekwenda	atakajekwenda
atakayemnadi	atakajemnaɗi
atakayemteua	atakajemteua
atakayenipiga	atakajenipiɠa
atakayeona	atakajeona
atakayeongoza	atakajeonɡoza
atakayepanda	atakajepanda
atakayepatikana	atakajepatikana
atakayependa	atakajependa
atakayepewa	atakajepewa
atakayepigwa	atakajepiɠwa
atakayepitishwa	atakajepitiʃwa
atakayepokea	atakajepokea
atakayeruhu	atakajeɾuhu
atakayesaidiwa	atakajesaiɗiwa
atakayeshinda	atakajeʃinda
atakayeshindwa	atakajeʃindwa
atakayeshiriki	atakajeʃiɾiki
atakayetolewa	atakajetolewa
atakayetumbuiza	atakajetumbuiza
atakayeunga	atakajeunɡa
atakayevaa	atakajevaa
atakayevunja	atakajevunɟa
atakayewajibishwa	atakajewaʄiɓiʃwa
atakayewakilisha	atakajewakiliʃa
atakayewaongoza	atakajewaonɡoza
atakayewatisha	atakajewatiʃa
atakayeweza	atakajeweza
atakayewezesha	atakajewezeʃa
atakayeziba	atakajeziɓa
atakayofanya	atakajofaɲa
atakayofariki	atakajofaɾiki
atakayoingia	atakajoinɡia
atakayokumbuka	atakajokumbuka
atakayopiga	atakajopiɠa
atakayotekeleza	atakajotekeleza
atakayotuma	atakajotuma
atakayoweza	atakajoweza
atakayoyafanya	atakajojafaɲa
atakazoona	atakazoona
atakazopata	atakazopata
atakazopewa	atakazopewa
atakazozifanya	atakazozifaɲa
atakazozitumia	atakazozitumia
atakenua	atakenua
atakitumia	atakitumia
atakivuruga	atakivuɾuɠa
atakoma	atakoma
atakua	atakua
atakubaliana	atakuɓaliana
atakufa	atakufa
atakula	atakula
atakuletea	atakuletea
atakusanya	atakusaɲa
atakusikiliza	atakusikiliza
atakutikana	atakutikana
atakuziba	atakuziɓa
atakwamua	atakwamua
atalakiwa	atalakiwa
atalazwa	atalazwa
atalifanya	atalifaɲa
atalifatilia	atalifatilia
atalifumbua	atalifumbua
atalifumua	atalifumua
atalikiane	atalikiane
atalinda	atalinda
ataliomba	ataliomba
ataliongelea	atalionɡelea
atalipeleka	atalipeleka
atalipia	atalipia
atalipishwa	atalipiʃwa
atalitekeleza	atalitekeleza
atalitembela	atalitembela
atalitolea	atalitolea
atamaliza	atamaliza
atamalizana	atamalizana
atamalizia	atamalizia
atamani	atamani
atambua	atambua
atambulike	atambulike
atamburuza	atambuɾuza
atamchulia	atamt͡ʃulia
atamfuza	atamfuza
atamilikiwa	atamilikiwa
atamkaribisha	atamkaɾiɓiʃa
atamkomesha	atamkomeʃa
atamkumba	atamkumba
atampangia	atampanɡia
atampeleka	atampeleka
atampenda	atampenda
atampigia	atampiɠia
atampokea	atampokea
atamridhi	atamɾiði
atamrudia	atamɾuɗia
atamrudisha	atamɾuɗiʃa
atamshughulikia	atamʃuɣulikia
atamtaja	atamtaʄa
atamteua	atamteua
atamtoa	atamtoa
atamuokoa	atamuokoa
atamuona	atamuona
atamuunga	atamuunɡa
atamwambia	atamwambia
atamweka	atamweka
ataneemeka	ataneemeka
atangaza	atanɡaza
atangulie	atanɡulie
ataniletea	ataniletea
atanilipa	atanilipa
atanipa	atanipa
atanitumia	atanitumia
ataniua	ataniua
ataniuliza	ataniuliza
atanyongwa	ataɲonɡwa
ataogopa	ataoɠopa
ataokakaa	ataokakaa
ataolewa	ataolewa
ataondoa	ataondoa
ataongea	ataonɡea
ataongezwa	ataonɡezwa
ataonyesha	ataoɲeʃa
ataonyeshwa	ataoɲeʃwa
atapa	atapa
atapangiwa	atapanɡiwa
atapangwa	atapanɡwa
atapataje	atapataʄe
atapatiwa	atapatiwa
atapaza	atapaza
atapeleka	atapeleka
atapenda	atapenda
atapigana	atapiɠana
atapishana	atapiʃana
atapita	atapita
atapokuwa	atapokuwa
atapotea	atapotea
atapumzika	atapumzika
atarajia	ataɾaʄia
atarajiwa	ataɾaʄiwa
atarejelea	ataɾeʄelea
atarejeshwa	ataɾeʄeʃwa
atarekebisha	ataɾekeɓiʃa
atarithi	ataɾiθi
atarudishwa	ataɾuɗiʃwa
ataruka	ataɾuka
atasaidia	atasaiɗia
atasaidiana	atasaiɗiana
atasemaje	atasemaʄe
atashauriana	ataʃauɾiana
atashika	ataʃika
atashtakiwa	ataʃtakiwa
atashughulika	ataʃuɣulika
atashughulikia	ataʃuɣulikia
atashuka	ataʃuka
atasikilizwa	atasikilizwa
atasimikwa	atasimikwa
atasoma	atasoma
atasomea	atasomea
atasomeshwa	atasomeʃwa
atastaafu	atastaafu
atasubiri	atasuɓiɾi
atatambua	atatambua
atatatua	atatatua
atatawazwa	atatawazwa
atategemea	atateɠemea
atatenga	atatenɡa
atateua	atateua
atateuliwa	atateuliwa
atatii	atatii
atatokea	atatokea
atatolea	atatolea
atatoza	atatoza
atatue	atatue
atatufaa	atatufaa
atatufanyie	atatufaɲie
atatuletea	atatuletea
atatulinda	atatulinda
atatulipa	atatulipa
atatunza	atatunza
atatusaidia	atatusaiɗia
atatuuliza	atatuuliza
ataubeba	atauɓeɓa
ataueleza	ataueleza
ataukosa	ataukosa
ataulizia	ataulizia
ataunda	ataunda
ataunganishwa	ataunɡaniʃwa
ataupa	ataupa
atauweza	atauweza
atauzwa	atauzwa
atavaa	atavaa
atavipata	atavipata
atavutia	atavutia
atavutiwa	atavutiwa
atawaacha	atawaat͡ʃa
atawabariki	atawaɓaɾiki
atawachoma	atawat͡ʃoma
atawaeleza	atawaeleza
atawafukuza	atawafukuza
atawajibika	atawaʄiɓika
atawajibishwa	atawaʄiɓiʃwa
atawakaribisha	atawakaɾiɓiʃa
atawakata	atawakata
atawakatia	atawakatia
atawaona	atawaona
atawaondoa	atawaondoa
atawaongoza	atawaonɡoza
atawapenyeza	atawapeɲeza
atawapima	atawapima
atawasemea	atawasemea
atawashawishi	atawaʃawiʃi
atawashtaki	atawaʃtaki
atawasiliana	atawasiliana
atawatafuta	atawatafuta
atawaua	atawaua
atawavunja	atawavunɟa
atawazwe	atawazwe
atawezaji	atawezaʄi
atawezesha	atawezeʃa
atayafanyia	atajafaɲia
atayakana	atajakana
atayalipa	atajalipa
atayasikia	atajasikia
atayatekeleza	atajatekeleza
atayatoa	atajatoa
atazaa	atazaa
atazaliwa	atazaliwa
atazama	atazama
atazichukua	atazit͡ʃukua
atazidi	ataziɗi
atazipata	atazipata
atazitumia	atazitumia
atazozwa	atazozwa
atazunguka	atazunɡuka
atazwadiwa	atazwaɗiwa
atekeleze	atekeleze
atembelee	atembelee
atemwe	atemwe
atetee	atetee
ateweza	ateweza
athibitishwe	aθiɓitiʃwe
athirika	aθiɾika
atia	atia
atibiwe	atiɓiwe
atibua	atiɓua
atimkie	atimkie
atiwe	atiwe
atlasi	atlasi
atofautiane	atofautiane
atoweke	atoweke
attention	attention
atuache	atuat͡ʃe
atuambie	atuambie
atuame	atuame
atuepushe	atuepuʃe
atuhebwe	atuheɓwe
atukodishe	atukoɗiʃe
atukutanishe	atukutaniʃe
atukuzwe	atukuzwe
atulie	atulie
atunge	atunɡe
atupatie	atupatie
atupwe	atupwe
atushindie	atuʃindie
atusimamie	atusimamie
atutangulie	atutanɡulie
aua	aua
auelewe	auelewe
auguse	auɠuse
aujuaye	auʄuaje
aulize	aulize
auma	auma
aungame	aunɡame
aunganishwe	aunɡaniʃwe
aunge	aunɡe
aunsi	aunsi
aupoteze	aupoteze
autakao	autakao
authenticate	auθenticate
autie	autie
auze	auze
aviandike	aviandike
aviendeleze	aviendeleze
avitambue	avitambue
aviwanda	aviwanda
awaachie	awaat͡ʃie
awaangalie	awaanɡalie
awabariki	awaɓaɾiki
awachukue	awat͡ʃukue
awaenzi	awaenzi
awafikie	awafikie
awahifadhie	awahifaðie
awahojiwe	awahoʄiwe
awaita	awaita
awajaaliye	awaʄaalije
awajalie	awaʄalie
awajibike	awaʄiɓike
awalee	awalee
awalipe	awalipe
awaombe	awaombe
awaonyeshe	awaoɲeʃe
awapa	awapa
awapeleke	awapeleke
awapongeza	awaponɡeza
awaponye	awapoɲe
awarehemu	awaɾehemu
awasaidie	awasaiɗie
awashauri	awaʃauɾi
awasilimua	awasilimua
awataapisha	awataapiʃa
awataje	awataʄe
awatembelea	awatembelea
awaweke	awaweke
awazungushe	awazunɡuʃe
aweka	aweka
aweso	aweso
awezavyo	awezavjo
ay	aj
ayafanyie	ajafaɲie
ayakabidhi	ajakaɓiði
ayakumbuke	ajakumbuke
ayapatayo	ajapatajo
ayasikilize	ajasikilize
ayasome	ajasome
ayatekeleze	ajatekeleze
ayeondolewa	ajeondolewa
azae	azae
azawadiwe	azawaɗiwe
azi	azi
azibe	aziɓe
azikwa	azikwa
azilinganishe	azilinɡaniʃe
azima	azima
azindua	azindua
azingatie	azinɡatie
azipitie	azipitie
azipokee	azipokee
azitoe	azitoe
azua	azua
azuiliwe	azuiliwe
ba	ɓa
baaada	ɓaaaɗa
baaadaaye	ɓaaaɗaaje
baadaa	ɓaaɗaa
baadaeye	ɓaaɗaeje
baadaya	ɓaaɗaja
baadea	ɓaaɗea
baadhiya	ɓaaðija
baadi	ɓaaɗi
baahi	ɓaahi
baani	ɓaani
babaangu	ɓaɓaanɡu
babatoni	ɓaɓatoni
back	ɓack
bad	ɓaɗ
badiate	ɓaɗiate
badilika	ɓaɗilika
badridi	ɓaɗɾiɗi
baghala	ɓaɣala
baharikuchafuka	ɓahaɾikut͡ʃafuka
bainifu	ɓainifu
baioanuai	ɓaioanuai
baiolojia	ɓaioloʄia
baishara	ɓaiʃaɾa
bajajaji	ɓaʄaʄaʄi
baki	ɓaki
bakuli	ɓakuli
balansi	ɓalansi
balbu	ɓalɓu
balehe	ɓalehe
balisema	ɓalisema
bamboo	ɓamboo
banifu	ɓanifu
banjo	ɓanɟo
bantam	ɓantam
baona	ɓaona
bar	ɓaɾ
barababara	ɓaɾaɓaɓaɾa
barabaraba	ɓaɾaɓaɾaɓa
barack	ɓaɾack
barako	ɓaɾako
baran	ɓaɾan
barazani	ɓaɾazani
baridii	ɓaɾiɗii
barozi	ɓaɾozi
barubaru	ɓaɾuɓaɾu
bashiru	ɓaʃiɾu
basketball	ɓasketɓall
baso	ɓaso
batani	ɓatani
batiki	ɓatiki
batilisha	ɓatiliʃa
bawabu	ɓawaɓu
bay	ɓaj
be	ɓe
beacon	ɓeacon
beads	ɓeaɗs
beating	ɓeatinɡ
beatrice	ɓeatɾice
bed	ɓeɗ
beer	ɓeeɾ
before	ɓefoɾe
beji	ɓeʄi
belt	ɓelt
bendara	ɓendaɾa
bengi	ɓenɡi
beseni	ɓeseni
beti	ɓeti
bezi	ɓezi
biana	ɓiana
biandamu	ɓiandamu
bibie	ɓiɓie
bicycle	ɓicjcle
biinafsi	ɓiinafsi
bika	ɓika
bikira	ɓikiɾa
bil	ɓil
bilion	ɓilion
billion	ɓillion
biloo	ɓiloo
binadam	ɓinaɗam
binafasi	ɓinafasi
binafsio	ɓinafsio
binanfsi	ɓinanfsi
bioanuwai	ɓioanuwai
biochemistry	ɓiot͡ʃemistɾj
biography	ɓioɠɾaphj
biology	ɓioloɠj
biolojia	ɓioloʄia
biometric	ɓiometɾic
biriani	ɓiɾiani
birika	ɓiɾika
bishara	ɓiʃaɾa
bitanda	ɓitanda
blauni	ɓlauni
blog	ɓloɠ
blogi	ɓloɠi
blu	ɓlu
blue	ɓlue
bnaraza	ɓnaɾaza
boat	ɓoat
bobaboda	ɓoɓaɓoɗa
bode	ɓoɗe
boga	ɓoɠa
boksa	ɓoksa
boli	ɓoli
bomani	ɓomani
bon	ɓon
bonansi	ɓonansi
bond	ɓond
boneti	ɓoneti
book	ɓook
bookings	ɓookinɡs
borazitalazimika	ɓoɾazitalazimika
boshori	ɓoʃoɾi
bota	ɓota
bovu	ɓovu
bowl	ɓowl
boxer	ɓoxeɾ
boy	ɓoj
brabara	ɓɾaɓaɾa
bracelets	ɓɾacelets
branch	ɓɾant͡ʃ
brand	ɓɾand
brazia	ɓɾazia
breakdance	ɓɾeakɗance
breweries	ɓɾeweɾies
brigedi	ɓɾiɠeɗi
bucha	ɓut͡ʃa
budget	ɓuɗɠet
budurani	ɓuɗuɾani
bugaluu	ɓuɠaluu
bugando	ɓuɠando
bugdha	ɓuɠða
building	ɓuilɗinɡ
bukta	ɓukta
buku	ɓuku
buldoza	ɓulɗoza
bumbuwazi	ɓumbuwazi
bunafsi	ɓunafsi
bundle	ɓundle
burga	ɓuɾɠa
buruduani	ɓuɾuɗuani
burundani	ɓuɾundani
busha	ɓuʃa
businessman	ɓusinessman
butu	ɓutu
bwabwa	ɓwaɓwa
bwanajela	ɓwanaʄela
bwerere	ɓweɾeɾe
bwete	ɓwete
by	ɓj
cable	caɓle
cahanagmoto	cahanaɠmoto
cahngu	cahnɡu
calamities	calamities
calcium	calcium
calculations	calculations
camera	cameɾa
capex	capex
card	caɾɗ
cardiac	caɾɗiac
carper	caɾpeɾ
carry	caɾɾj
cashewnuts	caʃewnuts
cashier	caʃieɾ
cast	cast
cauliflower	caulifloweɾ
celsius	celsius
censor	censoɾ
centimita	centimita
centre	centɾe
ch	t͡ʃ
chabangi	t͡ʃaɓanɡi
chafanya	t͡ʃafaɲa
chafua	t͡ʃafua
chafunguliwa	t͡ʃafunɡuliwa
chafya	t͡ʃafja
chagua	t͡ʃaɠua
chaguliwa	t͡ʃaɠuliwa
chakechea	t͡ʃaket͡ʃea
chaklula	t͡ʃaklula
chakua	t͡ʃakua
chakuka	t͡ʃakuka
challenge	t͡ʃallenɡe
chambua	t͡ʃambua
chamgamoto	t͡ʃamɠamoto
chamoto	t͡ʃamoto
champions	t͡ʃampions
championship	t͡ʃampionʃip
chana	t͡ʃana
chanda	t͡ʃanda
chandarua	t͡ʃandaɾua
chanel	t͡ʃanel
changamano	t͡ʃanɡamano
changamfu	t͡ʃanɡamfu
changmoto	t͡ʃanɡmoto
changomoto	t͡ʃanɡomoto
chanja	t͡ʃanɟa
chansela	t͡ʃansela
chapata	t͡ʃapata
chapeni	t͡ʃapeni
character	t͡ʃaɾacteɾ
charattee	t͡ʃaɾattee
charge	t͡ʃaɾɠe
chazinduliwa	t͡ʃazinduliwa
check	t͡ʃeck
checking	t͡ʃeckinɡ
cheed	t͡ʃeeɗ
chefu	t͡ʃefu
chegeni	t͡ʃeɠeni
chekeche	t͡ʃeket͡ʃe
chekwa	t͡ʃekwa
cheleachelea	t͡ʃeleat͡ʃelea
chembechembe	t͡ʃembet͡ʃembe
chemchemi	t͡ʃemt͡ʃemi
chemichemi	t͡ʃemit͡ʃemi
chemka	t͡ʃemka
chemotherap	t͡ʃemoθeɾap
chemotherapy	t͡ʃemoθeɾapj
cheni	t͡ʃeni
chezea	t͡ʃezea
chhama	t͡ʃhama
chicken	t͡ʃicken
chickens	t͡ʃickens
chief	t͡ʃief
chipi	t͡ʃipi
chips	t͡ʃips
chipset	t͡ʃipset
chlorini	t͡ʃloɾini
chochewa	t͡ʃot͡ʃewa
chocho	t͡ʃot͡ʃo
choka	t͡ʃoka
chokaa	t͡ʃokaa
chokochoko	t͡ʃokot͡ʃoko
cholera	t͡ʃoleɾa
choma	t͡ʃoma
chorus	t͡ʃoɾus
chotara	t͡ʃotaɾa
chukizo	t͡ʃukizo
chukueni	t͡ʃukueni
chukulia	t͡ʃukulia
chukuliwa	t͡ʃukuliwa
chunguza	t͡ʃunɡuza
chute	t͡ʃute
citation	citation
city	citj
class	class
cleaner	cleaneɾ
clips	clips
cocaine	cocaine
code	coɗe
collectively	collectivelj
come	come
coming	cominɡ
common	common
competence	competence
concerned	conceɾneɗ
conference	confeɾence
confession	confession
confirm	confiɾm
connection	connection
consequences	consequences
conservatives	conseɾvatives
contacts	contacts
continues	continues
contracts	contɾacts
contractual	contɾactual
convocation	convocation
copy	copj
countdown	countɗown
cover	coveɾ
cripsi	cɾipsi
cup	cup
cups	cups
custodiam	custoɗiam
customs	customs
cyber	cjɓeɾ
dadake	ɗaɗake
dadazi	ɗaɗazi
dadu	ɗaɗu
daimamatangazo	ɗaimamatanɡazo
dairekta	ɗaiɾekta
daiwa	ɗaiwa
dakaki	ɗakaki
dakila	ɗakila
dakitari	ɗakitaɾi
daktati	ɗaktati
daluga	ɗaluɠa
danadana	ɗanaɗana
danki	ɗanki
darasni	ɗaɾasni
dareva	ɗaɾeva
dari	ɗaɾi
deal	ɗeal
decision	ɗecision
decoy	ɗecoj
dedi	ɗeɗi
defeceit	ɗefeceit
defender	ɗefendeɾ
defenders	ɗefendeɾs
defense	ɗefense
degedege	ɗeɠeɗeɠe
deiwaka	ɗeiwaka
deki	ɗeki
del	ɗel
della	ɗella
demografia	ɗemoɠɾafia
demokrasi	ɗemokɾasi
demokrat	ɗemokɾat
demonstrate	ɗemonstɾate
dengu	ɗenɡu
depo	ɗepo
description	ɗescɾiption
design	ɗesiɠn
desmond	ɗesmond
dhabiti	ðaɓiti
dhahir	ðahiɾ
dhairi	ðaiɾi
dhama	ðama
dhamiri	ðamiɾi
dhani	ðani
dhawabu	ðawaɓu
dhidhi	ðiði
dhidia	ðiɗia
dhihirisho	ðihiɾiʃo
dhiri	ðiɾi
dholuba	ðoluɓa
dhoofu	ðoofu
di	ɗi
dialogue	ɗialoɠue
dialysis	ɗialjsis
diaspora	ɗiaspoɾa
did	ɗiɗ
digirii	ɗiɠiɾii
digree	ɗiɠɾee
dijitali	ɗiʄitali
dijiti	ɗiʄiti
diktetea	ɗiktetea
dimpoz	ɗimpoz
dioxide	ɗioxiɗe
directly	ɗiɾectlj
dirham	ɗiɾham
disco	ɗisco
discourage	ɗiscouɾaɠe
diseases	ɗiseases
disemba	ɗisemba
disorder	ɗisoɾɗeɾ
displine	ɗispline
dispose	ɗispose
dissertation	ɗisseɾtation
distinguish	ɗistinɡuiʃ
district	ɗistɾict
diviseni	ɗiviseni
divisheni	ɗiviʃeni
dizaini	ɗizaini
diziani	ɗiziani
dk	ɗk
dkumrudisha	ɗkumɾuɗiʃa
documentari	ɗocumentaɾi
dodoki	ɗoɗoki
dokumentari	ɗokumentaɾi
dola	ɗola
dola	ɗola
dondoo	ɗondoo
donoa	ɗonoa
dormant	ɗoɾmant
double	ɗouɓle
doubt	ɗouɓt
doubts	ɗouɓts
dream	ɗɾeam
drones	ɗɾones
dry	ɗɾj
duania	ɗuania
duma	ɗuma
duniania	ɗuniania
duty	ɗutj
duu	ɗuu
duwaa	ɗuwaa
dynamic	ɗjnamic
eating	eatinɡ
ebu	eɓu
edelevu	eɗelevu
education	eɗucation
eeh	eeh
effect	effect
eh	eh
ehhh	ehhh
eikodi	eikoɗi
either	eiθeɾ
ekseli	ekseli
elastic	elastic
elastin	elastin
elekeeni	elekeeni
elekeza	elekeza
elekezwa	elekezwa
elektroni	elektɾoni
element	element
elephant	elephant
eleza	eleza
elezea	elezea
elezewa	elezewa
elimut	elimut
email	email
emalshani	emalʃani
emesema	emesema
emisango	emisanɡo
emo	emo
emoji	emoʄi
emotion	emotion
endepo	endepo
enei	enei
eneola	eneola
energy	eneɾɠj
engineering	enɡineeɾinɡ
enka	enka
enkima	enkima
ensa	ensa
ensemble	ensemble
enumukiza	enumukiza
epewe	epewe
equals	equals
et	et
etagwisanga	etaɠwisanɡa
evacuation	evacuation
event	event
everyday	eveɾjɗaj
evidence	eviɗence
exchange	ext͡ʃanɡe
exchanged	ext͡ʃanɡeɗ
extraction	extɾaction
eye	eje
f	f
facie	facie
fact	fact
factor	factoɾ
factors	factoɾs
fafanua	fafanua
faidi	faiɗi
faidia	faiɗia
fainai	fainai
fair	faiɾ
famialia	famialia
famila	famila
family	familj
fanaka	fanaka
fanyika	faɲika
fanyiwa	faɲiwa
fariki	faɾiki
farm	faɾm
fasi	fasi
fatuma	fatuma
fatwa	fatwa
feather	feaθeɾ
feature	featuɾe
fedhea	feðea
feeder	feeɗeɾ
feelings	feelinɡs
fegi	feɠi
fensi	fensi
fesa	fesa
festival	festival
fibers	fiɓeɾs
fiche	fit͡ʃe
ficus	ficus
fied	fieɗ
figisufigisu	fiɠisufiɠisu
fikiri	fikiɾi
fikisheni	fikiʃeni
fikizia	fikizia
filam	filam
films	films
filosofia	filosofia
finali	finali
finding	findinɡ
firimbi	fiɾimbi
first	fiɾst
fish	fiʃ
fitna	fitna
flana	flana
flat	flat
fmaumivu	fmaumivu
fofo	fofo
fofofo	fofofo
foka	foka
folic	folic
football	footɓall
forged	foɾɠeɗ
fortification	foɾtification
fortunately	foɾtunatelj
forums	foɾums
fosiforasi	fosifoɾasi
fossil	fossil
four	fouɾ
free	fɾee
freedom	fɾeeɗom
front	fɾont
fuasi	fuasi
fuatana	fuatana
fulanifulani	fulanifulani
funga	funɡa
fungani	funɡani
funika	funika
funk	funk
funo	funo
fura	fuɾa
fya	fja
fyekeo	fjekeo
fyuzi	fjuzi
ga	ɠa
gaharama	ɠahaɾama
gaiwa	ɠaiwa
galasa	ɠalasa
galiwe	ɠaliwe
game	ɠame
ganda	ɠanda
ganj	ɠanɟ
gape	ɠape
garagaza	ɠaɾaɠaza
garai	ɠaɾai
gareza	ɠaɾeza
garini	ɠaɾini
gas	ɠas
gateway	ɠatewaj
gawiwo	ɠawiwo
geographia	ɠeoɠɾaphia
gerezaani	ɠeɾezaani
gesturing	ɠestuɾinɡ
geto	ɠeto
geuka	ɠeuka
gezeti	ɠezeti
ghalama	ɣalama
ghalani	ɣalani
ghamara	ɣamaɾa
gharimu	ɣaɾimu
ghaza	ɣaza
ghilba	ɣilɓa
ghiliba	ɣiliɓa
ghofu	ɣofu
giant	ɠiant
gigawati	ɠiɠawati
girl	ɠiɾl
girlfriend	ɠiɾlfɾiend
glad	ɠlaɗ
glasnost	ɠlasnost
gloves	ɠloves
gobole	ɠoɓole
goita	ɠoita
golf	ɠolf
golini	ɠolini
golkeepa	ɠolkeepa
goma	ɠoma
gongana	ɠonɡana
gonjwa	ɠonɟwa
gorofa	ɠoɾofa
grafiti	ɠɾafiti
grassroot	ɠɾassɾoot
grosari	ɠɾosaɾi
grupu	ɠɾupu
gubigubi	ɠuɓiɠuɓi
gundu	ɠundu
gunduliwa	ɠunduliwa
gunduzi	ɠunduzi
gwanda	ɠwanda
gymnastics	ɠjmnastics
gypsum	ɠjpsum
haachi	haat͡ʃi
haafikiani	haafikiani
haambiwi	haambiwi
haaminiki	haaminiki
haatawangusha	haatawanɡuʃa
habagui	haɓaɠui
habani	haɓani
habario	haɓaɾio
habembelezeki	haɓembelezeki
habri	haɓɾi
habuni	haɓuni
haburuzwi	haɓuɾuzwi
hachaguliwi	hat͡ʃaɠuliwi
hachomoki	hat͡ʃomoki
had	haɗ
hadaa	haɗaa
hadhira	haðiɾa
haelewani	haelewani
haelewi	haelewi
hafiki	hafiki
hafikirii	hafikiɾii
hafilisiki	hafilisiki
hafka	hafka
hafuati	hafuati
hafurahishwi	hafuɾahiʃwi
hafuti	hafuti
hagusi	haɠusi
hagusiki	haɠusiki
hahisi	hahisi
hahitaji	hahitaʄi
hahofii	hahofii
haiamini	haiamini
haiangalii	haianɡalii
haibadili	haiɓaɗili
haibadilishi	haiɓaɗiliʃi
haichagui	hait͡ʃaɠui
haidaiwi	haiɗaiwi
haidhibiti	haiðiɓiti
haielekei	haielekei
haielewi	haielewi
haielezi	haielezi
haiendani	haiendani
haifadhi	haifaði
haifanywi	haifaɲwi
haifikirii	haifikiɾii
haifikiriki	haifikiɾiki
haifikirishi	haifikiɾiʃi
haifuatiliwi	haifuatiliwi
haifuatwi	haifuatwi
haifungiki	haifunɡiki
haifuti	haifuti
haihalalishi	haihalaliʃi
haihifadhiwa	haihifaðiwa
haihitaji	haihitaʄi
haihubiriwi	haihuɓiɾiwi
haihusu	haihusu
haiibiwi	haiiɓiwi
haiingii	haiinɡii
haiingiliani	haiinɡiliani
haiinui	haiinui
haiishi	haiiʃi
haiishii	haiiʃii
haijaahidi	haiʄaahiɗi
haijaalikwa	haiʄaalikwa
haijaanzishwa	haiʄaanziʃwa
haijabadilika	haiʄaɓaɗilika
haijachafua	haiʄat͡ʃafua
haijadhibithi	haiʄaðiɓiθi
