flora,flɔra
piekielnik,pjɛkjɛlɲik
kryminologia,krɨminɔlɔɡja
aurypigment,awrɨpiɡmɛnt
gibasiewicz,ɡibaɕɛvit͡ʂ
cienkiej,t͡ɕɛŋkjɛj
zmazywać,zmazɨvat͡ɕ
umarło,umarwɔ
wiesiek,vjɛɕɛk
perpendykuł,pɛrpɛndɨkuw
rychłymi,rɨxwɨmi
dzierżoniów,d͡ʑɛrʐɔɲuf
magam,maɡam
białostockie,bjawɔstɔt͡skjɛ
solniczko,sɔlɲit͡ʂkɔ
portiernia,pɔrtjɛrɲa
ładowałaś,wadɔvawaɕ
balecik,balɛt͡ɕik
oblężniczy,ɔblɛw̃ʐɲit͡ʂɨ
płód,pwut
tacham,taxam
publiczny,publit͡ʂnɨ
statystykom,statɨstɨkɔm
wmurowywać,vmurɔvɨvat͡ɕ
żadkiewicz,ʐatkjɛvit͡ʂ
szałankiewicz,ʂawaŋkjɛvit͡ʂ
surma,surma
aerolit,aɛrɔlit
gwóźdź,ɡvuɕt͡ɕ
wdychają,vdɨxajɔw̃
kipczacka,kipt͡ʂat͡ska
przyświadczyć,pʂɨɕfjatt͡ʂɨt͡ɕ
gilu,ɡilu
muzykowi,muzɨkɔvi
powsinoga,pɔfɕinɔɡa
pipek,pipɛk
przepadanie,pʂɛpadaɲɛ
buraki,buraki
tycjanowskich,tɨt͡sjanɔfskix
neseser,nɛsɛsɛr
hebrajsku,xɛbrajsku
alergolog,alɛrɡɔlɔk
fudala,fudala
judzić,jud͡ʑit͡ɕ
wysyłamy,vɨsɨwamɨ
spadziowy,spad͡ʑɔvɨ
przyśrubować,pʂɨɕrubɔvat͡ɕ
żertwa,ʐɛrtfa
waza,vaza
zdiagnozowałoby,zdjaɡnɔzɔvawɔbɨ
najbezpieczniej,najbɛspjɛt͡ʂɲɛj
ubrani,ubraɲi
podporucznik,pɔtpɔrut͡ʂɲik
konstantynopolitańczyk,kɔnstantɨnɔpɔlitaɲt͡ʂɨk
podchody,pɔtxɔdɨ
wrzód,vʐut
realizator,rɛalizatɔr
niedbałość,ɲɛdbawɔɕt͡ɕ
obrzęd,ɔbʐɛnt
autoironizowalibyśmy,awtɔirɔɲizɔvalibɨɕmɨ
tran,tran
spieniać,spjɛɲat͡ɕ
wdziej,vd͡ʑɛj
uderzeniem,udɛʐɛɲɛm
bramek,bramɛk
argininowy,arɡiɲinɔvɨ
żero,ʐɛrɔ
zasnąć,zasnɔɲt͡ɕ
asocjacyjnie,asɔt͡sjat͡sɨjɲɛ
znajdzie,znajd͡ʑɛ
baszczyk,baʂt͡ʂɨk
prawnuczko,pravnut͡ʂkɔ
kwaśna,kfaɕna
opałom,ɔpawɔm
mantel,mantɛl
lekarzyna,lɛkaʐɨna
kuliszewski,kuliʂɛfski
onętek,ɔnɛntɛk
propozycjach,prɔpɔzɨt͡sjax
niepokoje,ɲɛpɔkɔjɛ
apelatiwum,apɛlativum
robioną,rɔbjɔnɔw̃
tlenem,tlɛnɛm
atomizer,atɔmizɛr
cudzołożnica,t͡sud͡zɔwɔʐɲit͡sa
obywatelką,ɔbɨvatɛlkɔw̃
duńska,duɲska
mażul,maʐul
karpiniec,karpiɲɛt͡s
atakowało,atakɔvawɔ
zakochaną,zakɔxanɔw̃
lotki,lɔtki
wdychali,vdɨxali
zduń,zduɲ
szyłeś,ʂɨwɛɕ
uściłowicz,uɕt͡ɕiwɔvit͡ʂ
tunika,tuɲika
archetypowy,arxɛtɨpɔvɨ
szminkami,ʂmiŋkami
sytej,sɨtɛj
nanoszenie,nanɔʂɛɲɛ
stwardnieć,stfardɲɛt͡ɕ
myślące,mɨɕlɔnt͡sɛ
czerw,t͡ʂɛrf
wybaw,vɨbaf
brony,brɔnɨ
prekognicją,prɛkɔɡɲit͡sjɔw̃
czajczyńska,t͡ʂajt͡ʂɨɲska
capany,t͡sapanɨ
dwulicowość,dvulit͡sɔvɔɕt͡ɕ
malinę,malinɛ
stalec,stalɛt͡s
romanowicz,rɔmanɔvit͡ʂ
dwucyfrowy,dvut͡sɨfrɔvɨ
stropek,strɔpɛk
rzecz,r̝ɛt͡ʂ
górnowicz,ɡurnɔvit͡ʂ
bebzun,bɛbzun
pouczenie,pɔut͡ʂɛɲɛ
konserwatysta,kɔnsɛrvatɨsta
bluff,blɛf
borzych,bɔʐɨx
uwewnętrznić,uvɛvnɛntʂɲit͡ɕ
bojem,bɔjɛm
rozkładalny,rɔskwadalnɨ
przeuroczy,pʂɛurɔt͡ʂɨ
lśniątka,lɕɲɔntka
dobrut,dɔbrut
adamantyn,adamɒntɨn
organizowano,ɔrɡaɲizɔvanɔ
szybka,ʂɨpka
kabinka,kabiŋka
komorne,kɔmɔrnɛ
toksoplazmoza,tɔksɔplazmɔza
praprzyczyna,prapʂɨt͡ʂɨna
wypytywać,vɨpɨtɨvat͡ɕ
joś,jɔɕ
koniczyna,kɔɲit͡ʂɨna
hyś,xɨɕ
dolemba,dɔlɛmba
czcigodniejszy,t͡ʂt͡ɕiɡɔdɲɛjʂɨ
kalifornijska,kalifɔrɲijska
honduranka,xɔnduraŋka
najbaczniejszy,najbat͡ʂɲɛjʂɨ
perfumy,pɛrfumɨ
admanuować,admanuɔvat͡ɕ
sfałdować,sfawdɔvat͡ɕ
lwi,lvi
unikacie,uɲikat͡ɕɛ
miałybyście,mjawɨbɨɕt͡ɕɛ
komoryjską,kɔmɔrɨjskɔw̃
czajkami,t͡ʂajkami
snuje,snujɛ
kochański,kɔxaɲski
gałązka,ɡawɔw̃ska
rzeszut,ʐɛʂut
aborcjach,abɔrt͡sjax
kołka,kɔwka
zaabsorbowałoby,zaapsɔrbɔvawɔbɨ
gościa,ɡɔɕt͡ɕa
koncie,kɔnt͡ɕɛ
biliniewicz,biliɲɛvit͡ʂ
serbskie,sɛrpskjɛ
mityczny,mitɨt͡ʂnɨ
poduszki,pɔduʂki
kilkulatek,kilkulatɛk
barucha,baruxa
najnudniejszego,najnudɲɛjʂɛɡɔ
awizacja,avizat͡sja
pamir,pamir
tasza,taʂa
oskarżano,ɔskarʐanɔ
ekskomunikowało,ɛkskɔmuɲikɔvawɔ
potaż,pɔtaʂ
suchymi,suxɨmi
podejdź,pɔdɛjt͡ɕ
węgornica,vɛŋɡɔrɲit͡sa
druid,druit
błazenada,bwazɛnada
wybuchał,vɨbuxaw
płynem,pwɨnɛm
włosach,vwɔsax
kapitalistą,kapitalistɔw̃
bezpiecznego,bɛspjɛt͡ʂnɛɡɔ
zadłużać,zadwuʐat͡ɕ
zlewka,zlɛfka
bawarskiego,bavarskjɛɡɔ
smakowicie,smakɔvit͡ɕɛ
programowaliśmy,prɔɡramɔvaliɕmɨ
berkszyr,bɛrkʂɨr
wdrożyć,vdrɔʐɨt͡ɕ
płazom,pwazɔm
befsztyczek,bɛfʂtɨt͡ʂɛk
mieszka,mjɛʂka
szczęsnego,ʂt͡ʂɛw̃snɛɡɔ
wejdzie,vɛjd͡ʑɛ
libacja,libat͡sja
rysowałybyście,rɨsɔvawɨbɨɕt͡ɕɛ
ozimina,ɔʑimina
sile,ɕilɛ
rozczulać,rɔst͡ʂulat͡ɕ
kuwejt,kuvɛjt
gięłyśmy,ɡjɛwɨɕmɨ
doruta,dɔruta
iłżanami,iwʐanami
nikaraguańskiej,ɲikaraɡuaɲskjɛj
komitecik,kɔmitɛt͡ɕik
doznanie,dɔznaɲɛ
pożreć,pɔʐrɛt͡ɕ
półtorej,puwtɔrɛj
garnitur,ɡarɲitur
hiszpańskojęzyczny,xiʂpaɲskɔjɛw̃zɨt͡ʂnɨ
wspinacz,fspinat͡ʂ
kobył,kɔbɨw
cieśla,t͡ɕɛɕla
wszechświat,fʂɛxɕfjat
wyprzedaż,vɨpʂɛdaʂ
spalanie,spalaɲɛ
automatyzować,awtɔmatɨzɔvat͡ɕ
wollny,vɔlnɨ
przerwa,pʂɛrva
międzynarodowej,mjɛnd͡zɨnarɔdɔvɛj
łono,wɔnɔ
bluźnierczy,bluʑɲɛrt͡ʂɨ
kiszyniów,kiʂɨɲuf
draszczyk,draʂt͡ʂɨk
team,tim
produkcyjny,prɔdukt͡sɨjnɨ
cybernetyka,t͡sɨbɛrnɛtɨka
mieszanie,mjɛʂaɲɛ
informacyjnie,infɔrmat͡sɨjɲɛ
jabłek,jabwɛk
uciążliwy,ut͡ɕɔw̃ʐlivɨ
jąkał,jɔŋkaw
zalogujemy,zalɔɡujɛmɨ
wciągać,ft͡ɕɔŋɡat͡ɕ
ubożak,ubɔʐak
jazzowa,d͡zɛʐɔva
niezłomny,ɲɛzwɔmnɨ
wyspy,vɨspɨ
aktualniejszy,aktualɲɛjʂɨ
zdąży,zdɔw̃ʐɨ
durnych,durnɨx
czarnobyl,t͡ʂarnɔbɨl
łopatce,wɔpatt͡sɛ
piszcz,piʂt͡ʂ
oszustem,ɔʂustɛm
kolkami,kɔlkami
żarów,ʐaruf
biologizować,bjɔlɔɡizɔvat͡ɕ
materiał,matɛrjaw
wskazówkach,fskazufkax
samoregulacyjny,samɔrɛɡulat͡sɨjnɨ
łechtaczek,wɛxtat͡ʂɛk
trąbkami,trɔmpkami
konsularny,kɔnsularnɨ
targnąć,tarɡnɔɲt͡ɕ
odcinać,ɔtt͡ɕinat͡ɕ
motyko,mɔtɨkɔ
pierogach,pjɛrɔɡax
korzon,kɔʐɔn
srebrzyściej,srɛbʐɨɕt͡ɕɛj
zaplątać,zaplɔntat͡ɕ
ekskomunikowałbyś,ɛkskɔmuɲikɔvawbɨɕ
masko,maskɔ
ryku,rɨku
zewsząd,zɛfʂɔnt
najsmaczniejszy,najsmat͡ʂɲɛjʂɨ
ciastom,t͡ɕastɔm
tycjanowska,tɨt͡sjanɔfska
wypadek,vɨpadɛk
cielesny,t͡ɕɛlɛsnɨ
prostytutkach,prɔstɨtutkax
animowanie,aɲimɔvaɲɛ
skecz,skɛt͡ʂ
rodzajnik,rɔd͡zajɲik
ślimaczymi,ɕlimat͡ʂɨmi
autonomizowałby,awtɔnɔmizɔvawbɨ
wyjada,vɨjada
kurp,kurp
obcej,ɔpt͡sɛj
biorąc,bjɔrɔnt͡s
biczyk,bit͡ʂɨk
neonazizm,nɛɔnaʑizm
terenowy,tɛrɛnɔvɨ
sąsiedni,sɔɲɕɛdɲi
kurator,kuratɔr
kopiowałybyście,kɔpjɔvawɨbɨɕt͡ɕɛ
omamienie,ɔmamjɛɲɛ
tchórz,txuʂ
kichamy,kixamɨ
uwodzicielka,uvɔd͡ʑit͡ɕɛlka
maluchu,maluxu
kołem,kɔwɛm
legam,lɛɡam
filharmonik,filxarmɔɲik
abisynia,abisɨɲa
wisła,viswa
lepem,lɛpɛm
identycznie,idɛntɨt͡ʂɲɛ
kantowski,kantɔfski
dyskryminować,dɨskrɨminɔvat͡ɕ
wszakże,fʂaɡʐɛ
autopsyjny,awtɔpsɨjnɨ
rózny,roznɨ
przeciętny,pʂɛt͡ɕɛntnɨ
piętra,pjɛntra
ucieszę,ut͡ɕɛʂɛ
numerem,numɛrɛm
analityce,analitɨt͡sɛ
wahadłowo,vaxadwɔvɔ
linkę,liŋkɛ
snać,snat͡ɕ
pieję,pjɛjɛ
balkon,balkɔn
afektowny,afɛktɔvnɨ
wyczerpywanie,vɨt͡ʂɛrpɨvaɲɛ
baczyłyby,bat͡ʂɨwɨbɨ
mówiący,muvjɔnt͡sɨ
rasistkach,raɕistkax
staroindyjski,starɔindɨjski
poznana,pɔznana
dziąg,d͡ʑɔŋk
rozstrzeliwanie,rɔsstʂɛlivaɲɛ
niezawodność,ɲɛzavɔdnɔɕt͡ɕ
wygadywać,vɨɡadɨvat͡ɕ
hinduizm,xinduizm
wyczarterować,vɨt͡ʂartɛrɔvat͡ɕ
uwielbiałaby,uvjɛlbjawabɨ
gruszom,ɡruʂɔm
rąbał,rɔmbaw
zbierałeś,zbjɛrawɛɕ
pijam,pijam
wroniec,vrɔɲɛt͡s
gest,ɡɛst
pilot,pilɔt
nowosiad,nɔvɔɕat
spisa,spisa
jutrem,jutrɛm
podbiałostockiemu,pɔdbjawɔstɔt͡skjɛmu
człowieku,t͡ʂɫɔvjɛku
urugwajskie,uruɡvajskjɛ
aptekarstwo,aptɛkarstfɔ
modelski,mɔdɛlski
rozgrzewka,rɔzɡʐɛfka
pełłam,pɛwwam
fanzin,fanzin
drukowałaś,drukɔvawaɕ
złe,zwɛ
sączyć,sɔnt͡ʂɨt͡ɕ
nerwus,nɛrvus
ściubisz,ɕt͡ɕubiʂ
huśtawką,xuɕtafkɔw̃
diagnozowano,djaɡnɔzɔvanɔ
sadzie,sad͡ʑɛ
goś,ɡɔɕ
chowaniec,xɔvaɲɛt͡s
własnościowy,vwasnɔɕt͡ɕɔvɨ
żale,ʐalɛ
bawiłbyś,baviwbɨɕ
podjął,pɔdjɔw
szczupłym,ʂt͡ʂupwɨm
kserowałam,ksɛrɔvawam
barbiturowy,barbiturɔvɨ
cyklistka,t͡sɨklistka
lądem,lɔndɛm
madonna,madɔnna
korytko,kɔrɨtkɔ
bakłaszka,bakwaʂka
urazówka,urazufka
tarczyca,tart͡ʂɨt͡sa
zelżenie,zɛlʐɛɲɛ
namacalny,namat͡salnɨ
śnieżynka,ɕɲɛʐɨŋka
umówiony,umuvjɔnɨ
dozoru,dɔzɔru
zająć,zajɔɲt͡ɕ
flet,flɛt
dopełnieniem,dɔpɛwɲɛɲɛm
sebix,sɛbiks
zjeżdżalnia,zjɛʐd͡ʐalɲa
bubiec,bubjɛt͡s
jagodą,jaɡɔdɔw̃
zachwyt,zaxfɨt
podrzyj,pɔdʐɨj
selekcjoner,sɛlɛkt͡sjɔnɛr
transseksualista,transsɛksualista
spira,spira
pradolinom,pradɔlinɔm
wronim,vrɔɲim
muzułmańskimi,muzuwmaɲskimi
rolka,rɔlka
lam,lam
cwojdziński,t͡sfɔjd͡ʑiɲski
beczkę,bɛt͡ʂkɛ
najkonkretniejszego,najkɔŋkrɛtɲɛjʂɛɡɔ
adresy,adrɛsɨ
rzeźbiarko,ʐɛʑbjarkɔ
łódeczki,wudɛt͡ʂki
mizerak,mizɛrak
przeszkadzajcie,pʂɛʂkad͡zajt͡ɕɛ
duży,duʐɨ
strojami,strɔjami
gotkiewicz,ɡɔtkjɛvit͡ʂ
widziewicz,vid͡ʑɛvit͡ʂ
majtek,majtɛk
zabraniający,zabraɲajɔnt͡sɨ
bezprzykładny,bɛspʂɨkwadnɨ
symulowałyśmy,sɨmulɔvawɨɕmɨ
łysiak,wɨɕak
pilnowałabym,pilnɔvawabɨm
kastrowałeś,kastrɔvawɛɕ
pospolitej,pɔspɔlitɛj
prawemu,pravɛmu
zgryźliwy,zɡrɨʑlivɨ
dzięcioli,d͡ʑɛɲt͡ɕɔli
ksit,kɕit
aparatczyk,aparatt͡ʂɨk
boroniec,bɔrɔɲɛt͡s
ślepię,ɕlɛpjɛ
srebrnik,srɛbrɲik
ryże,rɨʐɛ
uzbecka,uzbɛt͡ska
naszej,naʂɛj
łubudu,wubudu
trójkąt,trujkɔnt
pesymistką,pɛsɨmistkɔw̃
obsunąć,ɔpsunɔɲt͡ɕ
kambodżańskimi,kambɔd͡ʐaɲskimi
hanuszewicz,xanuʂɛvit͡ʂ
cieśle,t͡ɕɛɕlɛ
lolitka,lɔlitka
łuza,wuza
ratyfikować,ratɨfikɔvat͡ɕ
turą,turɔw̃
jasiołek,jaɕɔwɛk
morduję,mɔrdujɛ
kurczaczek,kurt͡ʂat͡ʂɛk
bijekcji,bijɛkt͡sji
saszetka,saʂɛtka
rozedma,rɔzɛdma
majętność,majɛntnɔɕt͡ɕ
skręć,skrɛɲt͡ɕ
obieraczki,ɔbjɛrat͡ʂki
składaliście,skwadaliɕt͡ɕɛ
sprzedałyby,spʂɛdawɨbɨ
łachut,waxut
denerwowałybyśmy,dɛnɛrvɔvawɨbɨɕmɨ
zropieć,zrɔpjɛt͡ɕ
kółku,kuwku
łowem,wɔvɛm
wyrafinowany,vɨrafinɔvanɨ
buk,buk
kondracki,kɔndrat͡ski
beneficjum,bɛnɛfit͡sjum
rozgrywka,rɔzɡrɨfka
mongolskiego,mɔŋɡɔlskjɛɡɔ
odważnych,ɔdvaʐnɨx
mordoń,mɔrdɔɲ
nowi,nɔvi
odmowie,ɔdmɔvjɛ
nalewająca,nalɛvajɔnt͡sa
wodolot,vɔdɔlɔt
odsypywać,ɔtsɨpɨvat͡ɕ
twardówce,tfarduft͡sɛ
kajecik,kajɛt͡ɕik
żniw,ʐɲif
gruzińskim,ɡruʑiɲskim
odsetek,ɔtsɛtɛk
plomba,plɔmba
gołoś,ɡɔwɔɕ
bezbiletowy,bɛzbilɛtɔvɨ
kowbojka,kɔvbɔjka
ścierałaby,ɕt͡ɕɛrawabɨ
umierałabyś,umjɛrawabɨɕ
perkusistka,pɛrkuɕistka
kałmuckimi,kawmut͡skimi
sabotażu,sabɔtaʐu
egzorcystów,ɛɡzɔrt͡sɨstuf
odwalą,ɔdvalɔw̃
ariańscy,arjaɲst͡sɨ
błonie,bwɔɲɛ
olimpijska,ɔlimpijska
nieprzeciętność,ɲɛpʂɛt͡ɕɛntnɔɕt͡ɕ
zamiana,zamjana
makrela,makrɛla
drzewu,dʐɛvu
kadra,kadra
szamotanina,ʂamɔtaɲina
bocianica,bɔt͡ɕaɲit͡sa
musiałabym,muɕawabɨm
wymagałybyśmy,vɨmaɡawɨbɨɕmɨ
ćmię,t͡ɕmjɛ
bierzesz,bjɛʐɛʂ
buriacką,burjat͡skɔw̃
epos,ɛpɔs
marcewicz,mart͡sɛvit͡ʂ
moglibyście,mɔɡlibɨɕt͡ɕɛ
zgadnij,zɡadɲij
deski,dɛski
tatuowali,tatuɔvali
żubr,ʐubr
poligamistka,pɔliɡamistka
adstrat,atstrat
białczyk,bjawt͡ʂɨk
kontent,kɔntɛnt
zapięła,zapjɛwa
kominiarki,kɔmiɲarki
obejmowali,ɔbɛjmɔvali
psyk,psɨk
prokopowicz,prɔkɔpɔvit͡ʂ
koić,kɔit͡ɕ
chapsnąć,xapsnɔɲt͡ɕ
rosołowicz,rɔsɔwɔvit͡ʂ
stępiać,stɛmpjat͡ɕ
scalony,st͡salɔnɨ
sfór,sfur
homar,xɔmar
śródgłos,ɕrudɡwɔs
analityczce,analitɨt͡ʂt͡sɛ
prowadziłaś,prɔvad͡ʑiwaɕ
admirałem,admirawɛm
kutie,kutjɛ
lulał,lulaw
rózga,ruzɡa
gęganie,ɡɛŋɡaɲɛ
pogardzało,pɔɡard͡zawɔ
kreacja,krɛat͡sja
spode,spɔdɛ
chutliwy,xutlivɨ
prześmiewczo,pʂɛɕmjɛft͡ʂɔ
włocławski,vwɔt͡swafski
załodze,zawɔd͡zɛ
partnerkach,partnɛrkax
turyński,turɨɲski
ignoruję,iɡnɔrujɛ
przeszkodzić,pʂɛʂkɔd͡ʑit͡ɕ
bodący,bɔdɔnt͡sɨ
wiosłowałeś,vjɔswɔvawɛɕ
baletować,balɛtɔvat͡ɕ
głów,ɡwuf
destabilizacja,dɛstabilizat͡sja
wskrzeszenie,fskʂɛʂɛɲɛ
alegoryzować,alɛɡɔrɨzɔvat͡ɕ
międzynarodowo,mjɛnd͡zɨnarɔdɔvɔ
ortęć,ɔrtɛɲt͡ɕ
jaworzniańskiemu,javɔʐɲaɲskjɛmu
uważając,uvaʐajɔnt͡s
rozbawić,rɔzbavit͡ɕ
zagracie,zaɡrat͡ɕɛ
zasypywać,zasɨpɨvat͡ɕ
mitoman,mitɔman
grecką,ɡrɛt͡skɔw̃
upalę,upalɛ
wyjmowały,vɨjmɔvawɨ
diagnozują,djaɡnɔzujɔw̃
maćkowie,mat͡ɕkɔvjɛ
strzępka,stʂɛmpka
przetestuj,pʂɛtɛstuj
roztoczę,rɔstɔt͡ʂɛ
prezbiter,prɛzbitɛr
odpowiadam,ɔtpɔvjadam
maszt,maʂt
dachówka,daxufka
siorbię,ɕɔrbjɛ
obalają,ɔbalajɔw̃
pospieszyć,pɔspjɛʂɨt͡ɕ
grzemba,ɡʐɛmba
kicam,kit͡sam
księżom,kɕɛw̃ʐɔm
wadas,vadas
marynować,marɨnɔvat͡ɕ
jednolitość,jɛdnɔlitɔɕt͡ɕ
pentagram,pɛntaɡram
żądzo,ʐɔnd͡zɔ
ładuj,waduj
pamiętający,pamjɛntajɔnt͡sɨ
puściutki,puɕt͡ɕutki
kopice,kɔpit͡sɛ
latynoskich,latɨnɔskix
strzępkami,stʂɛmpkami
homoseksualnym,xɔmɔsɛksualnɨm
pizd,pist
gąsieniec,ɡɔɲɕɛɲɛt͡s
powrotu,pɔvrɔtu
oblodzić,ɔblɔd͡ʑit͡ɕ
ruganą,ruɡanɔw̃
jesziwa,jɛʂiva
piosenkami,pjɔsɛŋkami
tłumaczyć,twumat͡ʂɨt͡ɕ
hałaśliwszy,xawaɕlifʂɨ
janiel,jaɲɛl
brukam,brukam
sampling,sampliŋk
smarowałyście,smarɔvawɨɕt͡ɕɛ
ziębie,ʑɛmbjɛ
ulży,ulʐɨ
kąpać,kɔ̃pat͡ɕ
feminatyw,fɛminatɨf
oglądałyby,ɔɡlɔndawɨbɨ
publikujcie,publikujt͡ɕɛ
wujtowicz,vujtɔvit͡ʂ
idź,it͡ɕ
durowicz,durɔvit͡ʂ
sztagżagiel,ʂtaɡʐaɡjɛl
aerozolujesz,aɛrɔzɔlujɛʂ
drezno,drɛznɔ
obrazie,ɔbraʑɛ
przeoczyć,pʂɛɔt͡ʂɨt͡ɕ
autolizują,awtɔlizujɔw̃
gnije,ɡɲijɛ
rundka,runtka
żwawy,ʐvavɨ
pleciono,plɛt͡ɕɔnɔ
entuzjastkach,ɛntuzjastkax
amazonką,amazɔŋkɔw̃
kserowałoby,ksɛrɔvawɔbɨ
strącenie,strɔnt͡sɛɲɛ
przeździęk,pʂɛʑd͡ʑɛŋk
oprowadzacie,ɔprɔvad͡zat͡ɕɛ
śterzy,ɕter̝ɨ
predyspozycja,prɛdɨspɔzɨt͡sja
policjo,pɔlit͡sjɔ
nieopisany,ɲɛɔpisanɨ
abonują,abɔnujɔw̃
rojownik,rɔjɔvɲik
koronkowo,kɔrɔŋkɔvɔ
abchazami,apxazami
dementowałbyś,dɛmɛntɔvawbɨɕ
krabożer,krabɔʐɛr
górscy,ɡurst͡sɨ
tylnymi,tɨlnɨmi
margane,marɡanɛ
indonezyjczykom,indɔnɛzɨjt͡ʂɨkɔm
mamił,mamiw
uklęknąć,uklɛŋknɔɲt͡ɕ
gaju,ɡaju
rozmazać,rɔzmazat͡ɕ
ośmiorgiem,ɔɕmjɔrɡjɛm
czczeniu,t͡ʂt͡ʂɛɲu
bibliologia,bibljɔlɔɡja
skaleczenie,skalɛt͡ʂɛɲɛ
tentegować,tɛntɛɡɔvat͡ɕ
krzyżówkami,kʂɨʐufkami
najagresywniej,najaɡrɛsɨvɲɛj
aklimatyzacyjny,aklimatɨzat͡sɨjnɨ
zaaprowiduje,zaaprɔvidujɛ
przestawka,pʂɛstafka
gole,ɡɔlɛ
francuzka,frant͡suska
najłatwiejszy,najwatfjɛjʂɨ
lalko,lalkɔ
błocę,bwɔt͡sɛ
teczkom,tɛt͡ʂkɔm
jedli,jɛdli
najzgrabniejszy,najzɡrabɲɛjʂɨ
zabierał,zabjɛraw
chusteczce,xustɛt͡ʂt͡sɛ
zdumieć,zdumjɛt͡ɕ
azotan,azɔtan
fanfaronada,fanfarɔnada
zapaleniach,zapalɛɲax
marznąć,marznɔɲt͡ɕ
zbrodni,zbrɔdɲi
kania,kaɲa
narabiać,narabjat͡ɕ
podejrzewały,pɔdɛjʐɛvawɨ
przeszkolić,pʂɛʂkɔlit͡ɕ
zbójca,zbujt͡sa
barkarola,barkarɔla
soliła,sɔliwa
afazja,afazja
prawdziwi,pravd͡ʑivi
kościec,kɔɕt͡ɕɛt͡s
chruściak,xruɕt͡ɕak
zdąż,zdɔw̃ʂ
zawodność,zavɔdnɔɕt͡ɕ
cioch,t͡ɕɔx
etymologii,ɛtɨmɔlɔɡji
strudel,strudɛl
czuwak,t͡ʂuvak
nijaką,ɲijakɔw̃
bluźnierca,bluʑɲɛrt͡sa
linek,linɛk
gdańskich,ɡdaɲskix
dachówek,daxuvɛk
bakami,bakami
szlichta,ʂlixta
boisku,bɔisku
otaczałam,ɔtat͡ʂawam
akmeista,akmɛista
po,pɔ
cytoplazmatyczny,t͡sɨtɔplazmatɨt͡ʂnɨ
sprzęg,spʂɛŋk
konkretny,kɔŋkrɛtnɨ
sot,sɔt
górskich,ɡurskix
benzoil,bɛnzɔil
parskają,parskajɔw̃
sandwicz,sandvit͡ʂ
jeleniogórski,jɛlɛɲɔɡurski
bażanciarnia,baʐant͡ɕarɲa
bajesz,bajɛʂ
krukami,krukami
aksonometryczny,aksɔnɔmɛtrɨt͡ʂnɨ
bierniejszy,bjɛrɲɛjʂɨ
zaranie,zaraɲɛ
sadowych,sadɔvɨx
zakochanie,zakɔxaɲɛ
odbijanie,ɔdbijaɲɛ
wozignój,vɔʑiɡnuj
dzięciolnik,d͡ʑɛɲt͡ɕɔlɲik
chodziłyby,xɔd͡ʑiwɨbɨ
zamierzony,zamjɛʐɔnɨ
biesa,bjɛsa
kaligrafia,kaliɡrafja
szewczuk,ʂɛft͡ʂuk
bazy,bazɨ
reklam,rɛklam
kapeluszysko,kapɛluʂɨskɔ
stapiano,stapjanɔ
cackanie,t͡sat͡skaɲɛ
firmant,firmant
głosowania,ɡwɔsɔvaɲa
niesterowicz,ɲɛstɛrɔvit͡ʂ
wymierać,vɨmjɛrat͡ɕ
antygrypowy,antɨɡrɨpɔvɨ
kurkus,kurkus
modzelewski,mɔd͡zɛlɛfski
nalepa,nalɛpa
zadanie,zadaɲɛ
opadały,ɔpadawɨ
przedsiębiorczy,pʂɛtɕɛmbjɔrt͡ʂɨ
biegająca,bjɛɡajɔnt͡sa
ochłonąć,ɔxwɔnɔɲt͡ɕ
kwizowy,kfizɔvɨ
oswoić,ɔsfɔit͡ɕ
specjalna,spɛt͡sjalna
fusy,fusɨ
iłołupek,iwɔwupɛk
dreptanie,drɛptaɲɛ
płos,pwɔs
cykuta,t͡sɨkuta
kafarnaum,kafarnawm
mus,mus
kosem,kɔsɛm
budowała,budɔvawa
indianin,indjaɲin
kierowniczka,kjɛrɔvɲit͡ʂka
wezdmie,vɛzdmjɛ
zaaprowidowalibyście,zaaprɔvidɔvalibɨɕt͡ɕɛ
potrzebowalibyśmy,pɔtʂɛbɔvalibɨɕmɨ
urywanie,urɨvaɲɛ
świniemu,ɕfiɲɛmu
palatalny,palatalnɨ
elokwentny,ɛlɔkfɛntnɨ
bestialsko,bɛstjalskɔ
zguba,zɡuba
południowoafrykańskiego,pɔwudɲɔvɔafrɨkaɲskjɛɡɔ
symulujcie,sɨmulujt͡ɕɛ
ripostuję,ripɔstujɛ
hrabiątko,xrabjɔntkɔ
podleśny,pɔdlɛɕnɨ
czyj,t͡ʂɨj
wośkowiak,vɔɕkɔvjak
pustelnik,pustɛlɲik
fart,fart
skręty,skrɛntɨ
ripostowałaby,ripɔstɔvawabɨ
walina,valina
zawierający,zavjɛrajɔnt͡sɨ
loch,lɔx
rezerwowałybyśmy,rɛzɛrvɔvawɨbɨɕmɨ
konsjerż,kɔnsjɛrʂ
balangowicz,balaŋɡɔvit͡ʂ
reżym,rɛʐɨm
zawrzeć,zavʐɛt͡ɕ
balaska,balaska
pocałować,pɔt͡sawɔvat͡ɕ
zakamarku,zakamarku
pilnie,pilɲɛ
zgrzewka,zɡʐɛfka
komunikacyjny,kɔmuɲikat͡sɨjnɨ
uprzedmiotawiać,upʂɛdmjɔtavjat͡ɕ
arfowanie,arfɔvaɲɛ
podniosły,pɔdɲɔswɨ
łęgi,wɛŋɡi
chrum,xrum
