くろかみ,kɯ̟ᵝɾo̞ka̠mʲi
あじわう,a̠ʑiɰᵝa̠ɯ̟ᵝ
しょっかん,ɕo̞k̚kã̠ɴ
ごうかん,ɡo̞ːkã̠ɴ
おうごろし,o̞ːɡo̞ɾo̞ɕi
かなん,ka̠nã̠ɴ
くいしばる,kɯ̟ᵝiɕiba̠ɾɯ̟ᵝ
しぜんほう,ɕizẽ̞ɰ̃ho̞ː
しつじゅん,ɕit͡sɨᵝʑɨ̃ᵝɴ
かつ,ka̠t͡sɨᵝ
うちぎ,ɯ̟ᵝt͡ɕiɡʲi
こまち,ko̞ma̠t͡ɕi
じゅうざい,d͡ʑɨᵝːza̠i
い,i
くもひとで,kɯ̟ᵝmo̞çi̥to̞de̞
しゅんしゅう,ɕɨ̃ᵝɰ̃ɕɨᵝː
いちげんろん,it͡ɕiɡẽ̞nɾõ̞ɴ
うちあわせ,ɯ̟ᵝt͡ɕia̠ɰᵝa̠se̞
あぎとう,a̠ɡʲito̞ː
おいちらす,o̞it͡ɕiɾa̠sɨᵝ
いかん,ikã̠ɴ
こうかいぞうど,ko̞ːka̠izo̞ːdo̞
たま,ɡɯ̟ᵝː
おりがた,o̞ɾʲiɡa̠ta̠
けんぞく,kẽ̞nd͡zo̞kɯ̟ᵝ
おまえたち,o̞ma̠e̞ta̠t͡ɕi
えげ,e̞ɡe̞
さくじょ,sa̠kɯ̟ᵝʑo̞
じゃきょう,d͡ʑa̠kʲo̞ː
けんあん,kẽ̞ɰ̃ã̠ɴ
かもしだ,ka̠mo̞ɕida̠
けんじろう,kẽ̞ɲ̟d͡ʑiɾo̞ː
じあん,d͡ʑiã̠ɴ
うずら,ɯ̟ᵝzɨᵝɾa̠
かなえ,ka̠na̠e̞
じょうがくこつ,d͡ʑo̞ːɡa̠kɯ̟̊ᵝko̞t͡sɨᵝ
しょめい,ɕo̞me̞ː
かきはん,ka̠kʲihã̠ɴ
きがい,kʲiɡa̠i
しょうが,ɕo̞ːɡa̠
かんさい,kã̠ɰ̃sa̠i
いっしょく,iɕːo̞kɯ̟ᵝ
じろう,d͡ʑiɾo̞ː
いのう,ino̞ː
さといも,sa̠to̞imo̞
くじり,kɯ̟ᵝʑiɾʲi
きこう,kʲiko̞ː
あざみ,a̠za̠mʲi
かがり,ka̠ɡa̠ɾʲi
きょうかしょ,kʲo̞ːka̠ɕo̞
おうりょく,o̞ːɾʲo̞kɯ̟ᵝ
けんしこ,kẽ̞ɰ̃ɕi̥ko̞
けいひん,ke̞ːçĩɴ
かいかけきん,ka̠ika̠ke̞kʲĩɴ
しんにゅう,ɕĩɲ̟ɲ̟ɯ̟ᵝː
えんかい,ẽ̞ŋka̠i
さいぜん,sa̠izẽ̞ɴ
あおもり,a̠o̞mo̞ɾʲi
おごそか,o̞ɡo̞so̞ka̠
きょうたく,kʲo̞ːta̠kɯ̟ᵝ
あんま,ã̠mːa̠
きしゅ,kʲiɕɨᵝ
じゅひょう,d͡ʑɨᵝço̞ː
さゆう,sa̠jɯ̟ᵝː
くるしみ,kɯ̟ᵝɾɯ̟ᵝɕimʲi
きのうほう,kʲino̞ːho̞ː
さぎょうぎ,sa̠ɡʲo̞ːɡʲi
しせい,ɕise̞ː
えみこ,e̞mʲiko̞
えさもち,e̞sa̠mo̞t͡ɕi
らっこ,ɾa̠k̚ko̞
ぎょるいがくしゃ,ɡjo̞ɽɯᵝiŋäkɯ̥ᵝɕʲä
さらいしゅう,sa̠ɾa̠iɕɨᵝː
げんきん,ɡẽ̞ŋʲkʲĩɴ
おちゃらかす,o̞t͡ɕa̠ɾa̠ka̠sɨᵝ
こうこう,ko̞ːko̞ː
じゅういち,d͡ʑɨᵝːit͡ɕi
きょ,kʲo̞
かながわけん,ka̠na̠ɡa̠ɰᵝa̠kẽ̞ɴ
じゅだく,d͡ʑɨᵝda̠kɯ̟ᵝ
うわづつみ,ɯ̟ᵝɰᵝa̠zɨᵝt͡sɨᵝmʲi
しゅつにゅうこく,ɕɨᵝt͡sɨᵝɲ̟ɯ̟ᵝːko̞kɯ̟ᵝ
くさ,kɯ̟̊ᵝsa̠
きょうふ,kʲo̞ːɸɯ̟ᵝ
あわせ,a̠ɰᵝa̠se̞
かれる,ka̠ɾe̞ɾɯ̟ᵝ
きせる,kʲi̥se̞ɾɯ̟ᵝ
いきじごく,ikʲiʑiɡo̞kɯ̟ᵝ
じゅうりん,d͡ʑɨᵝːɾʲĩɴ
さがけん,sa̠ɡa̠kẽ̞ɴ
きりさめ,kʲiɾʲisa̠me̞
あいいれる,a̠iiɾe̞ɾɯ̟ᵝ
おうじょうぎわ,o̞ːʑo̞ːɡʲiɰᵝa̠
が,ɡa̠
うえーん,ɯ̟ᵝẽ̞ːɴ
しょっぱい,ɕo̞p̚pa̠i
しゅつがんしゃ,ɕɨᵝt͡sɨᵝɡã̠ɰ̃ɕa̠
かくだんとう,ka̠kɯ̟ᵝdã̠nto̞ː
ごうがい,ɡo̞ːɡa̠i
うら,ɯ̟ᵝɾa̠
いかん,ikã̠ɴ
おわりね,o̞ɰᵝa̠ɾʲine̞
こなた,ko̞na̠ta̠
しなやか,ɕina̠ja̠ka̠
おめかし,o̞me̞ka̠ɕi
がっきゅう,ɡa̠k̚ʲkʲɨᵝː
しゃてい,ɕa̠te̞ː
けいき,ke̞ːkʲi
かわづら,ka̠ɰᵝa̠zɨᵝɾa̠
ゆにゅう,jɯ̟ᵝɲ̟ɯ̟ᵝː
じゅんきょ,d͡ʑɨ̃ᵝŋʲkʲo̞
かんみりょう,kã̠mʲːiɾʲo̞ː
さくらんぼう,sa̠kɯ̟ᵝɾã̠mbo̞ː
いばらきべん,iba̠ɾa̠kʲibẽ̞ɴ
こんごうりん,kõ̞ŋɡo̞ːɾʲĩɴ
きょしゅつきん,kʲo̞ɕɨᵝt͡sɨᵝkʲĩɴ
ざんしん,d͡zã̠ɰ̃ɕĩɴ
げきじょう,ɡe̞kʲiʑo̞ː
いきごむ,ikʲiɡo̞mɯ̟ᵝ
おおっぴら,o̞ːp̚ʲpʲiɾa̠
しょうたい,ɕo̞ːta̠i
しょう,ɕo̞ː
あお,a̠o̞
おうえんだん,o̞ːẽ̞ndã̠ɴ
さんご,sã̠ɴŋo̞
じっちょう,d͡ʑit̚t͡ɕo̞ː
しつ,ɕit͡sɨᵝ
かじ,ka̠ʑi
しょう,ɕo̞ː
かばう,ka̠ba̠ɯ̟ᵝ
あけっぱ,a̠ke̞p̚pa̠
かまける,ka̠ma̠ke̞ɾɯ̟ᵝ
かつじしょたい,ka̠t͡sɨᵝʑiɕo̞ta̠i
あひる,a̠çiɾɯ̟ᵝ
じょうれん,d͡ʑo̞ːɾẽ̞ɴ
げんしょうがく,ɡẽ̞ɰ̃ɕo̞ːɡa̠kɯ̟ᵝ
くべつ,kɯ̟ᵝbe̞t͡sɨᵝ
こけおどし,ko̞ke̞o̞do̞ɕi
こきゅう,ko̞kʲɨᵝː
きんしょう,kʲĩɰ̃ɕo̞ː
けいた,ke̞ːta̠
けん,kẽ̞ɴ
けいし,ke̞ːɕi
こみんか,ko̞mʲĩŋka̠
きゃっかんてき,kʲa̠k̚kã̠nte̞kʲi
しゃさいき,ɕa̠sa̠ikʲi
おいばら,o̞iba̠ɾa̠
かみやすり,ka̠mʲija̠sɨᵝɾʲi
わきが,ɰᵝa̠kʲiɡa̠
しょくほうじだい,ɕo̞kɯ̟ᵝho̞ːʑida̠i
うちもらす,ɯ̟ᵝt͡ɕimo̞ɾa̠sɨᵝ
うちゅうたんさ,ɯ̟ᵝt͡ɕɨᵝːtã̠ɰ̃sa̠
じまんばなし,d͡ʑimã̠mba̠na̠ɕi
しばる,ɕiba̠ɾɯ̟ᵝ
しょっき,ɕo̞k̚ʲkʲi
さくらもち,sa̠kɯ̟ᵝɾa̠mo̞t͡ɕi
きゅうしょく,kʲɨᵝːɕo̞kɯ̟ᵝ
ぎんぱつ,ɡʲĩmpa̠t͡sɨᵝ
げんかく,ɡẽ̞ŋka̠kɯ̟ᵝ
かきのこす,ka̠kʲino̞ko̞sɨᵝ
かぶと,ka̠bɯ̟ᵝto̞
きょとん,kʲo̞tõ̞ɴ
えりか,e̞ɾʲika̠
がくひ,ɡa̠kɯ̟ᵝçi
くにつかみ,kɯ̟ᵝɲ̟it͡sɨᵝka̠mʲi
こうてい,ko̞ːte̞ː
こころくばり,ko̞ko̞ɾo̞kɯ̟ᵝba̠ɾʲi
かわいるか,ka̠ɰᵝa̠iɾɯ̟ᵝka̠
じゅうけいてい,d͡ʑɨᵝːke̞ːte̞ː
かます,ka̠ma̠sɨᵝ
くびながりゅう,kɯ̟ᵝbʲina̠ɡa̠ɾʲɨᵝː
さかた,sa̠ka̠ta̠
いんさん,ĩɰ̃sã̠ɴ
しゃみせんがい,ɕa̠mʲisẽ̞ŋɡa̠i
えんご,ẽ̞ŋɡo̞
おてぃんてぃん,o̞tʲĩntʲĩɴ
しょえん,ɕo̞ẽ̞ɴ
さんぱくがん,sã̠mpa̠kɯ̟ᵝɡã̠ɴ
えいり,e̞ːɾʲi
がんか,ɡã̠ŋka̠
きべい,kʲibe̞ː
こちゃ,ko̞t͡ɕa̠
けど,ke̞do̞
じゅふ,d͡ʑɨᵝɸɯ̟ᵝ
こうかくろう,ko̞ːka̠kɯ̟ᵝɾo̞ː
しゅってん,ɕɨᵝt̚tẽ̞ɴ
けしかす,ke̞ɕika̠sɨᵝ
さしかかる,sa̠ɕika̠ka̠ɾɯ̟ᵝ
しゅうらく,ɕɨᵝːɾa̠kɯ̟ᵝ
あんかけ,ã̠ŋka̠ke̞
じみこ,d͡ʑimʲiko̞
いたずら,ita̠zɨᵝɾa̠
こうしん,ko̞ːɕĩɴ
かんじゅ,kã̠ɲ̟d͡ʑɨᵝ
かんてん,kã̠ntẽ̞ɴ
ごうしゅう,ɡo̞ːɕɨᵝː
しんはつばい,ɕĩɰ̃ha̠t͡sɨᵝba̠i
あかぐろい,a̠ka̠ɡɯ̟ᵝɾo̞i
げんせき,ɡẽ̞ɰ̃se̞kʲi
かりくび,ka̠ɾʲikɯ̟ᵝbʲi
ことたる,ko̞to̞ta̠ɾɯ̟ᵝ
ことどり,ko̞to̞do̞ɾʲi
ぐゎ,ɡɰᵝa̠
きょしゅつ,kʲo̞ɕɨᵝt͡sɨᵝ
かぶしきがいしゃ,ka̠bɯ̟ᵝɕi̥kʲiɡa̠iɕa̠
いちかばちか,it͡ɕika̠ba̠t͡ɕika̠
しきもう,ɕikʲimo̞ː
じゅけん,d͡ʑɨᵝkẽ̞ɴ
じじばば,d͡ʑiʑiba̠ba̠
きじゅうき,kʲiʑɨᵝːkʲi
こうえん,ko̞ːẽ̞ɴ
うるおう,ɯ̟ᵝɾɯ̟ᵝo̞ː
ぐんしょう,ɡɯ̟̃ᵝɰ̃ɕo̞ː
かふ,ka̠ɸɯ̟ᵝ
ぎじゅつ,ɡʲiʑɨᵝt͡sɨᵝ
しめっぽい,ɕime̞p̚po̞i
あかぶどうしゅ,a̠ka̠bɯ̟ᵝdo̞ːɕɨᵝ
おおい,o̞ːi
さんげ,sã̠ŋɡe̞
しょうしゃ,ɕo̞ːɕa̠
えびたい,e̞bʲita̠i
こたい,ko̞ta̠i
しんぴつ,ɕĩmpʲit͡sɨᵝ
じょそうざい,d͡ʑo̞so̞ːza̠i
さび,sa̠bʲi
けんじ,kẽ̞ɲ̟d͡ʑi
ざんど,d͡zã̠ndo̞
いぶつ,ibɯ̟ᵝt͡sɨᵝ
こくど,ko̞kɯ̟ᵝdo̞
おまえ,o̞ma̠e̞
さくらにく,sa̠kɯ̟ᵝɾa̠ɲ̟ikɯ̟ᵝ
ごず,ɡo̞zɨᵝ
じんち,d͡ʑĩɲ̟t͡ɕi
くびかせ,kɯ̟ᵝbʲika̠se̞
さるがく,sa̠ɾɯ̟ᵝɡa̠kɯ̟ᵝ
しょうしょ,ɕo̞ːɕo̞
ししょく,ɕiɕo̞kɯ̟ᵝ
しんせかいざる,ɕĩɰ̃se̞ka̠iza̠ɾɯ̟ᵝ
さくらい,sa̠kɯ̟ᵝɾa̠i
いちやく,it͡ɕija̠kɯ̟ᵝ
うどのき,ɯ̟ᵝdo̞no̞kʲi
じぼ,d͡ʑibo̞
けっきゅう,ke̞k̚ʲkʲɨᵝː
しんこうは,ɕĩŋko̞ːha̠
いな,ina̠
みやぎ,mʲija̠ɡʲi
ききだす,kʲikʲida̠sɨᵝ
しんくうかん,ɕĩŋkɯ̟ᵝːkã̠ɴ
かいとう,ka̠ito̞ː
じゅうあく,d͡ʑɨᵝːa̠kɯ̟ᵝ
かたがわり,ka̠ta̠ɡa̠ɰᵝa̠ɾʲi
けいおんき,ke̞ːõ̞ŋʲkʲi
かくし,ka̠kɯ̟ᵝɕi
かちくか,ka̠t͡ɕikɯ̟ᵝka̠
さてい,sa̠te̞ː
かんじょうだかい,kã̠ɲ̟d͡ʑo̞ːda̠ka̠i
がんさく,ɡã̠ɰ̃sa̠kɯ̟ᵝ
しめつ,ɕime̞t͡sɨᵝ
こんぜつ,kõ̞nd͡ze̞t͡sɨᵝ
じろん,d͡ʑiɾõ̞ɴ
かいごしゃ,ka̠iɡo̞ɕa̠
えんせん,ẽ̞ɰ̃sẽ̞ɴ
こくはつ,ko̞kɯ̟ᵝha̠t͡sɨᵝ
さいるい,sa̠iɾɯ̟ᵝi
かくせい,ka̠kɯ̟ᵝse̞ː
グッズ,ɡɯ̟ᵝd̚d͡zɨᵝ
きょうつうてん,kʲo̞ːt͡sɨᵝːtẽ̞ɴ
しゅっさん,ɕɨᵝsːã̠ɴ
ざんとう,d͡zã̠nto̞ː
しょうてい,ɕo̞ːte̞ː
うりとばす,ɯ̟ᵝɾʲito̞ba̠sɨᵝ
ざんりょう,d͡zã̠nɾʲo̞ː
かいらく,ka̠iɾa̠kɯ̟ᵝ
こうせん,ko̞ːsẽ̞ɴ
おうこく,o̞ːko̞kɯ̟ᵝ
く𛅐,kɰᵝi
しんしつ,ɕĩɰ̃ɕi̥t͡sɨᵝ
かたん,ka̠tã̠ɴ
しはん,ɕihã̠ɴ
こうとう,ko̞ːto̞ː
あじわい,a̠ʑiɰᵝa̠i
げんこく,ɡẽ̞ŋko̞kɯ̟ᵝ
あかんべえ,a̠kã̠mbe̞ː
あぎゃん,a̠ɡʲã̠ɴ
きほう,kʲiho̞ː
しんぜん,ɕĩnd͡zẽ̞ɴ
あやまる,a̠ja̠ma̠ɾɯ̟ᵝ
がんそ,ɡã̠ɰ̃so̞
いきぐるしい,ikʲiɡɯ̟ᵝɾɯ̟ᵝɕiː
きゅうえん,kʲɨᵝːẽ̞ɴ
しへん,ɕihẽ̞ɴ
かちょうふうげつ,ka̠t͡ɕo̞ːɸɯ̟ᵝːɡe̞t͡sɨᵝ
あおうなばら,a̠o̞ɯ̟ᵝna̠ba̠ɾa̠
こうきんせい,ko̞ːkʲĩɰ̃se̞ː
けあな,ke̞a̠na̠
いいはなつ,iiha̠na̠t͡sɨᵝ
げきやす,ɡe̞kʲija̠sɨᵝ
しょはん,ɕo̞hã̠ɴ
おでかけ,o̞de̞ka̠ke̞
いっけん,ik̚kẽ̞ɴ
かね,ka̠ne̞
いのう,ino̞ː
あさぶろ,a̠sa̠bɯ̟ᵝɾo̞
みつぐ,mʲit͡sɨᵝɡɯ̟ᵝ
いさちる,isa̠t͡ɕiɾɯ̟ᵝ
かすい,ka̠sɨᵝi
きちむ,kʲit͡ɕimɯ̟ᵝ
うえちち,ɯ̟ᵝe̞t͡ɕit͡ɕi
きゅうりょう,kʲɨᵝːɾʲo̞ː
うれえる,ɯ̟ᵝɾe̞e̞ɾɯ̟ᵝ
けんれんたいしょう,kẽ̞nɾẽ̞nta̠iɕo̞ː
えぼしどり,e̞bo̞ɕido̞ɾʲi
こはん,ko̞hã̠ɴ
きゅうよ,kʲɨᵝːjo̞
ごてんば,ɡo̞tẽ̞mba̠
しきゅう,ɕikʲɨᵝː
しりょう,ɕiɾʲo̞ː
ごげんてき,ɡo̞ɡẽ̞nte̞kʲi
げきから,ɡe̞kʲika̠ɾa̠
ことわり,ko̞to̞ɰᵝa̠ɾʲi
くろふく,kɯ̟ᵝɾo̞ɸɯ̟ᵝkɯ̟ᵝ
おまきざる,o̞ma̠kʲiza̠ɾɯ̟ᵝ
かしょう,ka̠ɕo̞ː
ぐせい,ɡɯ̟ᵝse̞ː
えきでん,e̞kʲidẽ̞ɴ
かしつ,ka̠ɕit͡sɨᵝ
しんど,ɕĩndo̞
こはば,ko̞ha̠ba̠
じょすう,d͡ʑo̞sɨᵝː
げいゆ,ɡe̞ːjɯ̟ᵝ
じきでん,d͡ʑikʲidẽ̞ɴ
じごう,d͡ʑiɡo̞ː
こうらん,ko̞ːɾã̠ɴ
くびれる,kɯ̟ᵝbʲiɾe̞ɾɯ̟ᵝ
じょうしき,d͡ʑo̞ːɕikʲi
しかい,ɕika̠i
しきじゃく,ɕikʲiʑa̠kɯ̟ᵝ
きゅうきゅう,kʲɨᵝːkʲɨᵝː
ぐっと,ɡɯ̟ᵝt̚to̞
しょとくぜい,ɕo̞to̞kɯ̟ᵝze̞ː
どう,do̞ː
しょくたく,ɕo̞kɯ̟ᵝta̠kɯ̟ᵝ
しゅうれい,ɕɨᵝːɾe̞ː
あとおし,a̠to̞o̞ɕi
しつ,ɕi̥t͡sɨᵝ
しちけん,ɕit͡ɕikẽ̞ɴ
こくべつ,ko̞kɯ̟ᵝbe̞t͡sɨᵝ
じゅごん,d͡ʑɨᵝɡõ̞ɴ
しゅくぼう,ɕɨᵝkɯ̟ᵝbo̞ː
しゃたく,ɕa̠ta̠kɯ̟ᵝ
くそたれ,kɯ̟ᵝso̞ta̠ɾe̞
じゅうじか,d͡ʑɨᵝːʑika̠
うたがい,ɯ̟ᵝta̠ɡa̠i
じゅんしょく,d͡ʑɨ̃ᵝɰ̃ɕo̞kɯ̟ᵝ
いんとうおん,ĩnto̞ːõ̞ɴ
しんにょ,ɕĩɲ̟ɲ̟o̞
あざむく,a̠za̠mɯ̟ᵝkɯ̟ᵝ
いざる,iza̠ɾɯ̟ᵝ
こじん,ko̞ʑĩɴ
しつげん,ɕit͡sɨᵝɡẽ̞ɴ
かき,ka̠kʲi
しんちゃく,ɕĩɲ̟t͡ɕa̠kɯ̟ᵝ
しあん,ɕiã̠ɴ
おぞましい,o̞zo̞ma̠ɕiː
さっきゅう,sa̠k̚ʲkʲɨᵝː
あわだち,a̠ɰᵝa̠da̠t͡ɕi
こうぶつ,ko̞ːbɯ̟ᵝt͡sɨᵝ
きくらげ,kʲikɯ̟ᵝɾa̠ɡe̞
おうぎ,o̞ːɡʲi
いみ,imʲi
おもいまどう,o̞mo̞ima̠do̞ː
うらど,ɯ̟ᵝɾa̠do̞
がそん,ɡa̠sõ̞ɴ
うすあかり,ɯ̟ᵝsɨᵝa̠ka̠ɾʲi
ぎゃくばり,ɡʲa̠kɯ̟ᵝba̠ɾʲi
うるし,ɯ̟ᵝɾɯ̟ᵝɕi
かんぷう,kã̠mpɯ̟ᵝː
しゅうちゅう,ɕɨᵝːt͡ɕɨᵝː
えき,e̞kʲi
くでん,kɯ̟ᵝdẽ̞ɴ
おもんずる,o̞mõ̞nd͡zɨᵝɾɯ̟ᵝ
がいはく,ɡa̠iha̠kɯ̟ᵝ
さわのぼり,sa̠ɰᵝa̠no̞bo̞ɾʲi
じゅういつ,d͡ʑɨᵝːit͡sɨᵝ
かんのう,kã̠ɰ̃o̞ː
しょかんせん,ɕo̞kã̠ɰ̃sẽ̞ɴ
けいぶ,ke̞ːbɯ̟ᵝ
ごかい,ɡo̞ka̠i
ぎゃくさいせい,ɡʲa̠kɯ̟ᵝsa̠ise̞ː
たわごと,ta̠ɰᵝa̠ɡo̞to̞
しろこうじ,ɕiɾo̞ko̞ːʑi
ぎめい,ɡʲime̞ː
こなす,ko̞na̠sɨᵝ
およそ,o̞jo̞so̞
しん,ɕĩɴ
おる,o̞ɾɯ̟ᵝ
おうばくしゅう,o̞ːba̠kɯ̟ᵝɕɨᵝː
さいする,sa̠isɨᵝɾɯ̟ᵝ
おおつき,o̞ːt͡sɨᵝkʲi
おぼっちゃん,o̞bo̞t̚t͡ɕã̠ɴ
ジー,d͡ʑiː
しょうき,ɕo̞ːkʲi
べいこく,be̞ːko̞kɯ̟ᵝ
かける,ka̠ke̞ɾɯ̟ᵝ
じゅうしょう,d͡ʑɨᵝːɕo̞ː
じゅうしん,d͡ʑɨᵝːɕĩɴ
いたきゃく,ita̠kʲa̠kɯ̟ᵝ
ささおか,sa̠sa̠o̞ka̠
あいけん,a̠ikẽ̞ɴ
ごよう,ɡo̞jo̞ː
しとやか,ɕito̞ja̠ka̠
じてん,d͡ʑitẽ̞ɴ
じくう,d͡ʑikɯ̟ᵝː
かはん,ka̠hã̠ɴ
さた,sa̠ta̠
こづち,ko̞zɨᵝt͡ɕi
うんどうりょう,ɯ̟̃ᵝndo̞ːɾʲo̞ː
えし,e̞ɕi
くちさびしい,kɯ̟ᵝt͡ɕisa̠bʲiɕiː
かちゅう,ka̠t͡ɕɨᵝː
こうきあつ,ko̞ːkʲia̠t͡sɨᵝ
み,mʲi
かんがえこむ,kã̠ŋɡa̠e̞ko̞mɯ̟ᵝ
えい,e̞ː
さきばら,sa̠kʲiba̠ɾa̠
きもだめし,kʲimo̞da̠me̞ɕi
きょりゅう,kʲo̞ɾʲɨᵝː
がんひらき,ɡã̠ɰ̃çiɾa̠kʲi
よい,jo̞i
ぼや,bo̞ja̠
ごさん,ɡo̞sã̠ɴ
しゅくしょ,ɕɨᵝkɯ̟̊ᵝɕo̞
おろそか,o̞ɾo̞so̞ka̠
おもむく,o̞mo̞mɯ̟ᵝkɯ̟ᵝ
さんけい,sã̠ŋke̞ː
かん,kã̠ɴ
いんりつ,ĩnɾʲit͡sɨᵝ
いっせん,isːẽ̞ɴ
しんすい,ɕĩɰ̃sɨᵝi
じっしょく,d͡ʑiɕːo̞kɯ̟ᵝ
くら,kɯ̟ᵝɾa̠
こづか,ko̞zɨᵝka̠
かいしん,ka̠iɕĩɴ
かそくどびょう,ka̠so̞kɯ̟ᵝdo̞bʲo̞ː
けん,kẽ̞ɴ
かわぐも,ka̠ɰᵝa̠ɡɯ̟ᵝmo̞
おもろい,o̞mo̞ɾo̞i
きょうざめる,kʲo̞ːza̠me̞ɾɯ̟ᵝ
こうどくりょう,ko̞ːdo̞kɯ̟ᵝɾʲo̞ː
いわ,iɰᵝa̠
こしつき,ko̞ɕit͡sɨᵝkʲi
あらまし,a̠ɾa̠ma̠ɕi
あしざま,a̠ɕiza̠ma̠
けた,ke̞ta̠
さなだむし,sa̠na̠da̠mɯ̟ᵝɕi
げんがく,ɡẽ̞ŋɡa̠kɯ̟ᵝ
こばしり,ko̞ba̠ɕiɾʲi
じく,d͡ʑikɯ̟ᵝ
きよめる,kʲijo̞me̞ɾɯ̟ᵝ
こんこう,kõ̞ŋko̞ː
きょうりょく,kʲo̞ːɾʲo̞kɯ̟ᵝ
しんそつ,ɕĩɰ̃so̞t͡sɨᵝ
しゃくやく,ɕa̠kɯ̟ᵝja̠kɯ̟ᵝ
しち,ɕit͡ɕi
おもいきや,o̞mo̞ikʲija̠
ごうりてき,ɡo̞ːɾʲite̞kʲi
じょうこ,d͡ʑo̞ːko̞
あやす,a̠ja̠sɨᵝ
く,kɯ̟ᵝ
せいぜん,se̞ːzẽ̞ɴ
かくつく,ka̠kɯ̟ᵝt͡sɨᵝkɯ̟ᵝ
きりぎりす,kʲiɾʲiɡʲiɾʲisɨᵝ
いあつ,ia̠t͡sɨᵝ
かい,ka̠i
しょうらん,ɕo̞ːɾã̠ɴ
しもはんき,ɕimo̞hã̠ŋʲkʲi
けんしょう,kẽ̞ɰ̃ɕo̞ː
けんあん,kẽ̞ɰ̃ã̠ɴ
さくらだ,sa̠kɯ̟ᵝɾa̠da̠
からまつ,ka̠ɾa̠ma̠t͡sɨᵝ
か,ka̠
うそくさい,ɯ̟ᵝso̞kɯ̟ᵝsa̠i
さくらい,sa̠kɯ̟ᵝɾa̠i
あかし,a̠ka̠ɕi
したしむ,ɕita̠ɕimɯ̟ᵝ
さえ,sa̠e̞
いさましい,isa̠ma̠ɕii
くいさがる,kɯ̟ᵝisa̠ɡa̠ɾɯ̟ᵝ
じゅんこ,d͡ʑɨ̃ᵝŋko̞
えんらい,ẽ̞nɾa̠i
きゅうそく,kʲɨᵝːso̞kɯ̟ᵝ
ごしゅうしょうさまです,ɡo̞ɕɨᵝːɕo̞ːsa̠ma̠de̞sɨᵝ
じょうこう,d͡ʑo̞ːko̞ː
こくん,ko̞kɯ̟̃ᵝɴ
だいよんき,da̠i
くいしんぼう,kɯ̟ᵝiɕĩmbo̞ː
こどもべやおじさん,ko̞do̞mo̞be̞ja̠o̞ʑisã̠ɴ
じゅか,d͡ʑɨᵝka̠
ぐっすり,ɡɯ̟ᵝsːɯ̟ᵝɾʲi
きじん,kʲiʑĩɴ
こがっき,ko̞ɡa̠k̚ʲkʲi
ごくふり,ɡo̞kɯ̟ᵝɸɯ̟ᵝɾʲi
げんそうきょく,ɡẽ̞ɰ̃so̞ːkʲo̞kɯ̟ᵝ
こよい,ko̞jo̞i
きゃぴ,kʲa̠pʲi
しんぐん,ɕĩŋɡɯ̟̃ᵝɴ
えいい,e̞iː
しょし,ɕo̞ɕi
あいぞうばん,a̠izo̞ːbã̠ɴ
しょくしょ,ɕo̞kɯ̟ᵝɕo̞
おおかみおんな,o̞ːka̠mʲiõ̞nːa̠
きやまち,kʲija̠ma̠t͡ɕi
けつぎ,ke̞t͡sɨᵝɡʲi
あわもり,a̠ɰᵝa̠mo̞ɾʲi
いらっしゃいませ,iɾa̠ɕːa̠ima̠se̞
しんそつ,ɕĩɰ̃so̞t͡sɨᵝ
おいてけぼり,o̞ite̞ke̞bo̞ɾʲi
こん,kõ̞ɴ
いわた,iɰᵝa̠ta̠
あさばん,a̠sa̠bã̠ɴ
けっこんしき,ke̞k̚kõ̞ɰ̃ɕikʲi
あんちょく,ã̠ɲ̟t͡ɕo̞kɯ̟ᵝ
しが,ɕiɡa̠
せい,se̞ː
がんめん,ɡã̠mːẽ̞ɴ
かいどく,ka̠ido̞kɯ̟ᵝ
あいしゃ,a̠iɕa̠
からなし,ka̠ɾa̠na̠ɕi
おくば,o̞kɯ̟ᵝba̠
けんかく,kẽ̞ŋka̠kɯ̟ᵝ
じょうこう,d͡ʑo̞ːko̞ː
かんか,kã̠ŋka̠
じょし,d͡ʑo̞ɕi
う,ɯ̟ᵝ
あとまわし,a̠to̞ma̠ɰᵝa̠ɕi
さっそく,sa̠sːo̞kɯ̟ᵝ
ごじ,ɡo̞ʑi
じょうび,d͡ʑo̞ːbʲi
いし,iɕi
かこぶんし,ka̠ko̞bɯ̟̃ᵝɰ̃ɕi
しんぶんし,ɕĩmbɯ̟̃ᵝɰ̃ɕi
じゃ,d͡ʑa̠
じゅっこう,d͡ʑɨᵝk̚ko̞ː
いも,imo̞
さみだれ,sa̠mʲida̠ɾe̞
けなげ,ke̞na̠ɡe̞
あいかた,a̠ika̠ta̠
ありやす,a̠ɾʲija̠sɨᵝ
しゃくる,ɕa̠kɯ̟ᵝɾɯ̟ᵝ
きき,kʲikʲi
えんがん,ẽ̞ŋɡã̠ɴ
しょうのう,ɕo̞ːno̞ː
こうとう,ko̞ːto̞ː
しゅうかん,ɕɨᵝːkã̠ɴ
けいほうき,ke̞ːho̞ːkʲi
おさけ,o̞sa̠ke̞
こくひ,ko̞kɯ̟ᵝçi
しほう,ɕiho̞ː
こしぬけ,ko̞ɕinɯ̟ᵝke̞
こもごも,ko̞mo̞ɡo̞mo̞
けんとう,kẽ̞nto̞ː
