wirkmächtig,vɪʁkmɛçtɪç
schalenweichtier,ʃaːlənvaɪ̯çtiːɐ̯
liebesgedichtes,liːbəsɡədɪçtəs
paläoproterozoikum,palɛopʁoteʁotsoːikʊm
wucherblumen,vuːxɐbluːmən
amorette,amoʁɛtə
sauerstoffflasche,za͜uɐʃtɔflaʃə
dünnflüssig,dʏnflʏsɪk
armbrustschützen,aʁmbrʊstʃʏtsən
toches,tɔxəs
achtundvierzigjährige,axtʊntfɪɐ̯t͡sɪçjɛːʁɪɡə
angstgefühl,aŋstɡəfyːl
achtzehnecke,axtseːnɛkə
schwindsucht,ʃvɪntzʊxt
schloss,ʃlɔs
zerstreuen,tsɐʃtʁɔɪ̯ən
bestandserhaltung,bəʃtantsɛɐ̯haltʊŋ
schwur,ʃvuːr
käfers,keːfɐs
sensenmann,zɛnzənman
papi,papi
befestigen,bəfɛstɪɡən
ampel,ʔampəl
unspielbar,ʊnʃpiːlbaːɐ̯
fadisieren,fad̥isiːɐ̯n
hauswesen,haʊ̯sveːzn̩
oberin,oːbəʁɪn
joghurtbecher,joːɡʊʁtbɛçɐ
bienenstachel,biːnənʃtaxl̩
klammeraffe,klamɐʔafə
orange,oʁaŋʃ
entwurfs,ɛntvʊʁfs
defragmentieren,defrakmɛntiːɐ̯n
geschwindigkeitsmessers,ɡəʃvɪndɪçkaɪ̯tsmɛsɐs
moskauerin,mɔskaʊ̯əʁɪn
vieleck,fiːlɛk
nachrichtenorientiert,naːχʁɪçtənoʁi̯ɛntiːɐ̯t
spülmaschine,ʃpyːlmaʃiːnə
torten,tɔɐ̯tn̩
sechzigjährig,zɛçt͡sɪçjɛːʁɪç
schwanen,ʃvaːnən
homoglyph,homoɡlyːf
gib,ɡiːp
abholung,aphoːlʊŋ
brieftaschen,bʁiːftaʃn̩
unkraut,ʊnkʁaʊ̯t
südafrikaner,zyːtʔafʁikaːnɐ
fährt,fɛːrt
mienen,miːnən
akazie,akaːt͡siə
islamologen,ɪslaːmoloːɡŋ̩
abzwingen,apt͡svɪŋən
zugrunde,t͡suɡʁʊndə
funkemariechen,fʊŋkəmaʁiːçən
begeisterungsfähig,bəɡaɪ̯stəʁʊŋsfɛːɪç
sechsundzwanzigster,zɛksʊntt͡svant͡sɪçstɐ
vorreiter,foːɐ̯ʁaɪ̯tɐ
waschbecken,vaʃbɛkən
heuriger,hɔʏ̯ʁɪɡɐ
schwanger,ʃvaŋər
drogenhändlern,dʁoːɡn̩hɛndlɐn
karfreitag,kaːɐ̯fraitaːk
bednarz,beːtnaʁts
salzarm,zalt͡sʔaʁm
fond,fõː
unglaublich,ʊnɡlau̯plɪç
schlüsselgewalt,ʃlʏsl̩ɡəvalt
kittchen,kɪtçən
schriftzeichen,ʃʁɪftt͡saɪ̯çn̩
überfahren,yːbɐfaːʁən
schöneres,ʃøːnəʁəs
zufallsvariablen,tsuːfalsvaʁiaːblən
leid,laɪ̯t
kühlketten,kyːlkɛtn̩
lot,loːt
unbeeinflusst,ʊnbəʔaɪ̯nflʊst
elektrolokomotive,elɛktʁolokomotiːvə
radsatzes,ʁaːtzat͡səs
minutentakt,minuːtn̩takt
kunststoff,kʊnstʃtɔf
verwunderung,fɛʁvʊndəʁʊŋ
gasbeleuchtung,ɡaːsbəlɔɪ̯çtʊŋ
zehntägig,t͡seːntɛːɡɪç
bundestagswahl,bʊndəstaːksvaːl
käsemilbe,keːzəmɪlbə
gabun,ɡabuːn
icke,ɪkə
geile,ɡaɪ̯lə
kopftuchmädchen,kɔp͡ftuːxmɛːtçən
pfefferminze,pfɛfɐmɪnt͡sə
bismarck,bɪsmaʁk
taiga,taɪ̯ɡa
beschönigung,bəʃøːnɪɡʊŋ
wandschränke,vantʃʁɛŋkə
fünfundachtzig,fʏmm̩axt͡sɪk
agon,aɡoːn
präpotent,pʁɛːpotɛnt
gürtelschlaufe,ɡʏʁtəlʃlaʊ̯fə
kobra,koːbʁa
meerschweinchen,meːɐ̯ʃvaɪ̯nçən
einwecker,aɪ̯nvɛkɐ
unterernährt,ʊntɐʔɛɐ̯nɛːɐ̯t
bakterium,bakteːʁi̯ʊm
silberfischchen,zɪlbɐfɪʃçən
säbelbeinig,zeːbl̩baɪ̯nɪç
vogelschutzgebiete,foːɡl̩ʃʊt͡sɡəbiːtə
brauner,bʁaʊ̯nɐ
traktat,tʁaktaːt
ausweislich,aʊ̯svaɪ̯slɪç
betätigen,bəteːtɪɡən
bearbeitung,bəʔaʁbaɪ̯tʊŋ
blättchen,blɛtçn̩
medizinerinnen,medit͡siːnəʁɪnən
schwan,ʃvaːn
umfaller,ʊmfalɐ
methusalem,metuːzalɛm
plastikteller,plastɪktɛlɐ
haars,haːɐ̯s
forsthäuschen,fɔʁsthɔɪ̯sçən
hexenmeister,hɛksn̩maɪ̯stɐ
spiegelei,ʃpiɡəlaɪ̯
ausrüstung,aʊ̯sʁʏstʊŋ
spieltheorie,ʃpiːlteoʁiː
sonnenstrahl,zɔnənʃtʁaːl
wohnlage,voːnlaːɡə
werbeartikel,vɛʁbəaʁtiːkl̩
einstündig,aɪ̯nʃtʏndɪk
kurzwarenladens,kʊʁt͡svaːʁənlaːdəns
machtvakuum,maxtvaːkuʊm
puppenspielerin,pʊpənʃpiːlɐʁɪn
tintenfasses,tɪntənfasəs
gammelfleischs,ɡaml̩flaɪ̯ʃs
stotterer,ʃtɔtəʁɐ
unvereinbar,ʊnfɛɐ̯aɪ̯nbaːɐ̯
puderquaste,puːdɐkvastə
gelaber,ɡəlaːbɐ
indonesien,ɪndoneːziən
limnologisch,lɪmnoloːɡɪʃ
undorn,ʌndɔʀn
schuldenberg,ʃʊldn̩bɛʁk
entfreunden,ɛntfrɔɪ̯ntn̩
armförmigem,aʁmfœʁmɪɡəm
wasserkanister,vasɐkanɪstɐ
kiezdeutsch,kiːt͡sdɔɪ̯t͡ʃ
zauberkünstlerinnen,t͡saʊ̯bɐkʏnstləʁɪnən
mangan,maŋɡaːn
hausaltar,haʊ̯sʔaltaːɐ̯
weihrauchschwenker,vaɪ̯ʁaʊ̯xʃvɛŋkɐ
gelage,ɡəlaːɡə
kratzer,kʁatsəʁ
ausgestossenen,aʊ̯sɡəʃtoːsənən
joppen,jɔpn̩
rekord,ʁekɔʁt
zeitrechnung,t͡saɪ̯tʁɛçnʊŋ
blog,blɔk
bombardement,bɔmbardəmã
handlanger,hantlaŋɐ
süffig,zʏfɪç
frei,fʁaɪ̯
geschrien,ɡəʃʁiːən
thermometer,tɛʁmomeːtɐ
beeinflussbar,bəʔaɪ̯nflʊsbaːɐ̯
krisenfest,kʁiːzənfɛst
zauberwalds,tsaʊ̯bərvalts
kotti,kɔti
spekulatius,ʃpekulaːt͡si̯ʊs
späher,ʃpeːɐ
gleichfarbig,ɡlaɪ̯çfaʁbɪç
holub,holup
parken,paʁkən
ausführungen,ʔaʊ̯sfyːʁʊŋən
scheibchenweise,ʃaɪ̯pçənvaɪ̯zə
philharmonie,fɪlhaʁmoniː
durchziehen,dʊʁçtsiːən
ergänzung,ɛɐ̯ɡɛnt͡sʊŋ
forst,fɔrst
geschwind,ɡəʃvɪnt
regenbogenfisches,ʁeːɡŋ̩boːɡŋ̩fɪʃəs
wissenschafterin,vɪsənʃaftɐʁɪn
blumenlädchen,bluːmənlɛːtçən
aufblühen,ʔaʊ̯fblyːən
silberlinge,zɪlbɐlɪŋə
grünflächen,ɡʁyːnflɛçən
habgierig,haːpɡiːʁɪk
liebhaber,liːphaːbɐ
wegbeschreibung,veːkbəʃʁaɪ̯bʊŋ
neununddreissigminütiger,nɔɪ̯nʊntdʁaɪ̯sɪçminyːtɪɡɐ
malaie,malaɪ̯ə
konsequenz,kɔnzekvɛnt͡s
überläufer,yːbɐlɔɪ̯fɐ
prosopografisch,pʁozopoɡʁaːfɪʃ
stromern,ʃtʁoːmɐn
yuppie,japi
wrap,vʁɛp
durchspielen,dʊʁçʃpiːlən
gesetzloser,ɡəzɛtsloːzɐ
hochzeitskleider,hɔxt͡saɪ̯t͡sklaɪ̯dɐ
paywall,pɛɪ̯vɔːl
bummel,bʊməl
baguetteschliffes,baɡɛtʃlɪfəs
lebenshaltung,leːbm̩̩shaltʊŋ
neunundsechzigste,nɔɪ̯nʊntzɛçt͡sɪçstə
prasseln,pʁasəln
zollkriminalamt,t͡sɔlkʁiminaːlʔamt
bratschenschlüssel,bʁaːtʃən̩ʃlʏsəl̩
verhökern,fɛɐ̯høːkɐn
penis,peːnɪs
minimer,miniːmɐ
zeidlers,t͡saɪ̯dlɐs
spillbaums,ʃpɪlbaʊ̯ms
anschliessen,ʔanʃliːsən
datenträger,daːtntʁɛːɡɐ
petersilie,petɐziːli̯ə
gleichgewichtssinn,ɡlaɪ̯çɡəvɪçtszɪn
zweiundzwanzigeckig,t͡svaɪ̯ʊntt͡svant͡sɪçɛkɪç
niacin,ni̯at͡siːn
geflügelzucht,ɡəflyːɡəltsʊxt
tapire,taːpiːrə
taubnessel,taʊ̯pnɛsl̩
lingerie,lɛ̃ʒəʁiː
outlinie,aʊ̯tliːni̯ə
gifteln,ɡɪftəln
zeckenzange,t͡sɛkn̩t͡saŋə
plattformabhängig,platfɔʁmʔaphɛŋɪç
rundes,ʁʊndəs
umschreibung,ʊmʃʁaɪ̯bʊŋ
aufopfern,ʔaʊ̯fʔɔpfɐn
chlorähnlich,kloːɐ̯ɛːnlɪç
wüstling,vyːstlɪŋ
nirgends,nɪʁɡn̩ts
schlauch,ʃlaʊ̯x
gekochten,ɡəkɔxtn̩
nächster,nɛkstər
plosiv,ploziːf
kafka,kafka
mittelklasse,mɪtl̩klasə
sesselleiste,sɛsl̩laɪ̯stə
rap,ʁæp
ältester,ɛltəstɐ
französisch,fʁant͡søːzɪʃ
zeiträume,tsaɪ̯tʁɔɪ̯mə
gebe,ɡeːbə
langfristig,laŋfʁɪstɪç
bissig,bɪsɪç
achten,axtən
schaffenskraft,ʃafn̩skʁaft
fiederblättchen,fiːdɐblɛtçən
fabrikbesitzer,fabʁiːkbəzɪt͡sɐ
raumfahrtbehörde,ʁaʊ̯mfaːɐ̯tbəhøːɐ̯də
gifthaltig,ɡɪfthaltɪç
extraordinär,ɛkstʁaʔɔʁdinɛːʁ
katalyse,katalyːzə
typisch,tyːpɪʃ
schahinschah,ʃaːhɪnʃaː
verdacht,fɛɐ̯daχt
kreuzberg,kʁɔɪ̯t͡sbɛʁk
schopenhauer,ʃoːpənhaʊɐ
ereilen,ɛɐ̯ʔaɪ̯lən
räucheraal,ʁɔʏçɐʔaːl
ami,ami
profund,pʁofʊnt
zutat,t͡suːtaːt
aktualität,aktualitɛːt
erbötig,ɛɐ̯bøːtɪk
tageszeitung,taːɡəst͡saɪ̯tʊŋ
speed,spiːt
eidgenossenschaft,aitɡənɔsn̩ʃaft
unterrichtsstunde,ʊntɐʁɪçt͡sʃtʊndə
neunsprachig,nɔʏ̯nʃpʁaːχɪk
abstützen,apʃtʏtsn̩
after,aːftɐ
zirkusschulen,t͡sɪʁkʊsʃuːlən
entbehrungsreich,ɛntbeːʀʊŋsʀaɪç
verleumden,fərlɔʏ̯mdən
fräulein,fʁɔɪ̯laɪ̯n
milchbauer,mɪlçbaʊ̯ɐ
gelb,ɡɛlp
anspringen,anʃpʁɪŋən
arboretum,aʁboːʁeːtʊm
tinnitus,tiːnitʊs
anquatschen,ankvat͡ʃn̩
reformstau,ʁefɔʁmʃtaʊ̯
tagen,taːɡən
unterstützerin,ʊntɐʃtʏt͡səʁɪn
habicht,haːbɪçt
kontrolle,kɔntʁɔlə
netzwerkverbindung,nɛt͜svɛrkfɛɐ̯bɪndʊŋ
obergärig,oːbɐɡɛːʁɪç
heucheln,hɔʏ̯çəln
korbmacher,kɔrpmaxɐ
leergewicht,leːɐ̯ɡəvɪçt
s,z
bürstenschnitt,bʏrstənʃnɪt
äugelchen,ɔʏ̯ɡəlçən
rückläufig,ʁʏklɔʏ̯fɪç
verhärtung,fɛɐ̯hɛʁtʊŋ
schützengräben,ʃʏtsənɡʁɛːbən
beklagen,bəklaːɡn̩
farbe,farbə
kabuff,kabʊf
landungsfahrzeuges,landʊŋsfaːɐ̯t͡sɔɪ̯ɡəs
arachniden,aʁaχniːdn̩
einem,nəm
kongress,kɔnɡʁɛs
verräterischstes,fɛɐ̯ʁɛːtəʁɪʃstəs
ihrer,iːʁɐ
dosieren,doziːʁən
schock,ʃɔk
kranzförmig,kʁant͡sfœʁmɪç
legendär,leɡɛndɛːɐ̯
zelt,t͡sɛlt
höchlich,høːçlɪç
bins,bɪns
leidsam,laɪ̯tzaːm
versteifung,fɛɐ̯ʃtaɪ̯fʊŋ
identitätsdiebstahl,idɛntitɛːtsdiːpstaːl
bewahren,bəvaːʁən
umwerben,ʊmvɛʁbən
ackermann,akɐman
illyrerin,ɪlyːʁəʁɪn
wurmen,vʊʁmən
wiederhören,viːdɐhøːʁən
kaaba,kaʔabaː
schafkäse,ʃaːfkɛːzə
talkmastern,tɔːkmaːstɐn
eber,eːbɐ
jugendliche,juːɡəntlɪçə
orange,orɔŋʒə
london,lɔndɔn
natriumhaltig,naːtʁiʊmhaltɪç
harem,haːʁəm
verkleinerungsform,fɛɐ̯klaɪ̯nəʁʊŋsfɔɐ̯m
behagen,bəhaːɡn̩
quadratförmig,kvadʁaːtfœʁmɪç
severin,zevəʁiːn
gewinns,ɡəvɪns
ausschnitt,aʊ̯sʃnɪt
wagemutig,vaːɡəmuːtɪç
instituieren,ɪnstituiːʁən
tatarisch,tataːʁɪʃ
forthin,fɔʁthɪn
letztens,lɛtstəns
köpenick,køːpənɪk
heidnisch,haɪ̯dnɪʃ
achtunddreissigstel,axtʊntdʁaɪ̯sɪçstəl
herausgeber,həʁaʊ̯sɡeːbɐ
umrunden,ʊmʁʊndn̩
pachtweise,paχtvaɪ̯zə
verbesserungsbedürftigen,fɛɐ̯bɛsəʁʊŋsbədʏʁftɪɡŋ̩
lederhose,leːdɐhoːzə
generalstab,ɡenəʁaːlʃtaːp
achtzigfach,axt͡sɪkfax
bdm,beːdeɛm
transpiriert,tʁanspiʁiːɐ̯t
nutte,nʊtə
bibelforschung,biːbl̩fɔʁʃʊŋ
neunundzwanzigstels,nɔɪ̯nʊntt͡svant͡sɪçstəls
runzelig,ʁʊnt͡səlɪk
zwölftel,t͡svœlftəl
botsuana,bɔtsu̯aːna
kleidungen,klaɪ̯dʊŋən
gewandhäuser,ɡəvanthɔɪ̯zɐ
sony,soːni
nasiräer,naziʁeːəʁ
anlegen,ʔanleːɡŋ̩
angela,aŋəla
sechsundsechzigste,zɛksʊntzɛçt͡sɪçstə
vorjahreszeitraum,foːɐ̯jaːʁəstsaɪ̯tʁaʊ̯m
ausführte,aʊsfyːɐ̯tə
konziliant,kɔnt͡sili̯ant
enthärtung,ɛnthɛʁtʊŋ
aschenbrödel,aʃn̩bʁøːdl̩
höllenhund,hœlənhʊnt
prügler,pʁyːɡlɐ
zweckentfremden,tsvɛkɛntfrɛmdən
imker,ɪmkɐ
sinnesanregung,zɪnəsanʁeːɡʊŋ
homogenität,homoɡenitɛːt
kleinmaschig,klaɪ̯nmaʃɪç
suppengrün,zʊpn̩ɡʁyːn
hauteng,haʊ̯tʔɛŋ
selbstheirat,zɛlpsthaɪ̯ʁaːt
uranhaltig,uʁaːnhaltɪç
gähnen,ɡɛːnən
interimistisch,ɪntəʁimɪstɪʃ
eckpunktepapiere,ɛkpʊŋktəpapiːʁə
körperverletzung,kœʁpɐfɛɐ̯lɛt͡sʊŋ
fade,faːdə
bindig,bɪntɪk
wilhelm,vɪlɛlm
gastkommentar,ɡastkɔmɛntaːɐ̯
ambulanz,ambulant͡s
getue,ɡətuːə
kernthema,kɛʁnteːma
mythisch,myːtɪʃ
renaissancistisch,ʁənɛsɑ̃sɪstɪʃ
homiletik,homileːtɪk
idiot,idi̯oːt
paarig,paːʁɪk
harfenspieler,haʁfənʃpiːlɐ
lilafarbig,liːlafaʁbɪç
rausbringen,ʁau̯sbʁɪŋən
babysitter,beːbisɪtɐ
reichhaltig,ʁaɪ̯çhaltɪç
scheckigen,ʃɛkɪɡŋ̩
schutzengel,ʃʊtsɛŋəl
vagant,vaɡant
diözese,diːot͡søːzə
morgen,mɔrɡən
flink,flɪŋk
verlängern,fɛɐ̯lɛŋɐn
minnig,mɪnɪç
weberin,veːbɐʁɪn
plärren,plɛʁən
achtzehntägig,axt͡seːntɛːɡɪç
augen,ʔaʊ̯ɡŋ̩
vorsintflutlich,foːrsɪntfluːtlɪç
disziplin,dɪst͡sɪpliːn
hören,høːɐ̯n
zulage,t͡suːlaːɡə
wohlgenährt,voːlɡənɛːɐ̯t
kapuzinerklöster,kaput͡siːnɐkløːstɐ
kartoffelig,kaʁtɔfəlɪk
posaunen,pozaʊ̯nən
narziss,naʁt͡sɪs
elster,ʔɛlstɐ
schleissig,ʃlaɪsɪk
brätlinge,bʁɛːtlɪŋə
mietetet,miːtətət
nachttisch,naχtɪʃ
sonntag,zɔntaːx
verwendungsmöglichkeit,fɛɐ̯vɛndʊŋsmøːklɪçkaɪ̯t
durst,dʊʁst
schuldenfrei,ʃʊldn̩fʁaɪ̯
stoppen,ʃtɔpən
heiratsurkunde,haɪ̯ʁaːtsuːɐ̯kʊndə
nasal,nazaːl
einbusse,aɪ̯nbuːsə
primfaktor,pʁiːmfaktoːɐ̯
rahsegel,ʁaːzeːɡl̩
aufplustern,aʊ̯fpluːstɐn
dudelsack,duːdəlzak
getümmel,ɡətʏməl
fehs,feːs
kandidat,kandidaːt
entfahren,ɛntfaːʁən
kupferschrauben,kʊpfɐʃʁaʊ̯bən
volksauflauf,fɔlksʔaʊ̯flaʊ̯f
elternteil,ɛltɐntaɪ̯l
neuzeit,nɔɪ̯tsaɪ̯t
fünfundzwanzigstündig,fʏnfʊnt͡svant͡sɪkʃtʏndɪk
gesäss,ɡəzeːs
hacker,hɛkɐ
hausbau,haʊ̯sbaʊ̯
konsultieren,kɔnzʊltiːʁən
auszählung,aʊ̯st͡seːlʊŋ
schrotthandel,ʃʁɔthandəl
jazz,d͡ʒɛːs
tacken,takən
desinfektion,dɛsʔɪnfɛkt͡si̯oːn
schuldiger,ʃʊldɪɡər
bräutigam,bʁɔʏtɪɡam
fünfzigstündig,fʏnftsɪkʃtʏndɪk
ultrareich,ʊltʁaʁaɪ̯ç
krankheitserregende,kʁaŋkhaɪ̯t͡sʔɛɐ̯ʁeːɡn̩də
zweiundachtzigste,t͡svaɪ̯ʊntaxt͡sɪçstə
kulturpessimismus,kʊltuːɐ̯pɛsimɪsmʊs
spritpreis,ʃpʁɪtpʁaɪ̯s
olaf,oːlaf
sechsbeinig,zɛksbaɪnɪç
scheckigeres,ʃɛkɪɡəʁəs
nacktaufnahme,naktaʊ̯fnaːmə
snöben,snøːbn̩
duodenales,duodenaːləs
mäzen,mɛt͡seːn
frostschutzmittel,fʁɔstʃʊtsmɪtəl
dreiundzwanzigköpfiger,dʁaɪ̯nʊnt͡svant͡sɪçkœp͡fɪɡɐ
untätigsten,ʊntɛːtɪçstn̩
gerücht,ɡəʁʏçt
eintönig,aɪ̯ntøːnɪç
wähler,vɛːlɐ
dorfbewohner,dɔʁfbəvoːnɐ
lauf,laʊ̯f
minuskelschrift,minʊskl̩ʃʁɪft
rakel,ʁaːkl̩
visuell,vizuʔɛl
banker,bɛŋkɐ
sopranstimme,zopʁaːnʃtɪmə
augenkrebs,aʊ̯ɡn̩kʁeːps
serviette,zɛrvi̯ɛtə
subito,zuːbito
trägerhemd,tʁɛːɡɐhɛmt
befall,bəfal
prunkvoll,pʁʊŋkfɔl
körpermass,kœʁpɐmaːs
citrin,t͡sitʁiːn
ohnedies,oːnədiːs
königsblau,køːnɪçsblaʊ̯
piercing,piːʁsɪŋ
verzückt,fɛɐ̯t͡sʏkt
spillerig,ʃpɪlərɪç
hoatzins,hoːa̯t͡sɪns
moräne,moʁɛːnə
teilungsrest,taɪ̯lʊŋsʁɛst
schicksale,ʃɪkzaːlə
plätze,plɛtsə
pikieren,pikiːʁən
autopoiesis,aʊ̯topɔɪ̯ezɪs
sozialsten,zotsi̯aːlstn̩
regime,ʁeʒiːmə
hecken,hɛkən
selters,zɛltɐs
getrampel,ɡətʁampl̩
schlangen,ʃlaŋən
flitze,flɪt͡sə
pädosexuell,pɛdozɛksu̯ɛl
explosionsartig,ɛksplozi̯oːnsʔaːɐ̯tɪç
kohlenstoff,koːln̩ʃtɔf
püsterich,pyːstəʁɪç
evangelisch,ɛvaŋɡeːlɪʃ
verdreifachers,fɛɐ̯dʁaɪ̯faxɐs
vierzigen,fɪɐ̯tsɪɡən
derb,dɛʁp
dilettantin,dɪlɛtantɪn
zifferblatt,t͡sɪfɐblat
kurtine,kʊʁtiːnə
langläufer,laŋlɔɪ̯fɐ
radler,ʁaːdlɐ
barkeeper,baːɐ̯kiːpɐ
island,iːslant
golfe,ɡɔlfə
balkon,balkɔŋ
dreizehneckes,dʁaɪ̯tseːnɛkəs
elend,eːlɛnt
zwangsurlaube,t͡svaŋsuːɐ̯laʊ̯bə
krankenhausapothekers,kʁaŋkənhaʊ̯sapoteːkɐs
bedauerlicherweise,bədaʊ̯ɐlɪçɐvaɪ̯zə
wiederverschliessbar,viːdɐfɛɐ̯ʃliːsbaːɐ̯
frechheit,fʁɛçhaɪ̯t
tarifzone,taʁiːft͡soːnə
lähmungen,lɛːmʊŋən
schliefbar,ʃliːfbaːɐ̯
träge,tʁɛːɡə
lockenwickler,lɔkənvɪklər
straftat,ʃtʁaːftaːt
unnachgiebigsten,ʊnnaːxɡiːbɪçstn̩
spund,ʃpʊnt
unschierig,ʊnʃiːʁɪk
analsex,anaːlsɛks
fieberbläschens,fiːbɐblɛːsçəns
nütz,nʏt͡s
pampig,pampɪç
nektarine,nɛktariːnə
lässig,lɛsɪç
untersinken,ʊntɐzɪŋkən
umgewöhnen,ʊmɡəvøːnən
geschichtling,ɡəʃɪçtlɪŋ
beknackt,bəknakt
lusttropfen,lʊsttʁɔp͡fn̩
purpur,puːɐ̯puːɐ̯
entschädigen,ʔɛntʃɛːdɪɡŋ̩
apokryph,apokʁyːf
mathematikerin,matəmaːtikɐʁɪn
administrieren,atminɪstʁiːʁən
metze,mɛt͡sə
knoten,knoːtən
fehe,feːə
kunstseiden,kʊnstzaɪ̯dn̩
wiedergeboren,viːdɐɡəboːʁən
wände,vɛndə
pflaume,pflaʊ̯mə
kaschmir,kaʃmiɐ̯
muräne,muʁɛːnə
anfügen,anfyːɡən
klarinettenkonzerten,klaʁinɛtn̩kɔnt͡sɛʁtn̩
kriegsgebeutelt,kʁiːɡsɡəbɔɪ̯tl̩t
browser,bʁaʊ̯zɐ
genüge,ɡənyːɡə
mannequin,manəkɛ̃ː
dreiundvierzigminütig,dʁaɪ̯ʊntfɪɐ̯t͡sɪçminyːtɪç
strassenbahn,ʃtraːsənbaːn
dienstag,diːnstax
edelsüss,eːdl̩zyːs
überbleibsel,yːbɐblaɪ̯bzəl
fischähnlich,fɪʃʔɛːnlɪç
labyrinthartig,labyʁɪntʔaːɐ̯tɪç
vorerkrankung,foːɐ̯ɛɐ̯kʁaŋkʊŋ
knoblauchbrot,knoːplaʊ̯xbʁoːt
threonin,tʁeoniːn
bombensicherer,bɔmbn̩zɪçəʁɐ
befehlen,bəfeːln
arme,aːɐ̯mə
fünfzigen,fʏnftsɪɡən
zuarbeiten,tsuːaʁbaɪ̯tən
schiech,ʃɪɐ̯x
kämpfe,kɛmpfə
starten,ʃtartən
angstvolles,aŋstfɔləs
wächter,vɛçtɐ
gattungstypischer,ɡatʊŋstyːpɪʃɐ
anilingus,anilɪŋɡʊs
poltergeist,pɔltɐɡaɪst
ausklinken,aʊ̯sklɪŋkŋ̍
tolerant,toləʁant
futur,futuːr
entführer,ɛntfyːʁɐ
niemand,niːmant
stigmatisierungen,stɪɡmatiziːʁʊŋən
präventionen,pʁɛvɛnt͡si̯oːnən
bogenschütze,boːɡŋ̩ʃʏt͡ʃə
peiniger,paɪ̯nɪɡɐ
zeitungsredaktorin,t͡saɪ̯tʊŋsredaktoːrɪn
kummerkasten,kʊmɐkastn̩
fassen,fasn̩
wabenhonig,vaːbənhoːnɪç
markig,maʁkɪç
rechnen,ʁɛçnən
widersinnig,viːdɐzɪnɪç
viehstock,fiːʃtɔk
gesetzlich,ɡəzɛt͡slɪç
geste,ɡeːstə
äpfel,ɛpfəl
vergleichen,fɛʁɡlaɪ̯çən
tagelöhner,taːɡəløːnɐ
schlachten,ʃlaxtən
draht,dʁaːt
bombilla,bɔmbiʝa
zermatt,t͡sɛrmat
unwandelbar,ʊnvandl̩baːɐ̯
rechtspopulistisch,ʁɛçt͡spopulɪstɪʃ
petting,pɛtɪŋ
dreiundzwanzigminütig,dʁaɪ̯ʊntt͡svant͡sɪçminyːtɪç
gefühllos,ɡəfyːloːs
raststätte,ʁastʃtɛtə
saumseligsten,zaʊ̯mzeːlɪkstn̩
stützrad,ʃtʏt͡sʁaːt
wunschform,vʊnʃfɔʁm
bestanden,bəʃtandən
zusenden,tsuzɛndən
dunkelwasserläufer,dʊŋkəlvasɐlɔɪ̯fɐ
zagreb,tsaːɡʁɛp
delogieren,deloʒiːɐ̯n
achtundfünfzig,axtʊntfʏnft͡sɪç
agglutinierend,aɡlutiniːʁənt
anlagen,anlaːɡən
kreme,kʁeːm
metaphysisch,metafyːziʃ
tokyo,toːki̯o
datscha,datʃa
versohler,fɛɐ̯zoːlɐ
aso,azoː
herbstanfang,hɛʁpstʔanfaŋ
anal,anaːl
wählen,vɛːlən
fichtenast,fiçtn̩ast
frikassieren,fʁikasiːʁən
chatten,tʃɛtn̩
pilsener,pɪlzənɐ
missmutig,mɪsmuːtɪç
eigenschaftswort,aɪ̯ɡn̩ʃaft͡svɔʁt
hörrohr,høːɐ̯ʁoːɐ̯
verdinglichung,fɛɐ̯dɪŋlɪçʊŋ
fetischisieren,fetɪʃɪziːʁən
gewalttäterin,ɡəvalttɛːtəʁɪn
smart,smaːɐ̯t
reinstecken,ʁaɪ̯nʃtɛkn̩
paprika,paprɪka
emsig,ɛmzɪk
stahlwerk,ʃtaːlvɛʁk
dynamo,dyːnamo
grosswild,ɡʁoːsvɪlt
fideler,fideːlɐ
erraten,ɛʁaːtən
alb,alp
jacobs,jaːkɔps
türangel,tyːɐ̯aŋl̩
denkschrift,dɛŋkʃʁɪft
nachhausewegen,naːxhaʊ̯zəveːɡn̩
verwandtes,fɛɐ̯vantəs
entlastungsprogramm,ʔɛntlastʊŋspʁoɡʁam
mehrsprachig,meːɐ̯ʃpʁaːxɪç
wirr,viːr
zufriedenstellen,t͡sufʁiːdn̩ʃtɛlən
rachitisch,ʁaχiːtɪʃ
aschfahl,aʃfaːl
muslim,mʊsliːm
kreuzschlüssel,kʁɔɪ̯t͡sʃlʏsl̩
usa,uːɛsaː
salben,zalbn̩
schnellstem,ʃnɛlstəm
dürre,dʏʁə
unterhaus,ʊntɐhaʊ̯s
weistümer,vaɪ̯styːmɐ
neunprozentig,nɔɪ̯npʁot͡sɛntɪç
desillusion,dɛsʔɪluzi̯oːn
runterholen,ʁʊntɐhoːlən
zentrumsbauer,t͡sɛntʁʊmsbaʊ̯ɐ
meerrettich,meːrrɛtɪç
materialien,materi̯aːli̯ən
butt,bʊt
topinambur,tɔpɪnambuːʁ
staatsexamen,ʃtaːt͡sʔɛksaːmən
disko,dɪsko
beneke,beːnəkə
kupferbergwerk,kʊp͡fɐbɛɐ̯kvɛɐ̯k
vorlaut,foːɐ̯laʊ̯t
denker,dɛŋkɐ
mahnst,maːnst
abschwung,apʃvʊŋ
alpen,ʔalpən
duisburg,dyːsbʊrç
wurfstern,vʊʁfʃtɛʁn
eierlöffel,aɪ̯ɐlœfl̩
