disponibilidade,diʃpunibilidadɨ
descontinuar,dɨʃkõtinwaɾ
cocheiro,kut͡ʃejɾu
édipo,ɛdipu
tábula,tabulɐ
descarbonização,dɨʃkɐɾbunizɐsɐ̃w̃
pedonal,pɨdunal
seychelles,sejt͡ʃɛlɨʃ
deixaria,deʃɐɾiɐ
revertível,ʁɨvɨɾtivɛl
decalco,dɨkalku
bermuda,bɨɾmudɐ
valpaços,balpasuʃ
cachorro,kɐʃoʁu
valina,bɐlinɐ
tcheco,t͡ʃɛku
inche,ĩʃɨ
antirrepublicano,ɐ̃tiʁɨpublikɐnu
antipoeira,ɐ̃tipweɾɐ
princípios,pɾĩsipjuʃ
cocheira,kut͡ʃejɾɐ
advérbio,ɐdbɛɾbju
comprará,kõpɾɐɾa
vidro,bidɾu
aeronauticamente,ɐɛɾɔnawtikɐmẽtɨ
nave,navɨ
crol,kɾɔl
ovino,ɔvinu
imprestável,ĩpɾɨʃtavɛl
sombroso,sõbɾozu
valha,baʎɐ
destaca,dɨʃtakɐ
exploratória,ɐjʃpluɾɐtɔɾjɐ
garatuja,ɡɐɾɐtuʒɐ
stressado,stɾɛsadu
gondoleiro,ɡõdulejɾu
caetano,kɐɛtɐnu
holanda,ɔlɐ̃dɐ
tatu,tatu
lingote,lĩɡɔtɨ
choupana,t͡ʃowpɐnɐ
versúcia,bɨɾsusjɐ
pimento,pimẽtu
maizena,majzenɐ
tambaque,tɐ̃bakɨ
perigo,pɾiɡu
condirá,kõdiɾa
vandalizar,bɐ̃dɐlizaɾ
maneirar,mɐnejɾaɾ
excitão,ɐjʃsitɐ̃w̃
ardente,ɐɾdẽtɨ
surgimento,suɾʒimẽtu
unicolor,unikuloɾ
poucos,powkuʃ
menininha,mɨniniɲɐ
chulca,ʃulkɐ
positivista,puzitibiʃtɐ
caruncho,kɐɾũʃu
através,ɐtɾɐvɛʃ
dissulfeto,disulfetu
alhear,ɐʎjaɾ
céticas,sɛtikɐʃ
maceteáveis,mɐsɨtjavɐjʃ
cambridge,kẽj̃bɾid͡ʒ
bufará,bufɐɾa
vazia,bɐziɐ
conativo,kunɐtibu
roça,ʁɔsɐ
desatem,dɨzatɐ̃j̃
chouriço,ʃowɾisu
capacitar,kɐpɐsitaɾ
madrugada,mɐdɾuɡadɐ
asso,asu
borracha,boʀaʃa
capitalismo,kɐpitɐliʒmu
fdps,ɛfɨdepeʃ
reinado,ʁenadu
diaconato,djɐkunatu
impulsivamente,ĩpulsibɐmẽtɨ
chatas,t͡ʃatɐʃ
vime,vimɨ
sarmento,saɾmẽtu
terceiros,tɨɾsejɾuʃ
persignar,pɨɾsiɡnaɾ
ração,ʁɐsɐ̃w̃
esperma,iʃpɛɾmɐ
lufada,lufadɐ
alqueire,alkɐjɾɨ
porei,puɾɐj
angelim,ɐ̃ʒɨlĩ
entro,ẽtɾu
êxtase,ɐjʃtɐzɨ
dita,ditɐ
lixará,liʃɐɾa
terrorismo,tɨʁuɾiʒmu
deserdação,dɨzeɾdɐsɐ̃w̃
etnográfico,ɛtnuɡɾafiku
postrimeira,puʃtɾimɐjɾɐ
herniário,ɛɾnjaɾju
tortas,tɔɾtɐʃ
destruiu,dɨʃtɾwiw
executiva,izɨkutibɐ
contágio,kõtaʒju
centro,sẽtɾu
puma,pumɐ
seira,sejɾɐ
honorária,unuɾaɾjɐ
antilógico,ɐ̃tilɔʒiku
acordeonista,ɐkɔɾdjuniʃtɐ
cabouco,kɐbowku
doidamente,dojdɐmẽtɨ
viemos,bjɛmuʃ
embutir,ẽbutiɾ
andes,ɐ̃dɨʃ
doenças,dwẽsɐʃ
casava,kɐzabɐ
antidiarreico,ɐ̃tidjɐʁejku
soldo,sɔldu
iídiche,jidit͡ʃɨ
novos,nɔbuʃ
ilude,iludɨ
odeleite,ɔdɨlejtɨ
late,latɨ
quão,kwɐ̃w̃
filtro,filtɾu
esfenoide,iʃfɨnɔjdɨ
leonor,ljunoɾ
centenária,sẽtɨnaɾjɐ
frouxidão,fɾowʃidɐ̃w̃
edil,ɛdil
posto,pɔʃtu
tulipa,tulipɐ
exteriores,ɐjʃtɨɾjoɾɨʃ
americano,ɐmɨɾikɐnu
botumirim,butumiɾĩ
índice,ĩdisɨ
cederíeis,sɨdɨɾiejʃ
kelvin,kɛlvin
impenetrável,ĩpɨnɨtɾabɛl
detestavelmente,dɨtɨʃtabɛlmẽtɨ
lourinhã,lowɾiɲɐ̃
coletivização,kulɛtibizɐsɐ̃w̃
cardume,kɐɾdumɨ
círculo,siɾkɨlu
distintivas,diʃtĩtivɐʃ
planetária,plɐnɨtaɾjɐ
alélicas,ɐlɛlikɐʃ
substituir,subʃtitwiɾ
endotraqueal,ẽdɔtɾɐkjal
tomateira,tumɐtɐjɾɐ
brioche,bɾjɔʃɨ
hormónio,ɔɾmɔnju
lata,latɐ
incondicionalmente,ĩkõdisjunalmẽtɨ
entendível,ẽtẽdivɛl
assoprar,ɐsupɾaɾ
atuar,ɐtwaɾ
pontevedra,põtɨvɛdɾɐ
desconvidar,dɨʃkõbidaɾ
hitler,itlɛɾ
elfo,ɛlfu
ferazes,fɨɾazɨʃ
borrachão,buʁɐʃɐ̃w̃
desaparecer,dɨzɐpɐɾɨseɾ
tiracolo,t͡ʃiɾakɔlʊ̥
diabetes,diɐbɛtɨʃ
esteira,iʃtɐjɾɐ
lenha,leɲɐ
houver,owvɛɾ
ama,ɐmɐ
déli,dɛli
cetim,sɨtĩ
televisão,tɨlɨvizɐ̃w̃
antianafilaxia,ɐ̃tiɐnɐfilaksiɐ
impressão,ĩpɾɨsɐ̃w̃
concluiu,kõklwiw
penhasco,pɨɲaʃku
saldo,saldu
monogamia,mɔnɔɡɐmiɐ
titânide,titɐnidɨ
inaudivelmente,inawdivɛlmẽtɨ
donaire,dunajɾɨ
adiante,ɐdjɐ̃tɨ
calabrês,kɐlɐbɾeʃ
antropologia,ɐ̃tɾupuluʒiɐ
sobressair,subɾɨsɐiɾ
nhanha,ɲɐɲɐ
gouveia,ɡowvɐjɐ
ósseo,ɔsiu
fluiu,flwiw
barricar,bɐʁikaɾ
merda,mɛɾdɐ
alarico,ɐlɐɾiku
penedono,pɨnɨdonu
elefante,ilɨfɐ̃tɨ
esgrima,iʒɡɾimɐ
intercambiável,ĩtɛɾkɐ̃bjabɛl
catanduvas,kɐtɐ̃dubɐʃ
luciano,lusjɐnu
amapá,ɐmɐpa
solitário,sulitaɾju
doleiro,dɔleɾu
fonémico,funɛmiku
desbloqueio,dɨʒblukɐju
endereço,ẽdɨɾesu
torpe,tɔɾpɨ
zapeares,zɐpjaɾɨʃ
valença,vɐlẽsɐ
caiais,kajajʃ
desdentado,dɨʒdẽtadu
cirilo,siɾilu
quénia,kɛniɐ
demandar,dɨmɐ̃daɾ
concito,kõsitu
eritreia,eɾitɾeɐ
chafariz,t͡ʃɐfɐɾiʃ
falarei,fɐlɐɾej
degraus,dɨɡɾawʃ
embrionária,ẽbɾiunaɾjɐ
console,kõsɔli
multareis,multɐɾejʃ
remendo,ʁɨmẽdu
gripal,ɡɾipal
hierático,jɛɾatiku
pisante,pizɐ̃ti
enormemente,inɔɾmɨmẽtɨ
levou,lɨvo
invejável,ĩvɨʒavɛl
justapor,ʒuʃtɐpoɾ
limeiras,limɐjɾɐʃ
galvão,ɡalbɐ̃w̃
varandas,vɐɾɐ̃dɐʃ
acepipe,ɐsɨpipɨ
polinésico,pulinɛziku
cesura,sɨzuɾɐ
anticoceira,ɐ̃tikuseɾɐ
conhecer,kuɲiseɹ
persépolis,pɨɾsɛpuliʃ
geologia,ʒjuluʒiɐ
sobrinha,subɾiɲɐ
ensaco,ẽsaku
microbiologia,mikɾɔbiuluʒiɐ
charada,ʃɐɾadɐ
fermentação,fɨɾmẽtɐsɐ̃w̃
aventura,ɐbẽtuɾɐ
bombava,bõbabɐ
segredo,sɨɡɾedu
fragmentação,fɾaɡmẽtɐsɐ̃w̃
desinfectar,dɨzĩfɛktaɾ
desprêzo,dɨʃpɾezu
aturo,ɐtuɾu
pã,pɐ̃
roubo,ʁowbu
veado,bjadu
açúcar,ɐsukɐɾ
enclave,ẽklavɨ
finarei,finɐɾɐj
contente,kõtẽtɨ
continente,kõtinẽtɨ
oncogene,õkɔʒɛnɨ
consuetudinário,kõswɨtudinaɾju
cobarde,kubaɾdɨ
godofredo,ɡudufɾedu
chispar,ʃiʃpaɾ
xeique,ʃekɨ
vespão,vɨʃpɐ̃w̃
nudez,nudeʃ
testudíneo,tɨʃtudinju
transfiguro,tɾɐ̃ʃfiɡuɾu
lesivo,lɨzivu
excesso,ejʃɛsu
socalcar,sukalkaɾ
agressivo,ɐɡɾɨsibu
fruteira,fɾuteɾɐ
achocolatarás,ɐʃukulɐtɐɾaʃ
extorsão,eʃtuɾsɐ̃w̃
pinolo,pinɔlo
antieclesiástico,ɐ̃tieklɨzjaʃtiku
endémicos,ẽdɛmikuʃ
criptónio,kɾiptɔnju
imanência,imɐnẽsjɐ
sabedor,sɐbɨdoɾ
antimetafórico,ɐ̃timɨtɐfɔɾiku
enxurdeiro,ẽʃuɾdɐjɾu
tropel,tɾupɛl
atrofiar,ɐtɾufjaɾ
colcheia,kolʃejɐ
jordaniano,ʒuɾdɐnjɐnu
casámos,kɐzamuʃ
pressentimento,pɾɨsẽtimẽtu
bastar,bɐʃtaɾ
escolha,iʃkoʎɐ
vimioso,bimjozu
senheiro,sɨɲejɾu
gonorreia,ɡunuʁɐjɐ
cumular,kumulaɾ
andré,ɐ̃dɾɛ
avermelhar,ɐvɨɾmɨʎaɾ
incontestável,ĩkõtɨʃtabɛl
numérico,numɛɾiku
aventureiro,ɐvẽtuɾeɾu
tussa,tusɐ
inconsciência,ĩkõʃjẽsjɐ
tortos,tɔɾtuʃ
cortará,kuɾtɐɾa
espirómetros,iʃpiɾɔmɨtɾuʃ
estrugido,iʃtɾuʒidu
versos,bɛɾsuʃ
canaque,kɐnakɨ
almogávar,almuɡavaɾ
acádia,ɐkadjɐ
vocabulário,vukɐbulaɾju
femorais,fɛmuɾajʃ
milkshake,milkɨʃɐjkɨ
contentor,kõtẽtoɾ
documentações,dukumẽtɐsõj̃ʃ
antissistema,ɐ̃tisiʃtemɐ
coma,komɐ
levo,lɛbu
bolonha,buloɲɐ
perfeito,pɨɾfetu
detetardes,dɨtɛtaɾdɨʃ
vá,va
disse,disɨ
chocalhar,t͡ʃukɐʎaɾ
monomérico,mɔnɔmɛɾiku
frustrará,fɾuʃtɾɐɾa
europeia,ewɾupɐjɐ
solene,sulɛnɨ
cedias,sɨdiɐʃ
apetência,ɐpɨtẽsjɐ
prudente,pɾudẽtɨ
abraçável,ɐbɾɐsabɛl
reutilizável,ʁjutilizabɛl
calaremos,kɐlɐɾemuʃ
haverás,ɐbɨɾaʃ
ministrar,mɨniʃtɾaɾ
vizela,vizɛlɐ
cozinho,kuziɲu
armento,ɐɾmẽtu
castras,kaʃtɾɐʃ
anticoncepcional,ɐ̃tikõsɨpsjunal
chavelha,ʃɐvɐjʎɐ
polifenismo,pɔlifɨniʒmu
tareco,tɐɾɛku
velejar,vɨlɨʒaɾ
acometereis,ɐkumɨtɨɾeʃ
aerolito,ɐɛɾɔlitu
anticiclone,ɐ̃tisiklɔnɨ
traveco,tɾabɛku
inabalável,inɐbɐlavɛl
antedatar,ɐ̃tɨdɐtaɾ
casaca,kɐzakɐ
voltando,boltɐ̃du
trissulfeto,tɾisulfetu
acometes,ɐkumɛtɨʃ
saciável,sɐsjabɛl
beijar,bejʒaɾ
canteiro,kɐ̃tejɾu
cachaço,kɐʃasu
desligava,dɨʒliɡavɐ
teias,teɐʃ
acelerei,ɐsɨlɐɾe
alga,alɡɐ
canuto,kɐnutu
putativa,putɐtivɐ
virgem,viɾʒɐ̃j̃
levado,lɨbadu
fundamentais,fũdɐmẽtajʃ
prontuário,pɾõtwaɾju
nutação,nutɐsɐ̃w̃
simetria,simɨtɾiɐ
sensei,sẽsej
redário,ʁɨdaɾju
laurêncio,lawɾẽsju
esquivez,iʃkibeʃ
descia,dɨʃiɐ
ósmio,ɔʒmju
aleijamento,ɐlɐjʒɐmẽtu
desenraizar,dɨzẽʁɐizaɾ
catota,kɐtɔtɐ
grinalda,ɡɾinaldɐ
órfã,ɔɾfɐ̃
monopolista,munupuliʃtɐ
travestir,tɾɐbɨʃtiɾ
pernambuco,pɨɾnɐ̃buku
antigangue,ɐ̃tiɡɐ̃ɡɨ
escalpelo,iʃkalpelu
fruiu,fɾuiw
inegável,inɨɡabɛl
projete,pɾuʒɛtɨ
improvável,ĩpɾubabɛl
eugénio,ewʒɛnju
derdes,dɛɾdɨʃ
barcelona,bɐɾsɨlonɐ
cacetinho,kɐsɨtiɲu
repouso,ʁɨpowzu
vermelhas,vɨɾmeʎɐʃ
perfil,pɨɾfil
antibolchevismo,ɐ̃tibolʃɨviʒmu
dialetal,djɐlɛtal
sineta,sinetɐ
haverei,ɐvɨɾej
incitação,ĩsitɐsɐ̃w̃
lúpulo,lupulu
embutido,ẽbutidu
poríeis,puɾieʃ
dialetólogas,djɐlɛtɔluɡɐʃ
fivela,fibɛlɐ
chibatam,t͡ʃibatɐ̃w̃
bendição,bẽdisɐ̃w̃
alaga,ɐlaɡɐ
maragateardes,mɐɾɐɡɐtjaɾdɨʃ
níger,niʒɛɾ
chãos,ʃɐ̃w̃ʃ
eslavo,iʒlabu
buracar,buɾɐkaɾ
tímidos,timiduʃ
chuvisco,ʃuviʃku
revolução,ʁɨblusɐ̃w̃
remará,ʁɨmɐɾa
arménio,ɐɾmɛniu
declinativas,dɨklinɐtibɐʃ
perguntara,pɨɾɡũtaɾɐ
transitável,tɾɐ̃zitavɛl
lúgubre,luɡubɾɨ
ousará,ozɐɾa
antiosteoporose,ɐ̃tiɔʃtjɔpuɾɔzɨ
cenho,seɲu
pagável,pɐɡavɛl
filósofos,filɔzufuʃ
desnível,dɨʒnivɛl
muralha,muɾaʎɐ
armada,ɐɾmadɐ
apetrechos,ɐpɨtɾet͡ʃuʃ
excelente,iʃsɨlẽtɨ
coritibano,kuɾitibɐnu
catapimbas,kɐtɐpĩbɐʃ
bestial,bɨʃtjal
vinícius,vinisjuʃ
competente,kõpɨtẽtɨ
petista,petiʃta
bodas,bodɐʃ
tirolesa,tiɾulezɐ
pela,pɛlɐ
bretão,bɾɨtɐ̃w̃
nestes,neʃtɨʃ
novinho,nuviɲu
passear,pɐsjaɾ
bélgica,bɛlʒikɐ
comichão,kumɨt͡ʃɐ̃w̃
apostema,ɐpuʃtemɐ
voando,bwɐ̃du
desfavorável,dɨʃfɐvuɾavɛl
enrustido,ẽʁuʃtidu
amenorreia,ɐmɨnuʁeɐ
aversão,ɐbɨɾsɐ̃w̃
disparara,diʃpɐɾaɾɐ
maoísta,mawiʃtɐ
vede,vedɨ
limitar,limitaɾ
poça,pɔsɐ
gastará,ɡɐʃtɐɾa
bolo,bolu
abençoo,ɐbẽsou
deveres,dɨveɾɨʃ
deverá,dɨvɨɾa
valia,bɐliɐ
locais,lukajʃ
gilete,ʒilɛtɨ
usável,uzabɛl
perentório,pɨɾẽtɔɾju
irritante,iʁitɐ̃tɨ
curvas,kuɾvɐʃ
emos,emuʃ
navarro,nɐbaʁu
desabamento,dɨzabɐmẽtu
empenha,ẽpɐjɲɐ
alegria,aliɡɾiɐ
assustador,ɐsuʃtɐdoɾ
intercessor,ĩtɨɾsɨsoɾ
poderei,pudɨɾej
caju,kaʒu
preverá,pɾɨbɨɾa
distrófico,diʃtɾɔfiku
clonará,klunɐɾa
comprazer,kõpɾɐzeɾ
poliândrico,pɔliɐ̃dɾiku
itera,itɛɾɐ
azerbeijão,ɐzɨɾbɐjʒɐ̃w̃
chufaste,ʃufaʃtɨ
quite,kitɨ
receitar,ʁɨsetaɾ
acometíeis,ɐkumɨtiɐjʃ
semeador,sɨmjɐdoɾ
bateria,bɐtɨɾiɐ
atar,ɐtaɾ
psiquiatra,pisikiatɾɐ
maquinaria,mɐkinɐɾiɐ
cometêreis,kumɨteɾeʃ
conseguiram,kõsɨɡiɾɐ̃w̃
preparar,pɾɨpɐɾaɾ
peixinho,pɐjʃiɲu
cantável,kɐ̃tabɛl
necromante,nɛkɾɔmɐ̃tɨ
pérgamo,pɛɾɡɐmu
capixaba,kɐpiʃabɐ
proibi,pɾuibi
génova,ʒɛnuvɐ
osteoartrose,ɔʃtjɔɐɾtɾɔzɨ
néctares,nɛktɐɾɨʃ
averiguei,ɐbɨɾiɡwej
acrescível,ɐkɾɨʃivɛl
tralho,tɾaʎu
mitocôndria,mitukõdɾiɐ
baviera,bɐvjɛɾɐ
antepor,ɐ̃tɨpoɾ
ganga,ɡɐ̃ɡɐ
ponteiro,põtejɾu
consoada,kõswadɐ
inconsolada,ĩkõsuladɐ
saqué,sakɛ
emascular,imɐʃkulaɾ
massacre,mɐsakɾɨ
brígida,bɾiʒidɐ
parcómetro,pɐɾkɔmɨtɾu
emílio,emilju
pavê,pabe
antimísseis,ɐ̃timiseʃ
corresponder,kuʁɨʃpõdeɾ
amolecer,ɐmulɨseɾ
cinjais,sĩʒajʃ
refém,ʁɨfɐ̃j̃
anticonsumismo,ɐ̃tikõsumiʒmu
cercadas,sɨɾkadɐʃ
multe,multɨ
antifome,ɐ̃tifɔmɨ
dezassete,d͡zɐsɛtɨ
cavalinha,kɐbɐliɲɐ
és,ɛʃ
báltico,baltiku
transpor,tɾɐ̃ʃpoɾ
antilipolítico,ɐ̃tilipɔlitiku
haverias,ɐvɨɾiɐʃ
eletrodo,ilɛtɾodu
estapagado,iʃtɐpɐɡadu
conversa,kõvɛɾsɐ
organelo,ɔɾɡɐnɛlu
amétrope,ɐmɛtɾupɨ
muros,muɾuʃ
profeta,pɾufɛtɐ
alimentações,ɐlimẽtɐsõj̃ʃ
antioxidação,ɐ̃tiɔksidɐsɐ̃w̃
gratuito,ɡɾɐtujtu
blindado,blĩdadu
app,apɨ
seduções,sɨdusõj̃ʃ
antialgas,ɐ̃tialɡɐʃ
haviam,ɐbiɐ̃w̃
propósito,pɾupɔzitu
consenso,kõsẽsu
icnofósseis,iknɔfɔseʃ
rol,ʁɔl
graneis,ɡɾɐnɐjʃ
desamparar,dɨzɐ̃pɐɾaɾ
ida,idɐ
capoeira,kɐpwejɾɐ
pensa,pẽsɐ
casável,kɐzavɛl
antipalúdico,ɐ̃tipɐludiku
florir,fluɾiɾ
perturbador,pɨɾtuɾbɐdoɾ
vetará,vɛtɐɾa
bragança,bɾɐɡɐ̃sɐ
orientação,ɔɾjẽtɐsɐ̃w̃
azulejos,ɐzuleʒuʃ
traduçãozinha,tɾɐdusɐ̃w̃ziɲɐ
miguezeiro,miɡɛzeɾu
parapeito,paɾɐpejtu
caule,kawlɨ
rating,ʁetĩɡ
antiobscenidade,ɐ̃tiɔbʃsɨnidadɨ
abacharelado,ɐbɐʃɐɾɨladu
abjeto,ɐbʒɛtu
casares,kɐzaɾɨʃ
longanimidade,lõɡɐnimidadɨ
trevo,tɾebu
biologista,biuluʒiʃtɐ
gondwana,ɡõdwɐnɐ
integérrimo,ĩtɨʒɛʁimu
próxima,pɾɔsimɐ
bandicoot,bɐ̃dikutɨ
compreensora,kõpɾiẽsoɾɐ
antropófago,ɐ̃tɾupɔfɐɡu
exposição,ejʃpuzisɐ̃w̃
louvar,lovaɾ
admitidamente,ɐdmitidɐmẽtɨ
respeito,ʁɨʃpetu
bordeis,buɾdejʃ
portimão,puɾtimɐ̃w̃
otávio,ɔtavju
gaivota,ɡajbɔtɐ
amolar,ɐmulaɾ
querer,kɨɾeɾ
recuperação,ʁɨkupɨɾɐsɐ̃w̃
anticentrómero,ɐ̃tisẽtɾɔmɨɾu
reconstrução,ʁɨkõʃtɾusɐ̃w̃
aprovar,ɐpɾubaɾ
artimanha,ɐɾtimɐɲɐ
divisas,divizɐʃ
subespaço,subiʃpasu
extinta,ɐjʃtĩtɐ
ativacional,ativɐsjunal
traqueia,tɾɐkejɐ
edáfico,edafiku
potente,putẽtɨ
milgrada,milɡɾadɐ
despido,dɨʃpidu
calouro,kɐloɾu
horripilante,ɔʁipilɐ̃tɨ
postrimeiros,puʃtɾimejɾuʃ
chufareis,ʃufɐɾeʃ
limão,limɐ̃w̃
cã,kɐ̃
ferreira,fɨʁɐjɾɐ
jaciara,ʒɐsjaɾɐ
finada,finadɐ
geia,ʒeɐ
límbico,lĩbiku
modem,mɔdɛm
exclua,eʃkluɐ
elejo,ileʒu
nutritivo,nutɾitivu
úlcera,ulsɨɾɐ
pata,patɐ
biossíntese,biɔsĩtɨzɨ
direita,diɾetɐ
indisponível,ĩdiʃpunibɛl
vigo,viɡu
testemunhar,tɨʃtɨmuɲaɾ
beruanha,bɨɾwɐɲɐ
sacudir,sɐkudiɾ
antropogeógrafo,ɐ̃tɾɔpɔʒjɔɡɾɐfu
metereológico,mɨtɨɾjulɔʒiku
comparar,kõpɐɾaɾ
telespectador,tɛlɛʃpɛktɐdoɾ
bergamota,beɾɡamɔta
amavio,ɐmɐbiu
peso,pezu
inexoravelmente,inɨzuɾabɛlmẽtɨ
despelado,dɨʃpɨladu
falsando,falsɐ̃du
diarreia,djɐʁeɐ
admitir,admitiɦ
desregulamentar,dɨʒʁɨɡulɐmẽtaɾ
pensasse,pẽsasɨ
divino,dibinu
atucanávamos,ɐtukɐnabɐmuʃ
chiar,t͡ʃjaɾ
obstétrico,ɔbʃtɛtɾiku
bosta,bɔʃtɐ
decisor,dɨsizoɾ
carretar,kɐʁɨtaɾ
cole,kɔlɨ
eufemismo,ewfɨmiʒmu
caíque,kɐikɨ
ouviu,owbiw
pastadouro,pɐʃtɐdowɾu
corinto,kuɾĩtu
cachorrinho,kɐt͡ʃuʁiɲu
charrua,t͡ʃɐʁuɐ
geira,ʒeɾɐ
adalto,ɐdaltu
camisolas,kɐmizɔlɐʃ
ela,ɛlɐ
espinho,iʃpiɲu
nocautear,nukawtjaɾ
picas,pikɐʃ
calculadas,kalkuladɐʃ
escarre,iʃkaʁɨ
capacho,kɐpat͡ʃu
estais,iʃtajʃ
guatemalense,ɡwɐtɨmɐlẽsɨ
mercadoria,mɨɾkɐduɾiɐ
novaes,nubaɨʃ
esmeralda,iʒmɨɾaldɐ
reverso,ʁɨbɛɾsu
diacronia,diɐkɾuniɐ
oseias,ɔzɐjɐʃ
fugido,fuʒidu
tabuleiro,tɐbulejɾu
vô,vo
capôs,kapoʃ
recordação,ʁɨkuɾdɐsɐ̃w̃
separável,sɨpɐɾabɛl
triagem,tɾjaʒɐ̃j̃
justaposto,ʒuʃtɐpoʃtu
rouco,ʁoku
róscido,ʁɔʃsidu
abalizar,ɐbɐlizaɾ
antimilitar,ɐ̃timilitaɾ
misérrimo,mizɛʁimu
mais,majʃ
naturalmente,nɐtuɾalmẽtɨ
deboche,dɨbɔt͡ʃɨ
memória,mɨmɔɾjɐ
véu,bɛw
probóscide,pɾubɔʃsidɨ
homeostático,ɔmɛɔʃtatiku
peidará,pedɐɾa
nanica,nɐnikɐ
amansa,ɐmɐ̃sɐ
bulício,bulisju
antinobre,ɐ̃tinɔbɾɨ
revisto,ʁɨbiʃtu
bulevar,bulɨbaɾ
antiformalista,ɐ̃tifuɾmɐliʃtɐ
advectivo,ɐdvɛktivu
aurélia,awɾɛljɐ
vocal,vukal
caminhar,kɐmiɲaɾ
arruaceiro,ɐʁwɐsejɾu
dessurdo,dɨsuɾdu
antipartidismo,ɐ̃tipɐɾtidiʒmu
barbarismos,bɐɾbɐɾiʒmuʃ
chufada,t͡ʃufadɐ
iço,isu
cabeludo,kɐbɨludu
ciclotrão,siklɔtɾɐ̃w̃
asneira,ɐʒnejɾɐ
inquisição,ĩkizisɐ̃w̃
antimetafísico,ɐ̃timɨtɐfiziku
alheira,ɐʎejɾɐ
moraes,moɾajs
ejeto,iʒɛtu
manufaturar,mɐnufatuɾaɾ
ramificação,ʁɐmifikɐsɐ̃w̃
barqueiro,bɐɾkɐjɾu
odelouca,ɔdɨlokɐ
apelidos,ɐpɨliduʃ
regulamento,ʁɨɡulɐmẽtu
destoante,dɨʃtwɐ̃tɨ
cafezeiro,kɐfɛzejɾu
tranquilonas,tɾɐ̃kwilonɐʃ
estúrdio,iʃtuɾdju
arabicamente,ɐɾabikɐmẽtɨ
aracnídeo,ɐɾɐknidju
pomar,pumaɾ
italianizar,itɐljɐnizaɾ
jovial,ʒuvjal
empachem,ẽpaʃɐ̃j̃
gatinho,ɡɐtiɲu
interestelar,ĩtɛɾɨʃtɨlaɾ
inicialmente,inisjalmẽtɨ
opinião,ɔpinjɐ̃w̃
catinguento,kɐtĩɡẽtu
objetivamente,ɔbʒɛtibɐmẽtɨ
mal,mal
cármen,kaɾmɛn
extracontratual,ɛʃtɾɐkõtɾɐtwal
orgânico,ɔɾɡɐniku
desertificação,dɨzɨɾtifikɐsɐ̃w̃
antivida,ɐ̃tividɐ
próprios,pɾɔpɾjuʃ
excite,ɐjʃsitɨ
coroa,kuɾowɐ
sonante,sunɐ̃tɨ
desenvolto,dɨzẽvoltu
plebeia,plɨbɐjɐ
poupará,powpɐɾa
rapidissimamente,ʁɐpidisimɐmẽtɨ
coronário,kuɾunaɾju
baiano,bajɐnu
showmício,ʃomisju
impossivelmente,ĩpusibɛlmẽtɨ
datará,dɐtɐɾa
trancoso,tɾɐ̃kozu
embriago,ẽbɾiaɡu
segundo,siɡũdu
lícito,lisitu
antiemotivo,ɐ̃tiimutivu
juvenal,ʒubɨnal
ingerir,ĩʒɨɾiɾ
envelhecer,ẽvɨʎɨseɾ
diamantoide,djɐmɐ̃tɔjdɨ
termo,teɾmu
cardeal,kɐɾdjal
rogério,ʁuʒɛɾju
voa,bowɐ
vau,baw
tacudo,tɐkudu
deixara,dɐjʃaɾɐ
alevanto,ɐlɨbɐ̃tu
vácuo,vakwu
continental,kõtinẽtal
louça,losɐ
aconselháveis,ɐkõsɨʎaveʃ
bandeirante,bɐ̃dɐjɾɐ̃tɨ
epígrafe,ɛpiɡɾabɨ
periscópio,pɨɾiʃkɔpju
interseção,ĩtɨɾsɛsɐ̃w̃
malinhas,mɐliɲɐʃ
girará,ʒiɾɐɾa
clandestino,klɐ̃dɨʃtinu
eucalipto,ewkɐliptu
alvitrar,alvitɾaɾ
queimada,kemadɐ
sofia,sufiɐ
virou,biɾow
agronomando,ɐɡɾunumɐ̃du
maragateai,mɐɾɐɡɐtjaj
mercado,mɨɾkadu
anestesiológico,ɐnɨʃtɨzjulɔʒiku
crispim,kɾiʃpĩ
embalo,ẽbalu
sievert,sibɐɾt
capão,kɐpɐ̃w̃
reiquejavique,ʁejkɨʒabikɨ
moldável,moldabɛl
gigó,ʒiɡɔ
mandíbula,mɐ̃dibulɐ
antissimetrização,ɐ̃tisimɨtɾizɐsɐ̃w̃
novelo,nuvelu
acharei,ɐʃɐɾej
banda,bɐ̃da
bolsonarismo,bɔlsɔnɐɾiʒmu
carburador,kɐɾbuɾɐdoɾ
peida,pejdɐ
anisótropo,ɐnizɔtɾupu
sugestivo,suʒɨʃtibu
cedei,sɨdɐj
farro,faʁu
arborizar,ɐɾbuɾizaɾ
morfogenética,mɔɾfɔʒɨnɛtikɐ
sei,sɐj
andorrense,ɐ̃duʁẽsɨ
havido,ɐbidu
indissociável,ĩdisusjavɛl
monotonamente,munɔtunɐmẽtɨ
afeiçoo,ɐfesowu
poríeis,puɾiɐjʃ
antiprotestante,ɐ̃tipɾutɨʃtɐ̃tɨ
duo,duu
folhado,fuʎadu
herdeiro,eɾdeɾu
colocara,kulukaɾɐ
descontentemente,dɨʃkõtẽtɨmẽtɨ
actinomicina,ɐktinɔmisinɐ
subvenção,subvẽsɐ̃w̃
biótipo,bjɔtipu
ordinal,ɔɾdinal
apego,ɐpeɡu
