coch,koːχ
cyfoethog,kəvɔi̯θɔɡ
digon,dɪɡɔn
cogyddesau,kɔɡəðɛsɛ
popeth,pɔpɛθ
gwyndyd,ɡʊi̯ndɪd
diodydd,djoːdɪð
bric,brɪk
haprif,haprɪv
trueni,triɛni
gryf,ɡriːv
rydw,rədʊ
adeiladol,adei̯laːdɔl
atalion,ataljɔn
siop,ʃɔp
sarhaus,sarhai̯s
bop,bɔp
awgrymiadau,au̯ɡrəmjadɛ
bananas,bananaz
twymynau,tʊi̯mənai̯
llasen,ɬasɛn
cysgwch,kəsɡʊχ
gynffon,ɡənfɔn
hunangofiant,hɪnanɡɔvjant
nheigrod,n̥ei̯ɡrɔd
toddf,tɔðv
prydael,prədai̯l
haden,haːdɛn
gelai,ɡɛlai̯
amffibiad,amfɪbjad
geir,ɡei̯r
rhywbeth,rʊpɛθ
mhrydferth,m̥rədvɛθ
allblyg,aɬblɪɡ
pysgota,pəsɡɔta
anwythiad,anʊi̯θjad
offrymydd,ɔfrəmɪð
ganfyddadwy,ɡanvəðaːdʊi̯
recriwtiaid,rɛkrɪu̯tjai̯d
neges,neːɡɛs
uni,ɪni
archdeyrniaethau,arχdei̯rnjei̯θai̯
cyfleoli,kəvlɛɔli
gloi,ɡlɔi̯
cwocaod,kwɔkaːɔd
nhudalen,n̥ɪdalɛn
ganddynt,ɡanðɪnt
dalan,dalan
twrf,tʊrv
wrthoch,ʊrθɔχ
ddyled,ðəlɛd
llewyrch,ɬɛu̯ɪrχ
unem,iːnɛm
gwreiddiol,ɡwrei̯ðjɔl
pherlau,fɛrlai̯
carwsél,karʊsɛl
cyflafar,kəvlavar
prifair,prɪvai̯r
troi,trɔi̯
nghaws,ŋ̊au̯s
egluro,ɛɡlɪrɔ
rhifau,r̥ɪvɛ
annwyd,anʊi̯d
brochod,brɔχɔd
barus,baːrɪs
brydain,brədɛn
arwynebeddau,arwɪnɛbeːðɛ
cyfrwyo,kəvrʊi̯ɔ
gwladgarol,ɡwladɡaːrɔl
menyn,meːnɪn
daw,dau̯
cheisio,χei̯sjɔ
hiraeth,hiːrɛθ
gwener,ɡwɛnɛr
cardinaliaid,kardɪnaljɛd
caeth,kaːθ
tiwbâu,tɪu̯baːi̯
drewi,drɛu̯i
corhwyaden,kɔrhʊi̯aːdɛn
ganit,ɡanɪt
ganit,ɡaːnɪt
carant,karant
twrbanau,tʊrbanai̯
cymraesau,kəmrei̯sɛ
mryniau,mrənjɛ
adeiladaeth,adei̯laːdɛθ
meddal,meːðal
paham,paham
gelai,ɡeːlɛ
gefnfor,ɡeːvɛnvɔr
grasus,ɡrasɪs
optegol,ɔptɛɡɔl
eosiaid,ɛɔsjɛd
chwythu,hwəθi
gŵr,ɡuːr
campwr,kampʊr
morgannwg,mɔrɡanʊɡ
w,ʊ
myfïol,məviːɔl
anfanteision,anvantei̯sjɔn
trydar,trədar
pwnc,pʊŋk
deses,dɛsɛs
bydd,biːð
nghyllell,ŋ̊ɪɬɛθ
arnynt,arnɪnt
gwirodlyn,ɡwɪrɔdlɪn
iddewiaeth,ɪðeu̯jɛθ
piw,piːu̯
nghadair,ŋ̊adai̯r
olau,ɔlɛ
bas,baːs
rewgell,rɛu̯ɡɛɬ
carthennau,karθɛnai̯
llynedd,ɬənɛð
llwydlas,ɬʊi̯dlas
caws,kau̯s
preifatrwydd,prei̯vatrʊi̯ð
eiliad,ei̯ljad
cawodi,kawoːdi
nglawio,ŋlau̯jɔ
paentio,pei̯ntjɔ
telyn,teːlɪn
mewnol,mɛu̯nɔl
nhelynores,n̥ɛlənoːrɛs
stopio,sdɔpjɔ
erchwyn,ɛrχwɪn
arthan,arθan
brenhinoedd,brɛnhɪnɔi̯ð
ddisgyn,ðɪʃɡɪn
car,kar
goleuedig,ɡɔlei̯eːdɪɡ
llechi,ɬeːχi
beint,bei̯nt
ngwddw,ŋʊðu
phibau,fɪbai̯
gartre,ɡartrɛ
dynleiddiaid,diːnlei̯ðjai̯d
piben,pɪbɛn
cysgiff,kəsɡɪf
cyfandir,kəvandɪr
caethiwed,kei̯θɪu̯ɛd
gwyched,ɡwəχɛd
origami,ɔrɪɡaːmi
fasen,vasɛn
garais,ɡaːrɛs
lysiau,ləʃai̯
aethom,ei̯θɔm
tryferi,trəvɛri
gas,ɡaːs
ffurf,fɪrv
mheiriannwr,m̥ei̯rjanʊr
rhoi,r̥ɔi̯
sbaen,sbai̯n
eiry,ei̯ri
olygfa,ɔləɡva
feneswela,vɛnɛzweːla
nigidau,nɪɡiːdɛ
argyfyngus,arɡəvəŋɪs
afocados,avɔkaːdɔz
pharoted,farɔtɛd
hunangofiannau,hɪnanɡɔvjanai̯
streicio,sdrei̯kjɔ
blaenorol,blei̯noːrɔl
rhegen,r̥ɛɡɛn
ffosfforws,fɔsfɔrʊs
cloc,klɔk
herwhela,hɛrwheːla
oblegid,ɔblɛɡɪd
anwybod,anwɪbɔd
cyrri,kəri
thro,θroː
ddarllenais,ðarɬɛnai̯s
nghaffi,ŋ̊afi
cadeiriau,kadei̯rɛ
tywod,təwɔd
falwyr,valwɪr
pibonwyen,pɪbɔnui̯ɛn
nyfrgi,nəvrɡi
toddyf,tɔðɪv
syth,siːθ
dolen,dɔlɛn
aberthwr,abɛrθʊr
awgrymiadau,au̯ɡrəmjaːdai̯
cyfoethocach,kəvɔi̯θɔkaχ
bendithio,bɛndɪθjɔ
hachubwr,haχiːbʊr
cwbl,kʊbʊl
addurnedig,aðɪrneːdɪɡ
arholiadau,arhɔljaːdai̯
rhagoriaeth,r̥aɡɔrjai̯θ
negeseua,nɛɡɛsei̯a
cannu,kani
potes,pɔtɛs
sgrinio,sɡrinjɔ
nigid,nɪɡɪd
tryweli,trəu̯eːli
cystadleuwr,kəsdadlei̯ʊr
mod,moːd
garest,ɡaːrɛst
gefeilles,ɡɛvei̯ɬɛs
arwynebeddau,arʊi̯nɛbɛðai̯
brenin,brɛnɪn
migwyn,mɪɡwɪn
lyfrau,ləvrɛ
adenydd,adɛnɪð
hunarddeg,hiːnarðeːɡ
diweddaraf,dɪu̯ɛðaːra
gwernog,ɡwɛrnɔɡ
allanadlu,aɬanadli
wanwyn,wanwɪn
treiglo,trei̯ɡlɔ
addurno,aðɪrnɔ
rhin,r̥iːn
teyrnaddoliant,tei̯rnaðɔljant
esgid,ɛsɡɪd
cyffylog,kəfəlɔɡ
ewythr,ɛu̯ɪrθ
mil,miːl
llydaw,ɬədau̯
llestri,ɬɛstri
canwr,kaːʊr
chares,χarɛs
bocsiwr,bɔksjʊr
rhodri,r̥ɔdri
dedfryd,dɛdvrɪd
bywiogrwydd,bɪu̯jɔɡrʊɨ̯ð
wella,wɛɬa
arolygiaeth,arɔləɡjɛθ
fuan,vian
nghyfnither,ŋ̊əvnɪθɛr
cynhorthwy,kənhɔrθʊi̯
medro,mɛdrɔ
cyfer,kəvɛr
nai,nai̯
llamhidog,ɬamhɪdɔɡ
efo,eːvɔ
aredaf,arɛda
wnaeth,naːθ
traffordd,trafɔrð
ddoe,ðɔi̯
dynleiddiaid,diːnlei̯ðjɛd
cecru,kɛkri
cosbau,kɔsbai̯
arwydd,aːrʊi̯ð
crychydd,krəχɪð
licio,lɪkjɔ
brwyn,brʊi̯n
dysgwyr,dəsɡwɪr
gwaethaf,ɡwei̯θav
gofyn,ɡoːvɪn
gwthio,ɡʊθjɔ
syndod,səndɔd
chwyddo,χwɪðɔ
gaches,ɡaχɛs
hunion,hɪnjɔn
chyfeillion,χəvei̯ɬjɔn
erfyn,ɛrvɪn
cymedrol,kəmɛdrɔl
cerddoriaeth,kɛrðɔrjɛθ
hollbwysigrwydd,hɔɬbʊi̯sɪɡrʊi̯ð
hy,hiː
ariannog,arjanɔɡ
blaenoriaid,blei̯nɔrjɛd
athrodus,aθrɔdɪs
chyrraedd,χərað
arolygydd,arɔləɡɪð
ngwahanol,ŋwanɔl
academïau,akadɛmiːai̯
gaffi,ɡafi
meddaliad,mɛðaljad
anhysbys,anhəsbɪs
marchnata,marχnata
fyw,vɪu̯
sianis,ʃaniz
cystal,kɪsdal
hagor,haɡɔr
eirlysiau,ei̯rləsjai̯
llysieuol,ɬəsjei̯ɔl
j,dʒeː
iti,ɪti
llygaid,ɬɪɡɛd
ddringo,ðrɪŋɔ
brif,briːv
cydweithiwr,kɪdwei̯θjʊr
anrhydeddus,anr̥ədɛðɪs
frenin,vreːnɪn
gartre,ɡətrɛ
haen,hai̯n
diog,diɔɡ
binc,bɪŋk
ngorllewin,ŋɔrɬɛu̯ɪn
bwn,bʊn
bris,briːs
pop,pɔp
warysau,warəsɛ
perfedd,pɛrvɛð
cynflaidd,kənvlai̯ð
cyrff,kɪrf
seindorf,sei̯ndɔrv
lansio,lanʃɔ
llifed,ɬiːvɛd
thafod,θavɔd
tarian,tarjan
mhant,m̥ant
haniaeth,hanjɛθ
elen,eːlɛn
gwrthiselydd,ɡʊrθɪseːlɪð
daliadau,daljaːdɛ
trombonau,trɔmboːnai̯
olygfeydd,ɔləɡvei̯ð
santesau,santɛsɛ
elem,eːlɛm
gamlas,ɡamlas
llydanbigau,ɬədambiːɡɛ
ngoleuadau,ŋɔlei̯adɛ
adweithegydd,adwei̯θeːɡɪð
gwenhwyfar,ɡwɛnhʊi̯var
seliau,sɛljɛ
chwydu,χwədi
ci,kiː
adael,aːdɛl
holaf,hoːla
symudaist,səmiːdɛsd
terfysgaeth,tɛrvəsɡɛθ
cariad,karjad
gerdded,ɡɛrðɛd
ffrainc,frai̯ŋk
plethau,plɛθɛ
henwebu,hɛnwɛbi
nhwymyn,n̥ʊi̯mɪn
canlynol,kanlənɔl
unet,iːnɛt
troseddu,trɔsɛði
glyn,ɡlɪn
addysgodd,aðəsɡɔð
piwi,pɪu̯i
cynaliadau,kənaljaːdɛ
brawychiadau,brau̯əχjaːdɛ
addolwyr,aðɔlwɪr
technetiwm,tɛχnɛtjʊm
mhigyn,m̥iːɡɪn
gwaith,ɡwai̯θ
dali,daːli
ffindir,fɪndɪr
arfer,arvɛr
cymraesau,kəmrei̯sai̯
diddorol,dɪðɔrɔl
hynafol,hənaːvɔl
chodais,χɔdɛs
conwydden,kɔnwəðɛn
morthwyl,mɔrθui̯l
chafodd,χavɔð
taranu,tarani
ffraeo,friːɔ
gwahaniaeth,ɡwahanjai̯θ
taliff,talɪf
wyliau,wɪljai̯
rhech,r̥eːχ
cymdeithasol,kəmdei̯θasɔl
physgod,fəsɡɔd
adfyw,advɪu̯
cynyddu,kənəði
ffotograffwr,fɔtɔɡrafʊr
ngwyddeleg,ŋʊi̯ðɛlɛɡ
cysgoch,kəsɡɔχ
gaint,ɡai̯nt
cafodd,kaːvɔð
cheri,χɛri
chawl,χau̯l
drydanwr,drədaːnʊr
cop,kɔp
cefn,kɛvɛn
utganu,ɪtɡaːni
hafren,havrɛn
hugain,hiːɡai̯n
treiglad,trei̯ɡlad
heraill,heːrɪɬ
redon,rɛdɔn
llym,ɬɪm
baned,baːnɛd
cymen,kəmɛn
cachi,kaχi
seaborgiwm,sɪbɔrɡjʊm
teganau,tɛɡaːnɛ
phwysig,fʊi̯sɪɡ
bradu,braːdi
gemau,ɡeːmɛ
gobeithio,ɡɔbei̯θɔ
mhigwrn,m̥ɪɡʊrn
èch,ɛχ
arwyddlun,arʊi̯ðlɪn
gatholig,ɡaθoːlɪɡ
creder,krɛdɛr
gwybodaeth,ɡwɪbɔdɛθ
bothau,bɔθai̯
petryal,pɛtriːal
nhafarn,n̥aːvarn
elen,ɛlɛn
mwg,muːɡ
ffrwyth,frʊi̯θ
ehangach,ɛhaŋaχ
phrysur,frəsɪr
teipiadur,tei̯pjadɪr
sgil,sɡiːl
wrwgwái,ʊrʊɡwai̯
nhro,n̥roː
trwyddedau,trʊi̯ðeːdɛ
mhibau,m̥iːbɛ
bum,bɪm
thriongl,θriːɔŋl
gweedig,ɡwɛeːdiɡ
argrafiadau,arɡrafjaːdɛ
teipio,tei̯pjɔ
sgynno,sɡənɔ
danadl,daːnadl
traddodiadol,traðɔdjadɔl
gofalgar,ɡɔvalɡar
gwelaist,ɡweːlɛst
gwahaniaeth,ɡwanjɛθ
wragedd,wraːɡɛð
ffau,fai̯
chanu,χaːni
dyddiadau,dəðjadai̯
adeiladaethau,adei̯ladei̯θɛ
mysedd,məsɛð
addas,aːðas
nghambodiaid,ŋ̊ambɔdjɛd
cryman,krəman
arholi,arhɔli
afocado,avɔkadɔ
madarch,madarχ
sirol,siːrɔl
ei,ei̯
darw,daːru
cynhyrfu,kənhərvi
diweddarach,dɪu̯ɛðaːraχ
yno,ənɔ
cyrch,kɪrχ
ŵydd,ʊɪ̯ð
toesen,tɔi̯sɛn
nghyllell,ŋ̊ɪɬɛɬ
daliff,daːlɪf
baths,baθs
anghymeradwyaeth,aŋhəmeːradʊi̯ai̯θ
sgarff,sɡarf
rhywle,r̥ʊlɛ
dorri,dɔri
breuddwyd,brei̯ðʊi̯d
aifft,ai̯fd
tuag,tiːaɡ
arfau,arvɛ
nheclyn,n̥ɛklɪn
marchogaeth,marχɔɡɛθ
dagrau,daɡrai̯
fenig,veːnɪɡ
rhuthraf,r̥ɪθra
nharianau,n̥arjanai̯
lladd,ɬaːð
mefus,mɛvɪs
sgrechian,sɡrɛχan
nghyfaredd,ŋ̊əvaːrɛð
lyf,liːv
gwyllon,ɡwəɬɔn
gweddol,ɡwɛðɔl
naet,nai̯t
fyddan,vəðan
tatws,tatʊs
blaenori,blei̯nɔri
elor,ɛlɔr
calan,kalan
nghelyn,ŋ̊ɛlɪn
gymryd,ɡəmrɪd
anghlodau,aŋhloːdɛ
cennin,kɛnɪn
arolygiaethau,arɔləɡjei̯θai̯
nhri,n̥riː
torrid,tɔrɪd
peniadau,pɛnjadɛ
sgrechian,sɡrɛχɛn
chyfoethogion,χəvɔi̯θɔɡjɔn
eneth,eːnɛθ
losinen,lɔʃiːnɛn
hefin,heːvɪn
poena,pɔi̯na
mrain,mrai̯n
ngwybedogion,ŋwəbɛdɔɡjɔn
afrifed,avrɪvɛd
heirlysiau,hei̯rləʃɛ
adwyth,aːdʊi̯θ
gwystl,ɡʊi̯sdl
mynediad,mənɛdjad
gronell,ɡroːnɛɬ
actores,aktɔrɛs
manyldeb,manəldɛb
bigddu,bɪɡði
lluoswch,ɬɪɔsʊχ
penddu,pɛnði
gwaelod,ɡwei̯lɔd
anogaf,anoːɡav
mab,əmaːb
cefnddu,kɛvnði
heisteddfod,hei̯sdɛðvɔd
ffotograffydd,fɔtɔɡrafɪð
hunanladdwr,hɪnanɬaːðʊr
llyw,ɬɪu̯
thaid,θai̯d
had,haːd
blows,blou̯z
parchedig,parχɛdɪɡ
siomau,ʃɔmai̯
weithiwr,wei̯θʊr
ngwin,ŋwiːn
rabi,rabi
dolen,doːlɛn
ngwledydd,ŋwleːdɪð
hachub,haχɪb
ogwr,oːɡʊr
gedy,ɡɛdi
wcráin,ʊkrai̯n
rhegennod,r̥ɛɡɛnɔd
americiwm,amɛrɪkjʊm
pennod,pɛnɔd
unir,ɪnɪr
bychan,bəχan
march,marχ
omled,ɔmlɛd
adfydus,advədɪs
eisoes,ei̯sɔi̯s
jôc,d͡ʒoːk
câr,kaːr
twymo,tʊi̯mɔ
ngwddf,ŋʊðu
nhipyn,n̥ɪpɪn
acau,ei̯loːdɛkənɪɬjad
cofair,koːvai̯r
aberystwyth,abɛrəsdwɪθ
droid,drɔi̯d
dacw,daku
colfen,kɔlvɛn
cynghrair,kəŋrɛr
wranws,ʊraːnʊs
ddos,ðoːs
ymlŷn,əmliːn
anogaf,anɔɡav
perth,pɛrθ
machgenyn,maχɡɛnɪn
ofergoel,ɔvɛrɡɔi̯l
trenau,treːnai̯
chôt,χoːt
awduron,au̯diːrɔn
anafiadau,anavjadai̯
gen,ɡɛn
germaniwm,ɡɛrmanjʊm
coronafeirws,kɔroːnavei̯rʊs
nerthoedd,nɛrθɔi̯ð
pharcio,farkɔ
nghastell,ŋ̊asdɛɬ
llechi,ɬɛχi
nhâl,n̥aːl
lindys,lɪndɪs
celloedd,kɛɬɔɨ̯ð
sadwrn,sadʊn
llwythwr,ɬʊi̯θʊr
ffigysbren,fɪɡəsbrɛn
athrodus,aθroːdɪs
cristnogaeth,krɪsdnɔɡɛθ
hychod,həχɔd
u,iːbeːdɔl
ugain,ɪɡai̯n
angof,aŋɔv
eiriadurwyr,ei̯rjadɪrwɪr
talem,taːlɛm
gwybodus,ɡwɪbɔdɪs
daethoch,dei̯θɔχ
arweinwyr,arwei̯nwɪr
glanach,ɡlanaχ
rhianwen,r̥ianwɛn
nhelynau,n̥ɛlənai̯
credaf,kreːda
cyfundrefn,kəvɪndrɛvn
genau,ɡɛnɛ
werdd,wɛrð
pyliau,pəljai̯
adferiad,advɛrjad
pedair,peːdai̯r
brexit,brɛksɪt
ras,raːs
diwethaf,dwɛθa
mewnfudo,mɛu̯nviːdɔ
pelydrau,pɛlədrai̯
nghynffon,ŋ̊ənfɔn
copii,kɔpiːi
masŵn,masuːn
losinen,lɔʃɪnɛn
anweledig,anwɛlɛdɪɡ
cyfaddef,kəvaːðɛv
gweladwy,ɡwɛlaːdʊi̯
cwpaneidiau,kʊpanei̯djɛ
tg,təɡə
hydrefau,hədrɛvai̯
allforiadwy,aɬvɔrjadʊi̯
gwarthegyddion,ɡwarθɛɡəðjɔn
nosbarth,nɔsbarθ
meddiannol,mɛðjanɔl
gwnaeth,naːθ
gwlyb,ɡwliːb
technoleg,tɛχnɔlɛɡ
collen,kɔɬɛn
arian,arjan
ieuanc,jei̯aŋk
blas,blaːs
pin,piːn
chwilio,ʍɪlɔ
aethon,ei̯θɔn
trydan,trədan
eangderau,ɛaŋdeːrɛ
anafiadau,anavjadɛ
pigfelyn,pɪɡveːlɪn
seliau,sɛljai̯
aberthu,abɛrθi
deuawd,dei̯au̯d
cachai,kaχɛ
cymhlethdodau,kəmhlɛθdɔdai̯
clois,klɔi̯s
fynegi,vənɛɡi
derbynneb,dɛrbənɛb
fronnau,vrɔnɛ
coeth,koːθ
llysieuwyr,ɬəʃei̯wɪr
pam,pam
pwysig,pʊi̯sɪɡ
bangeibrau,baŋɡei̯brɛ
atal,atal
chambodiad,χambɔdjad
merlota,mɛrlɔta
rod,roːd
ffiji,fiːd͡ʒi
phrynon,frənɔð
fyddi,vəði
muwch,mɪu̯χ
nghyngor,ŋ̊əŋɔr
mryoffyt,mriːɔfɪt
angel,aŋɛl
drown,drou̯n
hwnna,hʊna
tha,θa
ninnau,nɪnɛ
trawsleoli,trau̯slɛɔli
cesair,kɛsai̯r
adwen,adwɛn
neidit,nei̯dɪt
harth,harθ
ngweithiwr,ŋwei̯θjʊr
lywyddion,ləu̯əðjɔn
tonyrefail,tɔnəreːvɛl
adaregol,adareːɡɔl
dwythell,dʊi̯θɛɬ
cawod,kau̯ɔd
alan,alan
thew,θɛu̯
lafar,lavar
rhyfelwr,r̥əveːlʊr
cymhlethdodau,kəmlɛθdoːdɛ
chwys,ʍiːs
ffonau,foːnai̯
gwregys,ɡwreːɡɪs
gwaywffyn,ɡwei̯wfɪn
wyddeleg,ʊi̯ðɛlɛɡ
anghlodau,aŋhloːdai̯
diweddar,dɪu̯eːðar
anoddaf,anoːðav
chwythed,χwəθɛd
bwrwndi,bʊrʊndi
cynaliadau,kənaljadɛ
llo,ɬoː
dyrnfedd,dərnvɛð
adwythig,adʊi̯θɪɡ
adael,aːdai̯l
bodiau,bɔdjɛ
daliadau,daljadɛ
trefydd,trɛvɪð
gefnau,ɡɛvnɛ
gwerddon,ɡwɛrðɔn
dwyt,dʊi̯t
ysgrifennodd,əsɡrɪvɛnɔð
ngroeg,ŋrɔi̯ɡ
adfydau,advədɛ
baledi,baleːdi
addawebau,aðau̯eːbɛ
jolihoetian,d͡ʒɔlɪhɔi̯tjan
moldofa,mɔldoːva
antimoni,antɪmɔni
benyw,bɛnɪu̯
cytganau,kətɡaːnɛ
nawfed,nau̯vɛd
berlau,bɛrlai̯
rif,riːv
habadaeth,habadai̯θ
fab,vaːb
caerfaddon,kai̯rvaðɔn
canhwyllau,kanhʊi̯ɬai̯
trenau,trɛnai̯
mhlymio,m̥ləmjɔ
heog,hɛɔɡ
annerch,anɛrχ
nerth,nɛrθ
pethau,pɛθai̯
cyfeirnodau,kəvei̯rnɔdɛ
cymar,kəmar
geilw,ɡei̯lu
celyn,kɛlɪn
clo,kloː
chwiorydd,ʍiɔrɪð
darlledu,darɬɛdi
llundain,ɬɪndai̯n
ddiweddar,ðɪu̯eːðar
dihuno,dɪhɪnɔ
mlwydd,mlʊi̯ð
hachosi,haχɔsi
lloches,ɬɔχɛs
unen,ɪnɛn
boch,boːχ
ceiniog,kei̯njɔɡ
leidr,lei̯dr
thyrrau,θərai̯
plwg,plʊɡ
mathafarn,maθavarn
cycyllau,kəkəɬai̯
gyfarfod,ɡwarvɔd
cweryl,kweːrɪl
daclus,daklɪs
mhobl,m̥ɔbl
perchentyaeth,pɛrχɛntiːaiθ
teirw,tei̯ru
dodrefn,dɔdrɛvn
paganiaeth,paɡanjai̯θ
anodded,anɔðɛd
erioed,ɛrjɔi̯d
hiach,hjaːχ
aerobeg,ei̯rɔbɛɡ
bendigo,bɛndɪɡɔ
delach,dɛlaχ
basta,basda
adwaenom,adwei̯nɔm
chwarae,waːrɛ
nghardinaliaid,ŋ̊ardɪnaljɛd
bencampwriaethau,bɛŋkampʊrjei̯θɛ
chyngerdd,χəŋɛrð
carreg,karɛɡ
copyn,kɔpɪn
tramor,tramɔr
gwlych,ɡwliːχ
astudiaethau,asdɪdjei̯θai̯
nawddseintiau,nau̯ðsei̯ntjɛ
newis,nɛu̯is
teitlau,tei̯tlai̯
symudaist,səmɪdɛsd
heb,heːb
argraffiadaeth,arɡrafjadai̯θ
dwyn,dʊi̯n
chanolbarthau,χanɔlbarθɛ
adaregwyr,adarɛɡwɪr
iddi,iːði
trên,treːn
talant,taːlant
cwningen,kʊnɪŋɛn
telynau,tɛlənɛ
elorau,ɛlɔrai̯
lyfr,ləvɪr
nhrydanwyr,n̥rədanwɪr
darianau,darjanai̯
gweinyddiadau,ɡwei̯nəðjadai̯
manylrwydd,manəlrʊi̯ð
hecsagonol,hɛksaɡoːnɔl
gaed,ɡai̯d
llesteiriau,ɬɛsdei̯rjai̯
eisteddfodau,ei̯sdɛðvoːdai̯
tad,ətaːd
mhrifddinas,m̥rɪvðɪnas
croen,kroːn
rhieni,r̥jeːni
byddi,bəði
aeled,ei̯lɛd
ffoi,fɔi̯
basgedi,basɡɛdi
chusanau,χɪsaːnai̯
ganolbarthau,ɡanɔlbarθɛ
gwrthgyferbynnu,ɡʊrθɡəvɛrbəni
daeareg,dei̯aːrɛɡ
harian,harjan
ymrafaelion,əmravei̯ljɔn
penseiri,pɛnsei̯ri
maeddu,mai̯ðɪ
uchderau,ɪχdeːrɛ
medru,mɛdri
prifodl,priːvɔdl
llochesau,ɬɔχɛsɛ
llifed,ɬɪvɛd
ddolur,ðoːlɪr
oerach,ɔi̯raχ
tawa,tau̯a
echddoe,ɛχðɔi̯
chlybiau,χləbjɛ
pioden,piɔdɛn
albanau,albaːnai̯
unen,iːnɛn
manylebau,manəlɛbɛ
bendant,bɛndant
cwpaneidiau,kʊpanei̯djai̯
amcanion,amkanjɔn
pumdegau,pɪmdeːɡɛ
droet,drɔi̯t
iesu,jɛsi
nghanwr,ŋ̊anʊr
fri,vriː
hidliad,hɪdljad
swyddogaeth,sʊi̯ðoːɡɛθ
anfanteision,anvantei̯ʃɔn
anghyfartal,aŋhəvartal
heuliog,hei̯ljɔɡ
linos,liːnɔs
ymasiad,əmaʃad
ceirw,kei̯ru
biliwn,bɪljʊn
söolegwyr,sɔɔlɛɡwɪr
ngoleuadau,ŋɔliaːdɛ
chared,χarɛd
chewch,χɛu̯χ
cared,karɛd
fewn,vɛu̯n
bancio,baŋkjɔ
rhufain,r̥ɪvai̯n
brifddinas,brɪvðiːnas
dalu,dali
ganer,ɡaːnɛr
garan,ɡaːran
methan,mɛθan
cu,kiː
adfeiliadau,advei̯ljadɛ
cyfryngwyr,kəvrəŋwɪr
polisi,pɔlɪsi
fôr,voːr
anfantais,anvantɛs
man,man
hoffet,hɔfɛt
cyfres,kəvrɛs
rwy,rʊi̯
chithau,χɪθai̯
llithro,ɬɪθrɔ
anianau,anjaːnɛ
corffori,kɔrfɔri
dalodd,daːlɔð
darnau,darnɛ
nghwningen,ŋ̊ʊnɪŋɛn
elain,ɛlai̯n
oleuadau,ɔliaːdɛ
gogs,ɡɔɡz
llogell,ɬɔɡɛɬ
treftadaeth,trɛvtaːdɛθ
gwnest,ɡwnɛsd
mlynyddoedd,mlənəðɔð
ddwfr,ðʊvr
nghaled,ŋ̊aːlɛd
nghefn,kɛvɛn
chysgoch,χəsɡɔχ
e,ɛ
gael,ɡaːl
nhair,n̥ai̯r
rosynnau,rɔsənɛ
talan,taːlan
ciribati,kɪrɪbati
byddin,bəðɪn
barbeciwio,barbɛkɪu̯jɔ
canyddion,kanəðjɔn
erys,ɛrɪs
mhrifddinas,m̥riːvðɪnas
dos,doːs
siwmae,ʃʊmai̯
llenwad,ɬɛnwad
ffeindio,fei̯ndɔ
chalan,χaːlan
siwmper,ʃʊmpɛr
llysg,ɬɪsɡ
culdir,kɪldɪr
preswyl,prɛsʊi̯l
talom,taːlɔm
rheniwm,r̥ɛnjʊm
cynnull,kənɪɬ
nêr,neːr
delyn,deːlɪn
protestaniaid,prɔtɛsdanjɛd
pobol,poːbɔl
eisteddfodwyr,ei̯sdɛðvoːdʊi̯r
cost,kɔsd
rhyddhad,r̥əðhaːd
wyddion,wəðjɔn
fasen,sɛn
bac,bak
anner,anɛr
hysbysebion,həsbəsɛbjɔn
cysawd,kəsau̯d
tawel,tau̯ɛl
aer,ai̯r
wddf,ʊðu
gosod,ɡɔsɔd
helyntoedd,hɛləntɔi̯ð
chanadiaid,χanadjai̯d
person,pɛrsɔn
atalnod,atalnɔd
chwalu,χwaːli
lama,laːma
adeiladwyr,adei̯ladwɪr
dadwreiddio,dadrɛi̯ðjɔ
nhalcen,n̥alkɛn
cheri,χeːri
mewnforyn,mɛu̯nvoːrɪn
basio,basjɔ
stampiau,stampjɛ
ceir,kei̯r
chaethon,χei̯θɔn
dderw,ðɛru
hocys,hɔkɪs
theyrnas,θei̯rnas
niwl,nɪu̯l
gorchfygwr,ɡɔrχvəɡʊr
cheisio,χei̯ʃɔ
cerddorfeydd,kɛrðɔrvei̯ð
hun,hiːn
encil,ɛŋkɪl
sinc,sɪŋk
grawnwin,ɡrau̯nwɪn
marchogaeth,marχoːɡai̯θ
huwd,hɪu̯d
rheoliaduron,r̥ɛɔljadiːrɔn
gwael,ɡwai̯l
ateb,atɛb
rhian,r̥ian
leuen,lei̯ɛn
wybedogion,wɪbɛdɔɡjɔn
troch,troːχ
trech,treːχ
mola,mɔla
madrid,madrɪd
mynwes,mənwɛs
absennau,absɛnɛai̯
addysgol,aðəsɡɔl
tad,taːd
ddraenog,ðrai̯nɔɡ
haethnenni,hei̯θnɛni
peris,pɛrɪs
gelli,ɡɛɬi
caled,kalɛd
cyffaith,kəfai̯θ
ffeindiaf,fei̯nda
dawns,dau̯ns
indiwm,ɪndjʊm
arnat,arnat
madfallod,madvaɬɔd
oen,oːn
canolig,kanoːlɪɡ
cyfyng,kəvɪŋ
e,eː
pellweledydd,pɛɬwɛleːdɪð
eloch,eːlɔχ
gwiw,ɡwɪu̯
mlodau,mlɔdɛ
gwâl,ɡwaːl
caled,kaːlɛd
nofel,nɔvɛl
hyperleol,haɪpɛrleːɔl
lleoedd,ɬeːɔi̯ð
roeddech,rɔi̯ðɛχ
crwydr,krʊi̯dɪr
dalais,dalɛs
arholiadau,arhɔljadɛ
