görülmeyen,ɡœɾylmejen
öylesine,œjlesine
kabalık,kabalɯk
dışlanmanın,dɯʃlanmanɯn
anlamamışlar,anlamamɯʃlaɾ
mesajında,mesaʒɯnda
enerji,eneɾʒi
eleştirilerin,eleʃtiɾileɾin
gövdesinde,ɡœvdesinde
kapatan,kapatan
füzelerin,fyzeleɾin
getirirmiş,ɡetiɾiɾmiʃ
kararıyla,kaɾaɾɯjla
dönüşen,dœnyʃen
karabiberi,kaɾabibeɾi
bulunmasın,bulunmasɯn
çıkarmayın,t͡ʃɯkaɾmajɯn
dilimler,dilimleɾ
kur,kuɾ
kulisin,kulisin
hazırlamaya,hazɯɾlamaja
mukoza,mukoza
benzerleri,benzeɾleɾi
temine,temine
kat,kat
kılmaya,kɯlmaja
şeflerin,ʃefleɾin
piyesinin,pijesinin
gizlemekte,ɡizlemekte
sürer,syɾeɾ
kullanımdan,kullanɯmdan
bölümdendi,bœlymdendi
dayanamadı,dajanamadɯ
alayının,alajɯnɯn
anlamda,anlamda
yansımaz,jansɯmaz
kas,kas
seslerle,sesleɾle
ateşi,ateʃi
yansıyor,jansɯjoɾ
akar,akaɾ
toplumunda,toplumunda
nin,nin
dökenler,dœkenleɾ
hastahaneyi,hastahaneji
babam,babam
kitlesinin,kitlesinin
patronları,patɾonlaɾɯ
özelleştirmesinde,œzelleʃtiɾmesinde
briç,bɾit͡ʃ
kartopu,kaɾtopu
yarısında,jaɾɯsɯnda
güneşine,ɡyneʃine
yolun,jolun
dövüşmeli,dœvyʃmeli
bağı,baɰɯ
gökyüzü,ɡœkjyzy
çekmişti,t͡ʃekmiʃti
aktarımı,aktaɾɯmɯ
vizyona,vizjona
yurdu,juɾdu
tanrı,tanɾɯ
güçlüyüz,ɡyt͡ʃlyjyz
sonuçlanınca,sonut͡ʃlanɯnd͡ʒa
zorlukların,zoɾluklaɾɯn
şişti,ʃiʃti
unutmamalıyız,unutmamalɯjɯz
milliyetçi,millijett͡ʃi
deneyimlemek,denejimlemek
taşınsa,taʃɯnsa
zımba,zɯmba
geldiğince,ɡeldiɰind͡ʒe
alınmaz,alɯnmaz
altın,altɯn
üzüldüm,yzyldym
fotoğraflanmaya,fotoɰɾaflanmaja
çakıl,t͡ʃakɯl
düşündürür,dyʃyndyɾyɾ
doğrultusunda,doɰɾultusunda
sevinmemiş,sevinmemiʃ
kümeciklerine,kymed͡ʒikleɾine
çekilmek,t͡ʃekilmek
durduğum,duɾduɰum
yaklaşması,jaklaʃmasɯ
anlamanıza,anlamanɯza
tahrişe,tahɾiʃe
duruyordum,duɾujoɾdum
stadın,stadɯn
karşılaşırız,kaɾʃɯlaʃɯɾɯz
eğlenceler,eɰlend͡ʒeleɾ
ölçümü,œlt͡ʃymy
gitti,ɡitti
motorları,motoɾlaɾɯ
huyunuz,hujunuz
elektriksel,elektɾiksel
yanılıyor,janɯlɯjoɾ
iradesine,iɾadesine
dizeleri,dizeleɾi
noktasını,noktasɯnɯ
gelmesi,ɡelmesi
geçse,ɡet͡ʃse
kamalarının,kamalaɾɯnɯn
yakınlarımızın,jakɯnlaɾɯmɯzɯn
çalışansın,t͡ʃalɯʃansɯn
öncülerin,œnd͡ʒyleɾin
faydası,fajdasɯ
katkım,katkɯm
kardeşimle,kaɾdeʃimle
sayfalarının,sajfalaɾɯnɯn
zehirlendiği,zehiɾlendiɰi
olayı,olajɯ
eksiklik,eksiklik
görülmüş,ɡœɾylmyʃ
koyuyorlardı,kojujoɾlaɾdɯ
savaşmış,savaʃmɯʃ
lahmacun,lahmad͡ʒun
üs,ys
kombinasyonlarda,kombinasjonlaɾda
ışığı,ɯʃɯɰɯ
yazılar,jazɯlaɾ
olasılığı,olasɯlɯɰɯ
bandra,bandɾa
keyfetmeye,kejfetmeje
mutluluğun,mutluluɰun
indik,indik
geçenler,ɡet͡ʃenleɾ
unutmasına,unutmasɯna
biyometri,bijometɾi
karıştırıyorlar,kaɾɯʃtɯɾɯjoɾlaɾ
hocamızsınız,hod͡ʒamɯzsɯnɯz
gazetecilerle,ɡazeted͡ʒileɾle
durulacaktır,duɾulad͡ʒaktɯɾ
okuduğum,okuduɰum
cinsiyet,d͡ʒinsijet
yolcular,jold͡ʒulaɾ
taşarmış,taʃaɾmɯʃ
çözüleceğini,t͡ʃœzyled͡ʒeɰini
gençliğimin,ɡent͡ʃliɰimin
maçlık,mat͡ʃlɯk
zorlanmaya,zoɾlanmaja
göndermelerine,ɡœndeɾmeleɾine
dönemlerde,dœnemleɾde
kesmek,kesmek
biriktirip,biɾiktiɾip
doların,dolaɾɯn
plaketler,plaketleɾ
bitmez,bitmez
refleksi,ɾefleksi
girişimi,ɡiɾiʃimi
bölümde,bœlymde
toparlayamıyor,topaɾlajamɯjoɾ
bütündür,bytyndyɾ
katılmamış,katɯlmamɯʃ
yasını,jasɯnɯ
hukuku,hukuku
edilmemiş,edilmemiʃ
konuşuluyor,konuʃulujoɾ
özgünlükle,œzɡynlykle
kabullerden,kabulleɾden
yeşilliğiyle,jeʃilliɰijle
dinlerken,dinleɾken
özgürüz,œzɡyɾyz
kaçırdıkları,kat͡ʃɯɾdɯklaɾɯ
sarfetmezse,saɾfetmezse
ödüllere,œdylleɾe
zannediyoruz,zannedijoɾuz
görüyordu,ɡœɾyjoɾdu
aranıza,aɾanɯza
yakamaz,jakamaz
aldığımı,aldɯɰɯmɯ
elimi,elimi
dedi,dedi
görünüyordu,ɡœɾynyjoɾdu
konuşmada,konuʃmada
şikâyetçi,ʃikâjett͡ʃi
metreyi,metɾeji
başkanlığını,baʃkanlɯɰɯnɯ
organlarının,oɾɡanlaɾɯnɯn
doğruluk,doɰɾuluk
hikayeler,hikajeleɾ
anlattığımızın,anlattɯɰɯmɯzɯn
gollerini,ɡolleɾini
liderden,lideɾden
usulca,usuld͡ʒa
yapmak,japmak
çağrışım,t͡ʃaɰɾɯʃɯm
etkileniyorlardı,etkilenijoɾlaɾdɯ
sanatçıyım,sanatt͡ʃɯjɯm
iddiaların,iddialaɾɯn
kısmı,kɯsmɯ
duruyoruz,duɾujoɾuz
çığlığaydı,t͡ʃɯɰlɯɰajdɯ
vurmaktan,vuɾmaktan
verecektir,veɾed͡ʒektiɾ
ketçap,kett͡ʃap
otlarımızı,otlaɾɯmɯzɯ
hatırlamalarından,hatɯɾlamalaɾɯndan
soyadı,sojadɯ
sırada,sɯɾada
halana,halana
karşılaşan,kaɾʃɯlaʃan
sevgiler,sevɡileɾ
tanrıların,tanɾɯlaɾɯn
sulamak,sulamak
okula,okula
söylememe,sœjlememe
sanayicinin,sanajid͡ʒinin
yıkamak,jɯkamak
kişiyi,kiʃiji
bağnaz,baɰnaz
poşetlilerden,poʃetlileɾden
ışık,ɯʃɯk
sağlanabilirse,saɰlanabiliɾse
mevsimine,mevsimine
konuşma,konuʃma
düşünürüz,dyʃynyɾyz
yuvarlaklaştırılır,juvaɾlaklaʃtɯɾɯlɯɾ
öğüt,œɰyt
harcayalım,haɾd͡ʒajalɯm
hayvan,hajvan
yıllarından,jɯllaɾɯndan
etmedi,etmedi
hayatınızda,hajatɯnɯzda
tarafsızlık,taɾafsɯzlɯk
uygulanması,ujɡulanmasɯ
insandı,insandɯ
zehirlemekte,zehiɾlemekte
konumda,konumda
beden,beden
yürekli,jyɾekli
provokatörün,pɾovokatœɾyn
galibiyet,ɡalibijet
dişlerimin,diʃleɾimin
psikopat,psikopat
kocama,kod͡ʒama
gösterenler,ɡœsteɾenleɾ
leri,leɾi
pantolonlu,pantolonlu
problemleriyle,pɾoblemleɾijle
derinliklere,deɾinlikleɾe
ahmak,ahmak
içiliyor,it͡ʃilijoɾ
beynin,bejnin
fırtınalar,fɯɾtɯnalaɾ
hayallere,hajalleɾe
eden,eden
büyüyeceğim,byjyjed͡ʒeɰim
yerlerden,jeɾleɾden
tutuklu,tutuklu
boşmuş,boʃmuʃ
karanın,kaɾanɯn
saygılar,sajɡɯlaɾ
yapıtların,japɯtlaɾɯn
mahallesinden,mahallesinden
ricam,ɾid͡ʒam
eğilimleri,eɰilimleɾi
tenurelarla,tenuɾelaɾla
finalinde,finalinde
tembihlesede,tembihlesede
bırakamıyorum,bɯɾakamɯjoɾum
kaderi,kadeɾi
platonik,platonik
sorunu,soɾunu
cihazlar,d͡ʒihazlaɾ
koskoca,koskod͡ʒa
seçici,set͡ʃid͡ʒi
çatlaklar,t͡ʃatlaklaɾ
kullanabilirsin,kullanabiliɾsin
keşfiyle,keʃfijle
birliğinden,biɾliɰinden
sayılıyordu,sajɯlɯjoɾdu
manzaraymış,manzaɾajmɯʃ
getirdik,ɡetiɾdik
toplantılarda,toplantɯlaɾda
adi,adi
ihmal,ihmal
ayırdığını,ajɯɾdɯɰɯnɯ
binbir,binbiɾ
kurtarıp,kuɾtaɾɯp
piyango,pijanɡo
faydaları,fajdalaɾɯ
nitelikle,nitelikle
yönelik,jœnelik
yamaçlarda,jamat͡ʃlaɾda
gitsem,ɡitsem
yetineceksin,jetined͡ʒeksin
isteği,isteɰi
ilgilendirmiyor,ilɡilendiɾmijoɾ
bekliyoruzdur,beklijoɾuzduɾ
gülücük,ɡylyd͡ʒyk
başvurular,baʃvuɾulaɾ
eylem,ejlem
yünlü,jynly
kıvılcımlarını,kɯvɯld͡ʒɯmlaɾɯnɯ
kentindeki,kentindeki
arındım,aɾɯndɯm
kumarbaz,kumaɾbaz
karşılanan,kaɾʃɯlanan
kültürü,kyltyɾy
seyircimizi,sejiɾd͡ʒimizi
istifade,istifade
görkemli,ɡœɾkemli
emirle,emiɾle
kentteki,kentteki
önceki,œnd͡ʒeki
biçimleri,bit͡ʃimleɾi
çıkarsınız,t͡ʃɯkaɾsɯnɯz
bulaşmış,bulaʃmɯʃ
çocuktum,t͡ʃod͡ʒuktum
grubun,ɡɾubun
derideki,deɾideki
cebi,d͡ʒebi
gelişi,ɡeliʃi
yeterlilik,jeteɾlilik
çıkar,t͡ʃɯkaɾ
kanısına,kanɯsɯna
muydu,mujdu
halktaydı,halktajdɯ
odadaki,odadaki
harfinin,haɾfinin
depremde,depɾemde
ayak,ajak
kaynaklı,kajnaklɯ
bakabiliriz,bakabiliɾiz
ayrık,ajɾɯk
kalacaktır,kalad͡ʒaktɯɾ
göremezsiniz,ɡœɾemezsiniz
tak,tak
başarılar,baʃaɾɯlaɾ
acıtıp,ad͡ʒɯtɯp
yazarlarla,jazaɾlaɾla
yapmayacaksınız,japmajad͡ʒaksɯnɯz
müsteşarı,mysteʃaɾɯ
gerekirse,ɡeɾekiɾse
satırlarda,satɯɾlaɾda
olay,olaj
duymadınız,dujmadɯnɯz
yaşayıp,jaʃajɯp
çocuklara,t͡ʃod͡ʒuklaɾa
kuruluşu,kuɾuluʃu
partinize,paɾtinize
yaşanmadığı,jaʃanmadɯɰɯ
kente,kente
yetmeyince,jetmejind͡ʒe
divanında,divanɯnda
miyim,mijim
kurallarına,kuɾallaɾɯna
ayakkabılarını,ajakkabɯlaɾɯnɯ
bacaklarını,bad͡ʒaklaɾɯnɯ
say,saj
gösterildi,ɡœsteɾildi
topa,topa
çıkarmayan,t͡ʃɯkaɾmajan
yüzüne,jyzyne
ayıların,ajɯlaɾɯn
keyifle,kejifle
harcıyor,haɾd͡ʒɯjoɾ
çivi,t͡ʃivi
iktidarını,iktidaɾɯnɯ
başlamayı,baʃlamajɯ
uğraşısını,uɰɾaʃɯsɯnɯ
ezmez,ezmez
dini,dini
uzun,uzun
iklimlerle,iklimleɾle
utanmadan,utanmadan
vatanını,vatanɯnɯ
büküldü,bykyldy
çizdiği,t͡ʃizdiɰi
takdirde,takdiɾde
isminin,isminin
ötekinin,œtekinin
başıstralya,baʃɯstɾalja
alınamadığını,alɯnamadɯɰɯnɯ
istifanın,istifanɯn
yaş,jaʃ
hayatını,hajatɯnɯ
ekibe,ekibe
tutun,tutun
kemirirken,kemiɾiɾken
ortamdayız,oɾtamdajɯz
ilerleme,ileɾleme
sinir,siniɾ
eşit,eʃit
unsur,unsuɾ
başaramadım,baʃaɾamadɯm
görmekte,ɡœɾmekte
nafile,nafile
yüzeceğiz,jyzed͡ʒeɰiz
ablam,ablam
temizlenmiş,temizlenmiʃ
getirebileceğini,ɡetiɾebiled͡ʒeɰini
kanunlardan,kanunlaɾdan
haddimiz,haddimiz
beyinli,bejinli
vurmak,vuɾmak
vah,vah
saçlarını,sat͡ʃlaɾɯnɯ
arzusu,aɾzusu
koşullarında,koʃullaɾɯnda
kesilen,kesilen
edemediler,edemedileɾ
tutup,tutup
anlatabiliriz,anlatabiliɾiz
çalışmada,t͡ʃalɯʃmada
hovardalığı,hovaɾdalɯɰɯ
etle,etle
sokaklarında,sokaklaɾɯnda
çağrılarında,t͡ʃaɰɾɯlaɾɯnda
değerler,deɰeɾleɾ
insanlarda,insanlaɾda
birbirlerine,biɾbiɾleɾine
kardeş,kaɾdeʃ
geçmek,ɡet͡ʃmek
duyabildin,dujabildin
yazılarım,jazɯlaɾɯm
delici,delid͡ʒi
kuzunun,kuzunun
kulüplerinin,kulypleɾinin
grupların,ɡɾuplaɾɯn
vardığımızda,vaɾdɯɰɯmɯzda
kafasına,kafasɯna
gezecek,ɡezed͡ʒek
kaygılanıp,kajɡɯlanɯp
tarihlerden,taɾihleɾden
mahkemeye,mahkemeje
dostlukları,dostluklaɾɯ
adam,adam
engelleri,enɡelleɾi
bulunuldu,bulunuldu
çıkalım,t͡ʃɯkalɯm
yayınlar,jajɯnlaɾ
tamamlar,tamamlaɾ
eziyet,ezijet
dudaklarıyla,dudaklaɾɯjla
düşlerinizi,dyʃleɾinizi
sarması,saɾmasɯ
operasyonlar,opeɾasjonlaɾ
kurtulur,kuɾtuluɾ
alay,alaj
itibar,itibaɾ
süreliğine,syɾeliɰine
görevlerinden,ɡœɾevleɾinden
uzaklardan,uzaklaɾdan
toplantılarına,toplantɯlaɾɯna
verdiklerim,veɾdikleɾim
etkinliklerden,etkinlikleɾden
ücretsiz,yd͡ʒɾetsiz
gelmemesi,ɡelmemesi
bırakacak,bɯɾakad͡ʒak
sağlayacak,saɰlajad͡ʒak
beslenen,beslenen
bozumu,bozumu
bilinmezdi,bilinmezdi
tanımları,tanɯmlaɾɯ
gittin,ɡittin
ettirmişler,ettiɾmiʃleɾ
terlemiş,teɾlemiʃ
gönderirdi,ɡœndeɾiɾdi
beyinlerindeki,bejinleɾindeki
kötülüklerimiz,kœtylykleɾimiz
geliyorum,ɡelijoɾum
kayboldu,kajboldu
ayıplar,ajɯplaɾ
koşmuş,koʃmuʃ
teknolojide,teknoloʒide
geçiş,ɡet͡ʃiʃ
saran,saɾan
fıstıkların,fɯstɯklaɾɯn
şiirlerini,ʃiiɾleɾini
müdürü,mydyɾy
gecelerinde,ɡed͡ʒeleɾinde
meşru,meʃɾu
birisinin,biɾisinin
eklenen,eklenen
varoşlarında,vaɾoʃlaɾɯnda
seslendirecek,seslendiɾed͡ʒek
yaymakta,jajmakta
edişiyle,ediʃijle
bodrum,bodɾum
işimizi,iʃimizi
dururlar,duɾuɾlaɾ
rastgele,ɾastɡele
bulurum,buluɾum
saymanın,sajmanɯn
ekseriya,ekseɾija
şüpheliyim,ʃyphelijim
önceliklidir,œnd͡ʒeliklidiɾ
sergiler,seɾɡileɾ
kutu,kutu
doğduğu,doɰduɰu
oyununa,ojununa
kabiliyeti,kabilijeti
atan,atan
provalar,pɾovalaɾ
hak,hak
yaşadık,jaʃadɯk
bulumiklikten,bulumiklikten
tasarlamıştı,tasaɾlamɯʃtɯ
deyişle,dejiʃle
gidebilirsiniz,ɡidebiliɾsiniz
varlığımı,vaɾlɯɰɯmɯ
öpüşmemiz,œpyʃmemiz
dediğimizde,dediɰimizde
hapishane,hapishane
mesaj,mesaʒ
geçenleri,ɡet͡ʃenleɾi
ekose,ekose
metroseksüelsiz,metɾoseksyelsiz
restoranların,ɾestoɾanlaɾɯn
inanıyor,inanɯjoɾ
kullanamıyoruz,kullanamɯjoɾuz
tescillenmiştir,tesd͡ʒillenmiʃtiɾ
görevine,ɡœɾevine
bilemiyorum,bilemijoɾum
heyeti,hejeti
varabiliyor,vaɾabilijoɾ
olmacı,olmad͡ʒɯ
savaşçılar,savaʃt͡ʃɯlaɾ
hassasiyeti,hassasijeti
harmanlayın,haɾmanlajɯn
ayında,ajɯnda
imam,imam
pişirilmesini,piʃiɾilmesini
patlatmış,patlatmɯʃ
büklüm,byklym
tertibiyle,teɾtibijle
şirketlere,ʃiɾketleɾe
giderebilecek,ɡideɾebiled͡ʒek
vücuduna,vyd͡ʒuduna
umuyorum,umujoɾum
eritir,eɾitiɾ
söyleme,sœjleme
fırınında,fɯɾɯnɯnda
torun,toɾun
okumamış,okumamɯʃ
bulgulara,bulɡulaɾa
taleplerinin,talepleɾinin
travması,tɾavmasɯ
eğri,eɰɾi
yetersiz,jeteɾsiz
durdurulmasına,duɾduɾulmasɯna
sohbetleri,sohbetleɾi
miktar,miktaɾ
söylemiyormuş,sœjlemijoɾmuʃ
benzemediğini,benzemediɰini
gölgesi,ɡœlɡesi
değince,deɰind͡ʒe
köşesindedir,kœʃesindediɾ
gibi,ɡibi
tabanlarının,tabanlaɾɯnɯn
hocamız,hod͡ʒamɯz
ortak,oɾtak
felaket,felaket
başkenti,baʃkenti
oyunların,ojunlaɾɯn
dayaktan,dajaktan
takımlarından,takɯmlaɾɯndan
kravatı,kɾavatɯ
hawala,hawala
arısı,aɾɯsɯ
döşemesini,dœʃemesini
yayınlanmaları,jajɯnlanmalaɾɯ
yağlanmış,jaɰlanmɯʃ
anlaşılması,anlaʃɯlmasɯ
deneyin,denejin
ruhla,ɾuhla
içecek,it͡ʃed͡ʒek
filmlerindeki,filmleɾindeki
verecekti,veɾed͡ʒekti
dumanı,dumanɯ
halkının,halkɯnɯn
hemen,hemen
barındıran,baɾɯndɯɾan
doğup,doɰup
ummak,ummak
havalıydı,havalɯjdɯ
tuzludur,tuzluduɾ
yaşadığı,jaʃadɯɰɯ
menekşeler,menekʃeleɾ
vurmasaydım,vuɾmasajdɯm
taşı,taʃɯ
orduevinin,oɾduevinin
kalabalıklar,kalabalɯklaɾ
kaçırdı,kat͡ʃɯɾdɯ
odamızda,odamɯzda
yüzünü,jyzyny
sokakta,sokakta
dağılma,daɰɯlma
öğreniyorsun,œɰɾenijoɾsun
sıvanmaz,sɯvanmaz
olmalıdır,olmalɯdɯɾ
ünü,yny
kaplumbağası,kaplumbaɰasɯ
diplomasi,diplomasi
yekpare,jekpaɾe
turna,tuɾna
konulu,konulu
terennüm,teɾennym
katta,katta
fiziki,fiziki
izlerinin,izleɾinin
ailelerin,aileleɾin
ayakkabılar,ajakkabɯlaɾ
benimsendiği,benimsendiɰi
açıklamaya,at͡ʃɯklamaja
bulaşıkları,bulaʃɯklaɾɯ
duyduğunu,dujduɰunu
hırsızlık,hɯɾsɯzlɯk
çocuktur,t͡ʃod͡ʒuktuɾ
yaptığım,japtɯɰɯm
almakla,almakla
kalmalıydı,kalmalɯjdɯ
davranalım,davɾanalɯm
kazısında,kazɯsɯnda
yağda,jaɰda
kalmaz,kalmaz
hücre,hyd͡ʒɾe
seksoloji,seksoloʒi
taraftarları,taɾaftaɾlaɾɯ
uğrardı,uɰɾaɾdɯ
esiridir,esiɾidiɾ
mış,mɯʃ
duyan,dujan
usul,usul
kapladı,kapladɯ
eğlenilirdi,eɰleniliɾdi
dağılıp,daɰɯlɯp
deklanşöre,deklanʃœɾe
başlıyordu,baʃlɯjoɾdu
tiryakisi,tiɾjakisi
incelendi,ind͡ʒelendi
hediyelerden,hedijeleɾden
göndermeye,ɡœndeɾmeje
salonların,salonlaɾɯn
dursa,duɾsa
suçlandığını,sut͡ʃlandɯɰɯnɯ
deniyor,denijoɾ
milletimizin,milletimizin
gezdirilir,ɡezdiɾiliɾ
cevabı,d͡ʒevabɯ
kompleks,kompleks
hususiyetleri,hususijetleɾi
numaram,numaɾam
beraberlikle,beɾabeɾlikle
istersen,isteɾsen
okuyordun,okujoɾdun
kimliktir,kimliktiɾ
çobanı,t͡ʃobanɯ
insandır,insandɯɾ
akkavakların,akkavaklaɾɯn
yalının,jalɯnɯn
masonluk,masonluk
hayati,hajati
bilgiyi,bilɡiji
keyif,kejif
elmalarından,elmalaɾɯndan
ara,aɾa
topyekûn,topjekûn
şairdir,ʃaiɾdiɾ
mevcut,mevd͡ʒut
elimde,elimde
böylece,bœjled͡ʒe
kanıt,kanɯt
kabukları,kabuklaɾɯ
yememeli,jememeli
uykudan,ujkudan
toplantıyı,toplantɯjɯ
ilişkimizi,iliʃkimizi
yalvarırlardı,jalvaɾɯɾlaɾdɯ
konukseverliğimin,konukseveɾliɰimin
giriyorum,ɡiɾijoɾum
grain,ɡɾain
tiyatrolar,tijatɾolaɾ
uyarılarına,ujaɾɯlaɾɯna
uzaklaşmasına,uzaklaʃmasɯna
mu,mu
yorgunluktan,joɾɡunluktan
isabetli,isabetli
kurmaktan,kuɾmaktan
bitiriyor,bitiɾijoɾ
sağlığına,saɰlɯɰɯna
faşizme,faʃizme
kardeşim,kaɾdeʃim
süklüm,syklym
benimser,benimseɾ
bulunmadığı,bulunmadɯɰɯ
ders,deɾs
alasıymış,alasɯjmɯʃ
kullanıcı,kullanɯd͡ʒɯ
delikanlı,delikanlɯ
gerekçeler,ɡeɾekt͡ʃeleɾ
güvendi,ɡyvendi
kullanıyorum,kullanɯjoɾum
aşağıda,aʃaɰɯda
partiye,paɾtije
varılabilmesi,vaɾɯlabilmesi
lirayı,liɾajɯ
nemliydi,nemlijdi
gol,ɡol
tiyatrosuna,tijatɾosuna
idare,idaɾe
bıraktım,bɯɾaktɯm
parkı,paɾkɯ
sümkürür,symkyɾyɾ
gitsin,ɡitsin
kayıp,kajɯp
karıştırarak,kaɾɯʃtɯɾaɾak
yıkayın,jɯkajɯn
oğulları,oɰullaɾɯ
odalarda,odalaɾda
oluştuğu,oluʃtuɰu
kopmuş,kopmuʃ
getirirlerse,ɡetiɾiɾleɾse
inkar,inkaɾ
katı,katɯ
sesini,sesini
yöntem,jœntem
uzaklaştı,uzaklaʃtɯ
sözcüklerin,sœzd͡ʒykleɾin
kirpinin,kiɾpinin
uçuculuğundan,ut͡ʃud͡ʒuluɰundan
şehir,ʃehiɾ
başlattığı,baʃlattɯɰɯ
tuzlu,tuzlu
düşüncelerle,dyʃynd͡ʒeleɾle
oynayacağım,ojnajad͡ʒaɰɯm
blok,blok
timsali,timsali
soruyorlar,soɾujoɾlaɾ
savunma,savunma
tutarın,tutaɾɯn
otellerdeki,otelleɾdeki
cumhurreisi,d͡ʒumhuɾɾeisi
bilinirliğini,biliniɾliɰini
yazar,jazaɾ
yasaktır,jasaktɯɾ
çıkarılan,t͡ʃɯkaɾɯlan
sırtını,sɯɾtɯnɯ
halkası,halkasɯ
ilimizde,ilimizde
internetten,inteɾnetten
yakalayamadığım,jakalajamadɯɰɯm
konuşulacak,konuʃulad͡ʒak
olduğudur,olduɰuduɾ
burcumun,buɾd͡ʒumun
okşadığı,okʃadɯɰɯ
düşmanlarıyla,dyʃmanlaɾɯjla
erkeklerin,eɾkekleɾin
kalmıyor,kalmɯjoɾ
ödüllü,œdylly
katkıda,katkɯda
yazılarımı,jazɯlaɾɯmɯ
dirseğinizden,diɾseɰinizden
ihracat,ihɾad͡ʒat
çıkaramadık,t͡ʃɯkaɾamadɯk
yüklendiği,jyklendiɰi
bakanım,bakanɯm
kanallarının,kanallaɾɯnɯn
saygısızca,sajɡɯsɯzd͡ʒa
yeriymiş,jeɾijmiʃ
ediyorduk,edijoɾduk
duyumsamadır,dujumsamadɯɾ
bacaklı,bad͡ʒaklɯ
çalışmak,t͡ʃalɯʃmak
inanacağım,inanad͡ʒaɰɯm
canavarın,d͡ʒanavaɾɯn
yayındalar,jajɯndalaɾ
markayı,maɾkajɯ
harbi,haɾbi
ucuzdu,ud͡ʒuzdu
kişinin,kiʃinin
gelirlerinin,ɡeliɾleɾinin
burçlara,buɾt͡ʃlaɾa
tanımışız,tanɯmɯʃɯz
denizlerde,denizleɾde
kendimiz,kendimiz
asılmış,asɯlmɯʃ
akışını,akɯʃɯnɯ
karmaşık,kaɾmaʃɯk
götümüz,ɡœtymyz
kaçırmadım,kat͡ʃɯɾmadɯm
takımın,takɯmɯn
bakıp,bakɯp
etmezsiniz,etmezsiniz
duygusundan,dujɡusundan
düşküsü,dyʃkysy
gündeme,ɡyndeme
verilenleri,veɾilenleɾi
ilişkilerimiz,iliʃkileɾimiz
özürlüler,œzyɾlyleɾ
kayarak,kajaɾak
özelliklerini,œzellikleɾini
sosis,sosis
bireyselliğinde,biɾejselliɰinde
dağıtan,daɰɯtan
edilmemekle,edilmemekle
çiğnenmediğine,t͡ʃiɰnenmediɰine
atlatmasını,atlatmasɯnɯ
korkusunu,koɾkusunu
hüzünlü,hyzynly
çıktığında,t͡ʃɯktɯɰɯnda
deniliyor,denilijoɾ
zirvede,ziɾvede
kedisi,kedisi
giyinmeyi,ɡijinmeji
prosedürünün,pɾosedyɾynyn
okazyon,okazjon
sebebini,sebebini
giysi,ɡijsi
düdüğü,dydyɰy
kaşar,kaʃaɾ
yoluna,joluna
değerlendirir,deɰeɾlendiɾiɾ
anlatıyordu,anlatɯjoɾdu
lisesine,lisesine
mektubum,mektubum
kostüm,kostym
yapım,japɯm
ligine,liɡine
izlerdim,izleɾdim
simgesel,simɡesel
parlamentoya,paɾlamentoja
ihtiyacı,ihtijad͡ʒɯ
seçimin,set͡ʃimin
yapalım,japalɯm
gezilerini,ɡezileɾini
ay,aj
sürdürüyorlar,syɾdyɾyjoɾlaɾ
bunlardan,bunlaɾdan
feodalizminin,feodalizminin
bütçeme,bytt͡ʃeme
işçiyi,iʃt͡ʃiji
yönetime,jœnetime
kapıları,kapɯlaɾɯ
özgürlüğü,œzɡyɾlyɰy
ulaşıncaya,ulaʃɯnd͡ʒaja
huyum,hujum
gazları,ɡazlaɾɯ
dağıtılırken,daɰɯtɯlɯɾken
konuşmalarını,konuʃmalaɾɯnɯ
beğenir,beɰeniɾ
anlatır,anlatɯɾ
öl,œl
döverim,dœveɾim
savcılıklara,savd͡ʒɯlɯklaɾa
ürününü,yɾynyny
uyguluyor,ujɡulujoɾ
edilmelidir,edilmelidiɾ
kot,kot
uzaylı,uzajlɯ
görüşmelerinde,ɡœɾyʃmeleɾinde
adacıkları,adad͡ʒɯklaɾɯ
koşmak,koʃmak
piyasadan,pijasadan
kalori,kaloɾi
anlamıyoruz,anlamɯjoɾuz
sorular,soɾulaɾ
aştı,aʃtɯ
spastik,spastik
asıllı,asɯllɯ
trafiğinde,tɾafiɰinde
oynuyor,ojnujoɾ
önerenler,œneɾenleɾ
töreni,tœɾeni
elenmişti,elenmiʃti
gerçekleştirecekleri,ɡeɾt͡ʃekleʃtiɾed͡ʒekleɾi
çözülmeyen,t͡ʃœzylmejen
çıkabilirsin,t͡ʃɯkabiliɾsin
safranı,safɾanɯ
çocukları,t͡ʃod͡ʒuklaɾɯ
uygulanarak,ujɡulanaɾak
sevinçten,sevint͡ʃten
sanatının,sanatɯnɯn
dertlidir,deɾtlidiɾ
edilmeleri,edilmeleɾi
öğrenmiştim,œɰɾenmiʃtim
hedefleri,hedefleɾi
bulunuyor,bulunujoɾ
metafizik,metafizik
kişiler,kiʃileɾ
geldi,ɡeldi
ifadeyle,ifadejle
dönük,dœnyk
alacaklarının,alad͡ʒaklaɾɯnɯn
varan,vaɾan
sürükleniyordu,syɾyklenijoɾdu
atlama,atlama
çalışmadığı,t͡ʃalɯʃmadɯɰɯ
antisosyalim,antisosjalim
organizasyonca,oɾɡanizasjond͡ʒa
fahişeye,fahiʃeje
aday,adaj
toplantılarında,toplantɯlaɾɯnda
çoraplı,t͡ʃoɾaplɯ
trene,tɾene
