interpretares,intərpɾətaɾəs
diagnostico,diaɡnostiko
apitxat,apit͡ʃat
indefinida,indəfinidə
diluir,dilui
liquidat,likidat
contemplatiu,kuntəmplətiw
totalitzat,totəlid͡zat
aguades,aɡuades
conclusió,konkluzio
falda,falda
espartans,espaɾtans
sagí,səʒi
anglofonia,ənɡlofuniə
minimitzades,minimid͡zadəs
trigança,tɾiɡansə
glopet,ɡlupɛt
martell,maɾteʎ
finar,fina
meteu,metew
cursades,kursadəs
desemparats,dəzəmpəɾats
avalades,əbəladəs
desmoralitzats,dəzmuɾəlid͡zats
fúngiques,fuɲd͡ʒikes
amni,amni
pres,pɾəs
embriagades,əmbɾiəɡadəs
ultracongelador,ultɾəkoɲʒələdo
regulats,rəɡulats
crebar,kɾebaɾ
piuar,piwaɾ
cuca,kuka
competir,kumpəti
metratge,metɾad͡ʒe
microorganisme,mikɾooɾɡanizme
abadia,abadia
carúncula,kaɾunkula
vigoritzada,viɡoɾizada
anatematitzats,anatematizats
confeccionades,komfəksionadəs
ovació,ovasio
carretada,kərətadə
enllaunat,əɲʎəwnat
prostatitis,pɾustətitis
sopluig,suplut͡ʃ
embarcades,embaɾkades
impreses,impɾɛzəs
neteja,nətɛʒə
virosta,biɾɔstə
tarimes,taɾimes
xarada,t͡ʃaɾada
preconcebut,pɾəkonsəbut
fantasiar,fəntəzia
dogmatitzada,doɡmatizada
egípcies,əʒipsiəs
cosmoquímica,kozmokimika
ganyips,ɡəɲips
estandarditzar,əstəndərdid͡za
descontentem,dəskuntəntɛm
arraulits,arawlits
esbramec,ezbɾamek
xiuxiuejats,t͡ʃiwt͡ʃiwed͡ʒats
reparar,rəpəɾa
arrufar,ərufa
dos,dɔs
tendida,tendida
verda,vɛɾda
perfumeries,pərfuməɾiəs
taciturnitat,təsiturnitat
efímera,efimeɾa
cago,kaɡu
estafats,estafats
concilis,konsilis
xuclet,ʃuklət
derrocats,dərokats
originaria,uɾiʒinəɾiə
ventalla,bəntaʎə
adornades,ədurnadəs
clamada,klamada
minúscules,minuskuləs
nítida,nitidə
escorares,əskoɾaɾəs
encaputxar,ənkəput͡ʃa
cameta,kəmɛtə
turbina,turbinə
inulina,inulina
xiuxiuejada,t͡ʃiwt͡ʃiwed͡ʒada
gatsaule,ɡatsawle
escaig,eskat͡ʃ
pantanós,pantanos
concorreguda,konkorəɡudə
vençuts,vənsuts
extensament,əkstənsəmen
boixac,buʃak
delta,delta
allotjant,əʎud͡ʒan
gavardina,ɡavaɾdina
desvergonyit,dəzvəɾɡuɲit
adoptaria,adoptaɾia
entregat,entɾeɡat
alentida,alentida
introbable,intɾubablə
estranger,əstɾəɲʒe
resistit,rezistit
extermines,eksteɾmines
trio,tɾiu
negrer,nəɡɾe
traçudes,tɾəsudəs
vulcanitzada,vulkənid͡zadə
acusació,əkuzəsio
saltironar,səltiɾuna
empíriques,empiɾikes
venus,bɛnus
esponjoses,əspuɲʒozəs
feldspat,felspat
transbord,tɾəzboɾt
signats,siɡnats
emmagatzemar,emmaɡad͡zemaɾ
oprimida,opɾimidə
guitarró,ɡitaro
dessagnar,dəsəɡna
jutjada,d͡ʒud͡ʒada
enfront,əmfɾon
immunitzada,immunizada
marrans,mərans
maixella,məʃeʎə
maligne,məliɡnə
suc,suk
rinoceront,rinusəɾɔn
crescuda,kɾeskuda
personalitzada,pərsunəlid͡zadə
obsessius,upsəsiws
torna,toɾna
deambulada,deambulada
rotund,rutun
americans,ameɾikans
traçut,tɾasut
erudits,əɾudits
rossegar,rusəɡa
malabarisme,malabaɾizme
fornicats,foɾnikats
reincident,rəjnsiden
professorat,pɾufəsuɾat
taronger,təɾoɲʒe
tastaria,təstəɾiə
aidant,əjdan
rigiditat,rid͡ʒiditat
entristides,əntɾistidəs
vacança,bəkansə
subjectiu,subd͡ʒektiw
acumulació,akumulasio
bellugar,bəʎuɡa
eixamplar,ejʃamplaɾ
votes,bɔtəs
eslovaca,ezlovaka
melanisme,mələnizmə
vagi,baʒi
blanc,blaŋk
interfície,intərfisiə
adopcions,ədopsions
tic,tik
uniu,uniw
tantalitzar,təntəlid͡za
advocada,advokada
unilateralitat,unilateɾalitat
plutó,pluto
assessor,əsəso
barnussos,bəɾnusos
imant,imant
dogmatitzades,duɡmətid͡zadəs
viral,biɾal
equines,ekines
avariciós,əvəɾisios
intitulats,intitulats
dissenyats,diseɲats
tremolosa,tɾəmolozə
cabalístic,kəbəlistik
aixatar,əʃəta
representats,rəpɾəzəntats
repressió,repɾesio
insubstancial,insupstansial
tigressa,tiɡɾɛsə
consultem,kunsultɛm
circumnavegacions,sirkumnəbəɡəsions
exportats,əkspurtats
espaventades,əspəbəntadəs
armariet,ərməɾiɛt
inculpades,inkulpades
disfressats,disfɾesats
innovar,innuba
tecla,tekla
atemptats,ətəmtats
ovelles,ovəʎəs
amplificador,amplifikadoɾ
constants,kunstans
múria,muɾia
basarda,bəzardə
presentada,pɾəzəntadə
palafanga,palafanɡa
arrestant,arestant
bressar,bɾesaɾ
formalització,furməlid͡zəsio
allotjament,əʎud͡ʒəmen
turbant,tuɾbant
estacaria,əstəkəɾiə
clementina,klementina
aidat,əjdat
governamental,ɡoveɾnamental
minvades,mimvadəs
orientalitzades,oɾientalizades
croquet,kɾukɛt
vertebrat,bərtəbɾat
improbabilitat,impɾubəbilitat
profunditzat,pɾufundid͡zat
recarregar,rekareɡaɾ
tovalles,tubaʎəs
diner,dine
goja,ɡɔd͡ʒa
anarquia,ənərkiə
frase,fɾazə
bifurcacions,bifurkəsions
proporcionar,pɾopoɾsiona
malvesc,məlbɛsk
argelers,ərʒəles
canibalisme,kanibalizme
molestats,molestats
panteons,panteons
revolucionari,revolusionaɾi
convertits,kumbərtits
jaquir,d͡ʒakiɾ
comprador,kompɾadoɾ
costosos,kostozos
socorrisme,sokorizme
esgrimida,ezɡɾimida
recomanades,rəkomənadəs
vident,biden
uterines,uteɾines
esparga,espaɾɡa
vagar,vaɡaɾ
tova,tɔvə
elefant,elefant
productora,pɾoduktoɾə
callat,kəʎat
fona,fonə
majúscul,məʒuskul
desorganitzades,dəzurɡənid͡zadəs
domtades,domtadəs
accidentada,aksidentada
contagiosos,kontəʒiozos
defensives,dəfənsibəs
emulsionar,emulsionaɾ
contradita,kontɾəditə
blanquejada,blanked͡ʒada
albergínies,əlbərʒiniəs
corresponsals,koresponsals
amplitud,amplitut
comptats,komtats
tabaquisme,tabakizme
arxivades,aɾt͡ʃivades
femat,fəmat
escaire,eskajɾe
interpenetració,inteɾpenetɾasio
alentits,alentits
potabilitzats,potabilizats
constituir,konstituiɾ
fregida,fɾəʒidə
derrotar,derotaɾ
compactada,kompəktadə
luxemburguesos,luksəmburɡɛzus
ofegarem,ofeɡaɾem
contrabandista,kuntɾəbəndistə
abaixares,əbəʃaɾəs
fotocopiadora,futukupiədoɾə
badiu,badiw
perú,pəɾu
descarregada,deskareɡada
rara,raɾə
cecal,səkal
eos,ɛos
degotades,deɡotades
saga,saɡə
dansades,dansades
intactes,intaktəs
fagocitari,fəɡositaɾi
sotmesa,summɛzə
fundades,fundadəs
cobrellit,kubɾəʎit
comandat,koməndat
invertida,imbərtidə
commemoratius,kommemoɾatiws
ruboritzar,ruboɾid͡za
arauac,aɾawak
amargant,əməɾɡant
vasculitis,vaskulitis
congelaria,koɲd͡ʒelaɾia
obliterador,oblitəɾədo
estirp,əstiɾp
clavellet,klaveʎet
puritana,puɾitanə
fressa,fɾesa
ritu,ritu
proposada,pɾopozadə
desunida,dezunida
codificares,kodifikaɾəs
subornar,suboɾnaɾ
galvanitzada,ɡəlvənid͡zadə
metia,mətiə
litografia,litoɡɾəfiə
utilitzada,utilid͡zadə
velaritzats,velaɾizats
sorrejar,sored͡ʒaɾ
aparcat,əpərkat
falsificats,falsifikats
deprimides,depɾimides
significava,siɡnifikabə
agra,aɡɾa
pin,pin
rugbi,ruɡbi
munyidor,muɲido
bitlla,biʎʎə
graduació,ɡɾaduasio
ix,iʃ
omnívor,omnivoɾ
recaigudes,rekajɡudes
fotral,fotɾal
perits,pəɾits
burxa,buɾʃə
destripat,destɾipat
tupats,tupats
parats,paɾats
estomacar,əstuməka
bocabadat,bokabadat
explotadors,əksplotədos
determinades,dətəɾminadəs
proporcionat,pɾupursiunat
aguantat,əɡwəntat
maia,maja
bagul,baɡul
buidades,bujdadəs
esqueixar,əskəʃa
escandalosa,əskəndəlozə
sens,səns
víriques,viɾikes
joaquim,d͡ʒoakim
manual,mənual
misogin,mizɔd͡ʒin
terminació,teɾminasio
pollastres,poʎastɾes
esverat,əzvəɾat
guineu,ɡinɛw
esgotada,əzɡotadə
creador,kɾeadoɾ
enfrontat,emfɾontat
neurodegeneratiu,newɾoded͡ʒeneɾatiw
rosquilla,roskiʎa
coordinada,kuurdinadə
vicis,bisis
costal,kostal
reinicialitzats,rəjnisiəlid͡zats
carpí,kaɾpi
dogmatitzar,duɡmətid͡za
exhibir,əɡzibi
genísser,d͡ʒeniseɾ
búdics,budiks
armisticis,ərmistisis
brides,bɾidəs
ocultisme,okultizme
definiu,definiw
immoral,immoɾal
esprint,əspɾin
obstaculitzats,upstəkulid͡zats
dividit,dibidit
blandada,bləndadə
marcada,maɾkada
creient,kɾəjen
piragua,piɾaɡwa
dissenyades,diseɲades
protegides,pɾotəʒidəs
occidentalitzada,oksidəntəlid͡zadə
superposar,supəɾpoza
tendals,təndals
entreobert,entɾeobɛɾt
atrial,ətɾial
clítics,klitiks
ditxós,dit͡ʃos
caldereta,kəldəɾətə
tatuada,tətuadə
picares,pikaɾəs
fornada,foɾnada
funcionalitat,funsiunəlitat
entronitzada,entɾonizada
veta,veta
mitigació,mitiɡasio
mainader,məjnəde
avantatjada,əbəntəd͡ʒadə
assessorar,əsəsoɾa
teatre,teatɾe
cometa,kumɛtə
acorda,əkoɾdə
afirmava,əfirmabə
pessigat,pesiɡat
ennuvolades,ənnuvoladəs
romans,rumans
imperdible,impərdiblə
mesclador,məsklədo
complico,kompliko
modificació,modifikəsio
aversió,əbərsio
abreviades,əbɾəbiadəs
címbal,simbal
robotitzar,robotizaɾ
bruel,bɾuɛl
demolida,dəmulidə
jou,ʒɔw
sembrat,səmbɾat
concretats,konkɾətats
brocats,bɾukats
guardats,ɡwəɾdats
disfressat,disfɾəsat
blanquinós,blənkinos
motorista,motuɾistə
teresa,təɾɛzə
expulsats,əkspulsats
torrencial,torənsial
xalar,ʃəla
firmades,fiɾmadəs
poguda,puɡudə
encallades,enkaʎades
mostrada,mustɾadə
recés,rəses
almirallessa,əlmiɾəʎɛsə
demostrades,dəmustɾadəs
regar,reɡaɾ
construírem,kunstɾuiɾəm
melicotoner,məlikutune
desistits,dəzistits
circular,sirkula
fogar,foɡa
contradites,kontɾəditəs
orinat,uɾinat
grandíssim,ɡɾəndisim
defallir,defaʎiɾ
accelerades,əksələɾadəs
economitzats,ekonomizats
magnetitzades,məɡnətid͡zadəs
migració,miɡɾəsio
capitular,kəpitula
rendibles,rəndibləs
multiplataforma,multiplətəfoɾmə
acomiadades,əkomiədadəs
tetragonal,tətɾəɡunal
ratxa,rat͡ʃə
pediluvi,pədilubi
encorbar,ənkoɾba
precís,pɾəsis
nicena,nisɛnə
virtut,birtut
porugues,poɾuɡes
sastressa,sastɾesa
renunciats,rənunsiats
gamma,ɡammə
apicultura,apikultuɾa
honorífiques,unuɾifikəs
dolç,dols
vassall,vəsaʎ
orava,uɾabə
egoista,eɡoista
capdamunt,kəbdəmun
pietat,piətat
poblacional,pobləsional
pollastres,puʎastɾəs
rugir,ruʒi
esquerdar,əskəɾda
euclidiana,ewklidiana
garantia,ɡəɾəntiə
gotera,ɡoteɾə
especulatives,əspəkulətibəs
tossida,tusidə
vagar,vəɡa
pesar,pezaɾ
evasiu,əbəziw
apunyalades,əpuɲəladəs
tripulació,tɾipuləsio
psique,psikə
enfonsat,əmfunzat
remada,remada
proclamar,pɾokləma
emplaçar,əmpləsa
barallat,baɾaʎat
ineficaç,inefikas
diferenciat,difeɾensiat
barnús,bəɾnus
escaramussar,əskəɾəmusa
interaccionar,intəɾəksiona
escabiosa,əskəbiozə
ensorrat,ensorat
xocat,ʃukat
bombeta,bombətə
comandant,koməndant
pubertat,pubeɾtat
capçades,kəpsadəs
comores,kumoɾəs
ajeure,əʒɛwɾə
entronitzat,əntɾunid͡zat
gallofa,ɡəʎɔfə
degollada,deɡoʎada
coratjosos,koɾəd͡ʒozos
instigador,instiɡədo
memorístics,memoɾistiks
patrícia,pətɾisiə
amargures,əmərɡuɾəs
desautoritzada,dəzəwtuɾid͡zadə
desarreglada,dəzərəɡladə
encaputxar,enkaput͡ʃaɾ
remull,remuʎ
exacta,əɡzaktə
conreades,konreades
crucificades,kɾusifikades
pencat,pənkat
idioma,idiomə
divinitzat,divinizat
cuitar,kujta
emir,əmi
bellíssim,beʎisim
catalitzades,katalizades
orangutan,oɾənɡutan
oceania,useəniə
punxades,puɲt͡ʃades
pleta,plɛtə
cripsi,kɾipsi
fermentades,fəɾməntadəs
compareixença,kumpəɾəʃɛnsə
forçades,fursadəs
denotaves,denotaves
amazona,əməzonə
esdeveniment,əzdəbənimen
travessades,tɾavesades
domtat,domtat
engruixir,enɡɾujʃiɾ
escurçonera,əskursuneɾə
volar,bula
catorze,katoɾze
examino,əɡzəminu
malaguanyat,malaɡwaɲat
feredat,feɾedat
obscur,upsku
orientalitzat,oɾientalizat
traster,tɾəste
irrogada,iruɡadə
picapedra,pikəpedɾə
caminada,kəminadə
golafre,ɡolafɾə
lloreda,ʎuɾɛdə
zigzaguejada,ziɡzaɡed͡ʒada
corbada,kurbadə
discutides,diskutidəs
unificar,unifikaɾ
culminar,kulmina
amades,əmadəs
alterats,əltəɾats
sondejat,sondəʒat
tremp,tɾəmp
servicis,sərbisis
inalterat,inəltəɾat
consellera,konsəʎeɾə
agua,əɡuə
esquerp,əskerp
